Discharge Time (s),Voltage (V)
3414,3.817124
3415,3.81936
3416,3.819405
3417,3.818913
3418,3.820299
3421,3.81775
3422,3.8182645
3423,3.818779
3424,3.817795
3425,3.818153
3426,3.820791
3427,3.819852
3428,3.81851
3429,3.818823
3430,3.819136
3431,3.819002
3432,3.817124
3433,3.81784
3434,3.817035
3435,3.817124
3436,3.81784
3437,3.81784
3438,3.818734
3439,3.816811
3440,3.817303
3441,3.817795
3442,3.818242
3443,3.817303
3444,3.816141
3445,3.817437
3446,3.817303
3447,3.818421
3448,3.819449
3449,3.818913
3450,3.818913
3451,3.818779
3452,3.818645
3453,3.81623
3454,3.815515
3455,3.817795
3456,3.814576
3457,3.816185
3458,3.817884
3459,3.818868
3460,3.817616
3461,3.817482
3462,3.817348
3463,3.819092
3464,3.816409
3465,3.815694
3466,3.815515
3467,3.815246
3468,3.814889
3469,3.816006
3470,3.816767
3471,3.815604
3472,3.8150005
3473,3.814397
3474,3.816051
3475,3.816364
3476,3.815381
3477,3.814129
3478,3.815291
3479,3.816275
3480,3.815291
3481,3.816588
3482,3.816588
3483,3.816789
3484,3.81699
3485,3.815336
3486,3.814889
3487,3.814352
3488,3.814039
3489,3.813771
3490,3.814129
3491,3.813771
3492,3.814531
3493,3.814755
3494,3.814889
3495,3.815023
3496,3.813503
3497,3.816096
3498,3.813234
3499,3.813682
3500,3.813592
3501,3.813324
3502,3.813279
3503,3.81319
3504,3.8147995000000003
3505,3.816409
3506,3.816811
3507,3.814486
3508,3.813816
3509,3.815112
3510,3.815291
3511,3.8149110000000004
3512,3.814531
3513,3.815291
3514,3.815649
3515,3.813637
3516,3.814263
3517,3.814889
3518,3.81234
3519,3.814084
3520,3.813324
3521,3.811759
3522,3.812966
3523,3.815202
3524,3.812877
3525,3.814039
3526,3.813637
3527,3.814196
3528,3.814755
3529,3.812743
3530,3.812608
3531,3.811804
3532,3.814173
3533,3.811983
3534,3.815068
3535,3.816006
3536,3.814218
3537,3.816588
3538,3.8156935
3539,3.814799
3540,3.813592
3541,3.81319
3542,3.813682
3543,3.812653
3544,3.813726
3545,3.811848
3546,3.812564
3547,3.814889
3548,3.815023
3549,3.8141065000000003
3550,3.81319
3551,3.812117
3552,3.811446
3553,3.812251
3554,3.811759
3555,3.81158
3556,3.815559
3557,3.813816
3558,3.813637
3559,3.814576
3560,3.8137040000000004
3561,3.812832
3562,3.811893
3563,3.810999
3564,3.81158
3565,3.811357
3566,3.812072
3567,3.812206
3568,3.812653
3569,3.811178
3570,3.813324
3571,3.8131005
3572,3.812877
3573,3.811401
3574,3.810731
3575,3.810999
3576,3.813413
3577,3.811223
3578,3.811714
3579,3.811759
3580,3.812653
3581,3.811178
3582,3.811759
3583,3.81234
3584,3.810194
3585,3.808808
3586,3.810149
3587,3.808942
3588,3.81082
3589,3.811491
3590,3.811535
3591,3.812072
3592,3.811893
3593,3.811714
3594,3.811714
3595,3.810373
3596,3.810686
3597,3.809836
3598,3.810105
3599,3.810328
3600,3.812832
3601,3.810686
3602,3.8111105
3603,3.811535
3604,3.810239
3605,3.809747
3606,3.810775
3607,3.809568
3608,3.810149
3609,3.809747
3610,3.811491
3611,3.810507
3612,3.809971
3613,3.809971
3614,3.809971
3615,3.811133
3616,3.808272
3617,3.808897
3618,3.809166
3619,3.809434
3620,3.809032
3621,3.810999
3622,3.810731
3623,3.811446
3624,3.8109764999999998
3625,3.810507
3626,3.808674
3627,3.808137
3628,3.808406
3629,3.808764
3630,3.809479
3631,3.809479
3632,3.811223
3633,3.810284
3634,3.810552
3635,3.810038
3636,3.809524
3637,3.810641
3638,3.808942
3639,3.810015
3640,3.808942
3641,3.807288
3642,3.809032
3643,3.809568
3644,3.809613
3645,3.809434
3646,3.8086070000000003
3647,3.80778
3648,3.810284
3649,3.809836
3650,3.807288
3651,3.808227
3652,3.808227
3653,3.808629
3654,3.809658
3655,3.809032
3656,3.809389
3657,3.8091654999999998
3658,3.808942
3659,3.807154
3660,3.808048
3661,3.807512
3662,3.807556
3663,3.808272
3664,3.806841
3665,3.808987
3666,3.809345
3667,3.808316
3668,3.8082715
3669,3.808227
3670,3.807422
3671,3.808093
3672,3.807959
3673,3.808227
3674,3.806841
3675,3.808316
3676,3.807601
3677,3.80778
3678,3.808853
3679,3.8090539999999997
3680,3.809255
3681,3.806617
3682,3.805723
3683,3.806707
3684,3.807422
3685,3.805902
3686,3.807333
3687,3.807646
3688,3.808227
3689,3.8078019999999997
3690,3.807377
3691,3.808584
3692,3.807333
3693,3.806349
3694,3.805947
3695,3.805768
3696,3.807333
3697,3.807556
3698,3.80778
3699,3.807601
3700,3.8079585
3701,3.808316
3702,3.80778
3703,3.805634
3704,3.80626
3705,3.803845
3706,3.806394
3707,3.807556
3708,3.807377
3709,3.807199
3710,3.808361
3713,3.805634
3714,3.805097
3715,3.804516
3716,3.805231
3717,3.804963
3718,3.804695
3719,3.804695
3720,3.804918
3721,3.807512
3722,3.8067295000000003
3723,3.805947
3724,3.8055
3725,3.805678
3726,3.802951
3727,3.803488
3728,3.804561
3729,3.805365
3730,3.807243
3731,3.806349
3732,3.806125
3733,3.8058795
3734,3.805634
3735,3.803577
3736,3.803845
3737,3.806617
3738,3.804426
3739,3.80541
3740,3.804605
3741,3.806438
3742,3.805678
3743,3.806751
3744,3.8064605
3745,3.80617
3746,3.80228
3747,3.800939
3748,3.801923
3749,3.802996
3750,3.803801
3751,3.805053
3752,3.804829
3753,3.803756
3754,3.8043145000000003
3755,3.804873
3756,3.805723
3757,3.803174
3758,3.802459
3759,3.802727
3760,3.801967
3761,3.803935
3762,3.805544
3763,3.804784
3764,3.803711
3765,3.8033535
3766,3.802996
3767,3.801878
3768,3.801789
3769,3.803353
3770,3.801967
3771,3.80313
3772,3.804516
3773,3.803979
3774,3.803219
3775,3.8039345
3776,3.80465
3777,3.804069
3778,3.801833
3779,3.800894
3780,3.801789
3781,3.80237
3782,3.80161
3783,3.802683
3784,3.804918
3785,3.803219
3786,3.8036215
3787,3.804024
3788,3.802012
3789,3.802459
3790,3.802459
3791,3.802057
3792,3.801878
3793,3.802906
3794,3.803041
3795,3.803398
3796,3.802549
3797,3.802683
3798,3.802817
3799,3.802459
3800,3.799866
3801,3.800492
3802,3.803353
3803,3.802459
3804,3.801833
3805,3.802414
3806,3.803041
3807,3.8029064999999997
3808,3.802772
3809,3.802236
3810,3.800402
3811,3.80076
3812,3.799285
3813,3.800224
3814,3.801342
3815,3.803845
3816,3.801654
3817,3.802236
3818,3.8017890000000003
3819,3.801342
3820,3.798972
3821,3.800581
3822,3.799374
3823,3.800626
3824,3.801185
3825,3.801744
3826,3.80161
3827,3.801162
3828,3.801632
3829,3.802102
3830,3.801789
3831,3.80161
3832,3.801028
3833,3.799195
3834,3.800626
3835,3.801073
3836,3.800134
3837,3.80228
3838,3.801878
3839,3.801878
3840,3.801878
3841,3.801789
3842,3.79848
3843,3.799866
3844,3.79933
3845,3.798078
3846,3.800313
3847,3.800626
3848,3.801028
3849,3.800268
3850,3.8000670000000003
3851,3.799866
3852,3.799195
3853,3.798927
3854,3.797004
3855,3.797318
3856,3.798972
3857,3.801744
3858,3.801565
3859,3.800134
3860,3.8009389999999996
3861,3.801744
3862,3.800805
3863,3.797451
3864,3.79696
3865,3.798614
3866,3.800134
3867,3.80009
3868,3.8
3869,3.800715
3870,3.799195
3871,3.7997765
3872,3.800358
3873,3.800626
3874,3.799106
3875,3.798078
3876,3.797586
3877,3.797899
3878,3.799419
3879,3.800715
3880,3.799911
3881,3.799642
3882,3.7995975
3883,3.799553
3884,3.799821
3885,3.798212
3886,3.797183
3887,3.796736
3888,3.797094
3889,3.797943
3890,3.799598
3891,3.800224
3892,3.797988
3893,3.7988825000000004
3894,3.799777
3895,3.797362
3896,3.798793
3897,3.796915
3898,3.798346
3899,3.796468
3900,3.798614
3901,3.798838
3902,3.797541
3903,3.7985245
3904,3.799508
3905,3.798703
3906,3.796691
3907,3.79772
3908,3.795171
3909,3.797586
3910,3.79696
3911,3.797765
3912,3.79772
3913,3.797004
3914,3.7981445
3915,3.799285
3916,3.797496
3917,3.796781
3918,3.797004
3919,3.797407
3920,3.7974515
3921,3.797496
3922,3.798927
3923,3.798033
3924,3.798391
3925,3.7979884999999998
3926,3.797586
3927,3.797318
3928,3.796647
3929,3.795708
3930,3.795574
3931,3.797228
3932,3.798256
3933,3.796691
3934,3.797541
3935,3.7978315
3936,3.798122
3937,3.795753
3938,3.796915
3939,3.795484
3940,3.795171
3941,3.796334
3942,3.796423
3943,3.797586
3944,3.795171
3945,3.798033
3946,3.7983010000000004
3947,3.798569
3948,3.795619
3949,3.794903
3950,3.795931
3951,3.795171
3952,3.795305
3953,3.798659
3954,3.797049
3955,3.796066
3956,3.795797
3957,3.7960205
3958,3.796244
3959,3.795797
3960,3.794814
3961,3.794411
3962,3.79392
3963,3.793696
3964,3.795976
3965,3.794635
3966,3.79696
3967,3.7957975
3968,3.794635
3969,3.79544
3970,3.795708
3971,3.793964
3972,3.794232
3973,3.793293
3974,3.79459
3975,3.796781
3976,3.796334
3977,3.795574
3978,3.796446
3979,3.797318
3980,3.79459
3981,3.79392
3982,3.793562
3983,3.794814
3984,3.794232
3985,3.794724
3986,3.793428
3987,3.795842
3988,3.793338
3989,3.7946125
3990,3.795887
3991,3.792533
3992,3.793741
3993,3.792891
3994,3.793204
3995,3.793025
3996,3.795216
3997,3.794501
3998,3.793741
3999,3.7937855
4000,3.79383
4001,3.794724
4002,3.793025
4003,3.79231
4004,3.793003
4005,3.793696
4006,3.793249
4007,3.7932040000000002
4008,3.793159
4009,3.795753
4010,3.7949705
4011,3.794188
4012,3.794858
4013,3.791952
4014,3.7921310000000004
4015,3.79231
4016,3.793517
4017,3.794188
4018,3.793472
4019,3.79459
4020,3.793025
4021,3.7925554999999997
4022,3.792086
4023,3.79231
4024,3.791684
4025,3.791103
4026,3.792489
4027,3.791371
4028,3.791684
4029,3.793383
4030,3.794232
4031,3.791729
4032,3.7921985
4033,3.792668
4034,3.790969
4035,3.792265
4036,3.792131
4037,3.791639
4038,3.790834
4039,3.791684
4040,3.793025
4041,3.792176
4042,3.7918855000000002
4043,3.791595
4044,3.792623
4045,3.791103
4046,3.789314
4047,3.788867
4048,3.789493
4049,3.792533
4050,3.792712
4051,3.793249
4052,3.791639
4053,3.792511
4054,3.793383
4055,3.79146
4056,3.792265
4057,3.791103
4058,3.7907
4059,3.789896
4060,3.791818
4061,3.791595
4062,3.790477
4063,3.79231
4064,3.792243
4065,3.792176
4066,3.790074
4067,3.792131
4068,3.7907
4069,3.789761
4070,3.789627
4071,3.791147
4072,3.792489
4073,3.792399
4074,3.790298
4075,3.7912144999999997
4076,3.792131
4077,3.79079
4078,3.788778
4079,3.788465
4080,3.789761
4081,3.789448
4082,3.792086
4083,3.789225
4084,3.79146
4085,3.79108
4086,3.7907
4087,3.789761
4088,3.788688
4089,3.788733
4090,3.790969
4091,3.788644
4092,3.789896
4093,3.78994
4094,3.789806
4095,3.789761
4096,3.7900295
4097,3.790298
4098,3.788822
4099,3.788152
4100,3.788286
4101,3.787705
4102,3.789404
4103,3.788554
4104,3.789359
4105,3.791192
4106,3.78994
4107,3.7898505
4108,3.789761
4109,3.787526
4110,3.788107
4111,3.788241
4112,3.789672
4113,3.788822
4114,3.790611
4115,3.78994
4116,3.788778
4117,3.788062
4118,3.788308
4119,3.788554
4120,3.788018
4121,3.786855
4122,3.786766
4123,3.788822
4124,3.787749
4125,3.787034
4126,3.788867
4127,3.788331
4128,3.788465
4129,3.788711
4130,3.788957
4131,3.785916
4132,3.786274
4133,3.788688
4134,3.786274
4135,3.787123
4136,3.788822
4137,3.788375
4138,3.787928
4139,3.7884645
4140,3.789001
4141,3.786945
4142,3.787839
4143,3.787168
4144,3.78757
4145,3.787034
4146,3.784351
4147,3.78605
4148,3.788375
4149,3.788197
4150,3.7875259999999997
4151,3.786855
4152,3.787079
4153,3.786587
4154,3.784933
4155,3.785558
4156,3.785246
4157,3.788688
4158,3.788018
4159,3.786766
4160,3.787839
4161,3.7874365
4162,3.787034
4163,3.785916
4164,3.785246
4165,3.784262
4166,3.786498
4167,3.785201
4168,3.787168
4169,3.787213
4170,3.786766
4171,3.7856705
4172,3.784575
4173,3.786185
4174,3.785156
4175,3.785335
4176,3.785558
4177,3.785424
4178,3.784843
4179,3.785424
4180,3.785693
4181,3.787302
4182,3.785469
4183,3.785335
4184,3.785201
4185,3.784128
4186,3.784038
4187,3.783234
4188,3.785246
4189,3.784217
4190,3.786542
4191,3.785067
4192,3.787347
4193,3.7871680000000003
4194,3.786989
4195,3.787481
4196,3.784486
4197,3.783681
4198,3.784486
4199,3.784083
4200,3.783189
4201,3.785022
4202,3.785469
4203,3.784933
4204,3.7847095
4205,3.784486
4206,3.784128
4207,3.782787
4208,3.782876
4209,3.783681
4210,3.783368
4211,3.784843
4212,3.784575
4213,3.786229
4214,3.785201
4215,3.7850444999999997
4216,3.784888
4217,3.783859
4218,3.782474
4219,3.783949
4220,3.782608
4221,3.782161
4222,3.785469
4223,3.783681
4224,3.784396
4225,3.783859
4226,3.7833674999999998
4227,3.782876
4228,3.783055
4229,3.781982
4230,3.782071
4231,3.782921
4232,3.783368
4233,3.784173
4234,3.785111
4235,3.783457
4236,3.784128
4237,3.783882
4238,3.783636
4239,3.782518
4240,3.782295
4241,3.781445
4242,3.779836
4243,3.781758
4244,3.782831
4245,3.781713
4246,3.782652
4247,3.7822275000000003
4248,3.781803
4249,3.781445
4250,3.782272
4251,3.783099
4252,3.782339
4253,3.780462
4254,3.782429
4255,3.782205
4256,3.782429
4257,3.782295
4258,3.782742
4259,3.783189
4260,3.782608
4261,3.7814
4262,3.780953
4263,3.780775
4264,3.778763
4265,3.782518
4266,3.782295
4267,3.780909
4268,3.782876
4269,3.7825629999999997
4270,3.78225
4271,3.781713
4272,3.781132
4273,3.780819
4274,3.781222
4275,3.780864
4276,3.781892
4277,3.782697
4278,3.781132
4279,3.78187
4280,3.782608
4281,3.781982
4282,3.781132
4283,3.778852
4284,3.779836
4285,3.779388
4286,3.782161
4287,3.780327
4288,3.78064
4289,3.782921
4290,3.782496
4291,3.782071
4292,3.780059
4293,3.779701
4294,3.779433
4295,3.779836
4296,3.778271
4297,3.781758
4298,3.782161
4299,3.780819
4300,3.7807075
4301,3.780596
4302,3.779478
4303,3.777868
4304,3.779076
4305,3.779433
4306,3.779746
4307,3.7808415
4308,3.781937
4309,3.782161
4310,3.780417
4311,3.77997
4312,3.779523
4313,3.77997
4314,3.778852
4315,3.778092
4316,3.777198
4317,3.778226
4318,3.777913
4319,3.779165
4320,3.779388
4321,3.77921
4322,3.779411
4323,3.779612
4324,3.777824
4325,3.777332
4326,3.776259
4327,3.776929
4328,3.778137
4329,3.777958
4330,3.779344
4331,3.77836
4332,3.778271
4333,3.7782485
4334,3.778226
4335,3.777108
4336,3.776125
4337,3.777555
4338,3.776661
4339,3.778852
4340,3.779344
4341,3.778494
4342,3.777958
4343,3.7776
4344,3.777242
4345,3.777958
4346,3.776482
4347,3.77599
4348,3.776751
4349,3.776661
4350,3.775812
4351,3.777421
4352,3.778673
4353,3.77608
4354,3.776572
4355,3.777064
4356,3.777287
4357,3.776572
4358,3.775633
4359,3.776125
4360,3.775946
4361,3.775633
4362,3.778003
4363,3.775588
4364,3.778226
4365,3.7780695
4366,3.777913
4367,3.77599
4368,3.774649
4369,3.774023
4370,3.774917
4371,3.776035
4372,3.777511
4373,3.778271
4374,3.776035
4375,3.777555
4376,3.777466
4377,3.777377
4378,3.776751
4379,3.775096
4380,3.776393
4381,3.775052
4382,3.776438
4383,3.775677
4384,3.777064
4385,3.776572
4386,3.776572
4387,3.77684
4388,3.777108
4389,3.774962
4390,3.774247
4391,3.775856
4392,3.774381
4393,3.776125
4394,3.778092
4395,3.776929
4396,3.776661
4397,3.776102
4398,3.775543
4399,3.775856
4400,3.773621
4401,3.774113
4402,3.773576
4403,3.774381
4404,3.775141
4405,3.77523
4406,3.774828
4407,3.77523
4408,3.776102
4409,3.776974
4410,3.77532
4411,3.774068
4412,3.773889
4413,3.7738
4414,3.771832
4415,3.775946
4416,3.776035
4417,3.774157
4418,3.775096
4419,3.774515
4420,3.773934
4421,3.775365
4422,3.772637
4423,3.772101
4424,3.773621
4425,3.772324
4426,3.774917
4427,3.774649
4428,3.775454
4429,3.7741575
4430,3.772861
4431,3.774336
4432,3.772414
4433,3.771877
4434,3.77295
4435,3.772637
4436,3.772503
4437,3.775007
4438,3.7738
4439,3.772637
4440,3.7738665
4441,3.775096
4442,3.771922
4443,3.771341
4444,3.77143
4445,3.771296
4446,3.771654
4447,3.773263
4448,3.773844
4449,3.771609
4450,3.773174
4451,3.7733305
4452,3.773487
4453,3.771609
4454,3.770581
4455,3.770536
4456,3.772235
4457,3.768479
4458,3.771966
4459,3.772458
4460,3.773889
4461,3.7731735
4462,3.772458
4463,3.771877
4464,3.770402
4465,3.772011
4466,3.769239
4467,3.769552
4468,3.770849
4469,3.771966
4470,3.771832
4471,3.771966
4472,3.7730395
4473,3.774113
4474,3.771341
4475,3.769418
4476,3.770357
4477,3.769597
4478,3.770402
4479,3.76906
4480,3.771966
4481,3.769731
4482,3.770446
4483,3.771832
4484,3.7716535
4485,3.771475
4486,3.769552
4487,3.768658
4488,3.769463
4489,3.769731
4490,3.770044
4491,3.770133
4492,3.768569
4493,3.770491
4494,3.771542
4495,3.772593
4496,3.770446
4497,3.769686
4498,3.769016
4499,3.768926
4500,3.770089
4501,3.76915
4502,3.76982
4503,3.770894
4504,3.770133
4505,3.7704459999999997
4506,3.770759
4507,3.769999
4508,3.768792
4509,3.769507
4510,3.768792
4511,3.768882
4512,3.770357
4513,3.770759
4514,3.770357
4515,3.770357
4516,3.7704465000000003
4517,3.770536
4518,3.76678
4519,3.769195
4520,3.767585
4521,3.76906
4522,3.766378
4523,3.76915
4524,3.770446
4525,3.769195
4526,3.770223
4527,3.770089
4528,3.769955
4529,3.767853
4530,3.768121
4531,3.76687
4532,3.768747
4533,3.767943
4534,3.769642
4535,3.768613
4536,3.768747
4537,3.768859
4538,3.768971
4539,3.769284
4540,3.76763
4541,3.767093
4542,3.76678
4543,3.768345
4544,3.766557
4545,3.769418
4546,3.769105
4547,3.7683
4548,3.768233
4549,3.768166
4550,3.768479
4551,3.767317
4552,3.767808
4553,3.765662
4554,3.767361
4555,3.765707
4556,3.768032
4557,3.767674
4558,3.766914
4559,3.767473
4560,3.768032
4561,3.768569
4562,3.767406
4563,3.765752
4564,3.767183
4565,3.765662
4566,3.766512
4567,3.7683
4568,3.767585
4569,3.765796
4570,3.767361
4571,3.768926
4572,3.768077
4573,3.765752
4574,3.767406
4575,3.764947
4576,3.765662
4577,3.765126
4578,3.765662
4579,3.765886
4580,3.765796
4581,3.7659305
4582,3.766065
4583,3.764813
4584,3.765439
4585,3.76374
4586,3.764544
4587,3.763248
4588,3.765305
4589,3.767272
4590,3.766288
4591,3.766378
4592,3.7659754999999997
4593,3.765573
4594,3.765484
4595,3.763114
4596,3.764232
4597,3.764321
4598,3.76374
4599,3.764544
4600,3.764768
4601,3.76441
4602,3.765662
4603,3.7650585
4604,3.764455
4605,3.76289
4606,3.761951
4607,3.763382
4608,3.761683
4609,3.762846
4610,3.764992
4611,3.76365
4612,3.763024
4613,3.765081
4614,3.76488
4615,3.764679
4616,3.763203
4617,3.763024
4618,3.762801
4619,3.763561
4620,3.762175
4621,3.764589
4622,3.763784
4623,3.764187
4624,3.764053
4625,3.764634
4626,3.765215
4627,3.761951
4628,3.762712
4629,3.763516
4630,3.762533
4631,3.762801
4632,3.763069
4633,3.763337
4634,3.763024
4635,3.7636055
4636,3.764187
4637,3.763963
4638,3.762085
4639,3.762756
4640,3.761728
4641,3.762175
4642,3.764366
4643,3.761862
4644,3.763695
4645,3.762846
4646,3.763114
4647,3.763382
4648,3.761057
4649,3.762085
4650,3.760073
4651,3.761504
4652,3.761683
4653,3.762041
4654,3.764008
4655,3.763784
4656,3.7628674999999996
4657,3.761951
4658,3.762712
4659,3.761728
4660,3.761549
4661,3.7607
4662,3.760565
4663,3.761281
4664,3.76289
4665,3.760744
4666,3.761951
4667,3.7618395
4668,3.761728
4669,3.763472
4670,3.760789
4671,3.759001
4672,3.760521
4673,3.760655
4674,3.759626
4675,3.762041
4676,3.761594
4677,3.763159
4678,3.762533
4679,3.761907
4680,3.761951
4681,3.759582
4682,3.761102
4683,3.758598
4684,3.760342
4685,3.759895
4686,3.759448
4687,3.760834
4688,3.7607
4689,3.7610574999999997
4690,3.761415
4691,3.760878
4692,3.758553
4693,3.759492
4694,3.759984
4695,3.758956
4696,3.758956
4697,3.760476
4698,3.760118
4699,3.760163
4700,3.759738
4701,3.759313
4702,3.760386
4703,3.757927
4704,3.757167
4705,3.760029
4706,3.758866
4707,3.76061
4708,3.760029
4709,3.760163
4710,3.759984
4711,3.759984
4712,3.759984
4713,3.756497
4714,3.759403
4715,3.757346
4716,3.756989
4717,3.758106
4718,3.759626
4719,3.759984
4720,3.758151
4721,3.758643
4722,3.7584195
4723,3.758196
4724,3.75672
4725,3.7552
4726,3.756318
4727,3.756452
4728,3.757078
4729,3.757749
4730,3.757838
4731,3.758106
4732,3.758643
4733,3.758978
4734,3.759313
4735,3.756184
4736,3.755245
4737,3.756944
4738,3.755334
4739,3.756989
4740,3.758419
4741,3.758151
4742,3.758777
4743,3.756854
4744,3.7569435
4745,3.757033
4746,3.755424
4747,3.756318
4748,3.756094
4749,3.7552
4750,3.757838
4751,3.758553
4752,3.757212
4753,3.75824
4754,3.756407
4755,3.7567199999999996
4756,3.757033
4757,3.755424
4758,3.756675
4759,3.754351
4760,3.756407
4761,3.756452
4762,3.756631
4763,3.75681
4764,3.755915
4765,3.756318
4766,3.756273
4767,3.756228
4768,3.75444
4769,3.755737
4770,3.756541
4771,3.75444
4772,3.755647
4773,3.755155
4774,3.756452
4775,3.75681
4776,3.755938
4777,3.755066
4778,3.755737
4779,3.754395
4780,3.753546
4781,3.754798
4782,3.754172
4783,3.754306
4784,3.756675
4785,3.75681
4786,3.754708
4787,3.755066
4788,3.756005
4789,3.756944
4790,3.754127
4791,3.75444
4792,3.753188
4793,3.754619
4794,3.755066
4795,3.755915
4796,3.754753
4797,3.755111
4798,3.7546415
4799,3.754172
4800,3.752651
4801,3.75444
4802,3.754216
4803,3.752339
4804,3.75292
4805,3.754574
4806,3.754395
4807,3.753859
4808,3.753456
4809,3.753456
4810,3.753456
4811,3.753993
4812,3.75216
4813,3.753412
4814,3.752517
4815,3.753725
4816,3.75368
4817,3.754038
4818,3.754351
4819,3.7544625
4820,3.754574
4821,3.752115
4822,3.752562
4823,3.752696
4824,3.751087
4825,3.752607
4826,3.752517
4827,3.753993
4828,3.753233
4829,3.753725
4830,3.7533225000000003
4831,3.75292
4832,3.751355
4833,3.751891
4834,3.752383
4835,3.75055
4836,3.750461
4837,3.751534
4838,3.752428
4839,3.752473
4842,3.750058
4843,3.751579
4844,3.751176
4845,3.75055
4846,3.74988
4847,3.750192
4848,3.751131
4849,3.751176
4850,3.752115
4851,3.752562
4852,3.7522265
4853,3.751891
4854,3.75055
4855,3.750952
4856,3.750237
4857,3.750371
4858,3.75131
4859,3.750416
4860,3.751176
4861,3.752026
4862,3.751489
4863,3.7517125
4864,3.751936
4865,3.750103
4866,3.750461
4867,3.749209
4868,3.749388
4869,3.749969
4870,3.75055
4871,3.750192
4872,3.751668
4873,3.751042
4874,3.750416
4875,3.750327
4876,3.74988
4877,3.750461
4878,3.74988
4879,3.74894
4880,3.750058
4881,3.750282
4882,3.74988
4883,3.750774
4884,3.7509525
4885,3.751131
4886,3.749164
4887,3.749924
4888,3.74742
4889,3.747733
4890,3.746571
4891,3.748985
4892,3.749567
4893,3.749969
4894,3.74912
4895,3.7497905
4896,3.750461
4897,3.748359
4898,3.74903
4899,3.748672
4900,3.747644
4901,3.74903
4902,3.74903
4903,3.750148
4904,3.749343
4905,3.7487615
4906,3.74818
4907,3.746705
4908,3.74751
4909,3.747376
4910,3.746884
4911,3.748359
4912,3.747957
4913,3.749567
4914,3.749254
4915,3.747957
4916,3.748024
4917,3.748091
4918,3.748493
4919,3.747555
4920,3.747823
4921,3.746124
4922,3.747912
4923,3.748359
4924,3.747241
4925,3.749209
4926,3.747376
4927,3.747331
4928,3.747286
4929,3.74666
4930,3.747018
4931,3.746705
4932,3.746347
4933,3.747868
4934,3.747555
4935,3.748583
4936,3.747778
4937,3.7475544999999997
4938,3.747331
4939,3.747778
4940,3.746079
4941,3.746616
4942,3.747152
4943,3.745945
4944,3.747733
4945,3.747599
4946,3.747644
4947,3.748672
4948,3.7483370000000003
4949,3.748002
4950,3.746034
4951,3.745409
4952,3.744648
4953,3.746347
4954,3.744693
4955,3.746616
4956,3.74751
4957,3.745587
4958,3.747152
4959,3.747085
4960,3.747018
4961,3.744961
4962,3.744917
4963,3.746392
4964,3.745856
4965,3.744648
4966,3.7458555000000002
4967,3.747063
4968,3.744961
4969,3.7455425
4970,3.746124
4971,3.745543
4972,3.744872
4973,3.745229
4974,3.7459
4975,3.745677
4976,3.746258
4977,3.747689
4978,3.745945
4979,3.745543
4980,3.745431
4981,3.745319
4982,3.743888
4983,3.744693
4984,3.74286
4985,3.743754
4986,3.74286
4987,3.743978
4988,3.746705
4989,3.744917
4990,3.744469
4991,3.7446479999999998
4992,3.744827
4993,3.74362
4994,3.742502
4995,3.742502
4996,3.743083
4997,3.742234
4998,3.742189
4999,3.745319
5000,3.744738
5001,3.743844
5002,3.7439109999999998
5003,3.743978
5004,3.741876
5005,3.742681
5006,3.744201
5007,3.742368
5008,3.742323
5009,3.741966
5010,3.744514
5011,3.744469
5012,3.743083
5013,3.743754
5014,3.744425
5015,3.741653
5016,3.741474
5017,3.742368
5018,3.741698
5019,3.741608
5020,3.742279
5021,3.743397
5022,3.744157
5023,3.741116
5024,3.7416525
5025,3.742189
5026,3.742279
5027,3.74058
5028,3.74125
5029,3.741116
5030,3.741385
5031,3.741608
5032,3.742234
5033,3.741787
5034,3.742368
5035,3.7427705
5036,3.743173
5037,3.741519
5038,3.739328
5039,3.741563
5040,3.737495
5041,3.739909
5042,3.7421
5043,3.740803
5044,3.74125
5045,3.741921
5046,3.7414515
5047,3.740982
5048,3.741385
5049,3.741206
5050,3.740446
5051,3.741429
5052,3.739507
5053,3.741295
5054,3.742413
5055,3.742502
5056,3.741071
5057,3.7401545
5058,3.739238
5059,3.740356
5060,3.740043
5061,3.739462
5062,3.73982
5063,3.739372
5064,3.740848
5065,3.740088
5066,3.741161
5067,3.742502
5068,3.7420999999999998
5069,3.741698
5070,3.739283
5071,3.738657
5072,3.739194
5073,3.738702
5074,3.738389
5075,3.741161
5076,3.739149
5077,3.740982
5078,3.739238
5079,3.739998
5080,3.740758
5081,3.737897
5082,3.739238
5083,3.739462
5084,3.737942
5085,3.737897
5086,3.741832
5087,3.739149
5088,3.741653
5089,3.740021
5090,3.738389
5091,3.741206
5092,3.737182
5093,3.737852
5094,3.737182
5095,3.739462
5096,3.738568
5097,3.740356
5098,3.739462
5099,3.739104
5100,3.7384560000000002
5101,3.737808
5102,3.736198
5103,3.736645
5104,3.736332
5105,3.737316
5106,3.737316
5107,3.738434
5108,3.738299
5109,3.73736
5110,3.739104
5111,3.7379415
5112,3.736779
5113,3.737137
5114,3.736511
5115,3.735572
5116,3.737226
5117,3.7366
5118,3.737987
5119,3.736824
5120,3.736511
5121,3.737808
5122,3.7368914999999996
5123,3.735975
5124,3.736153
5125,3.736019
5126,3.734946
5127,3.736556
5128,3.736779
5129,3.738568
5130,3.737405
5131,3.737584
5132,3.736824
5133,3.736064
5134,3.736064
5135,3.735438
5136,3.734186
5137,3.734767
