Discharge Time (s),Voltage (V)
6926,3.633229
6927,3.632916
6928,3.632961
6929,3.632782
6930,3.633207
6931,3.633632
6932,3.631799
6933,3.630815
6934,3.631665
6935,3.631173
6936,3.631709
6937,3.633185
6938,3.632604
6939,3.63314
6940,3.6321114999999997
6941,3.631083
6942,3.631083
6943,3.630502
6944,3.630592
6945,3.630994
6946,3.630144
6947,3.631799
6948,3.631978
6949,3.631396
6950,3.631217
6951,3.6314855
6952,3.631754
6953,3.630502
6954,3.630234
6955,3.628624
6956,3.630055
6957,3.629295
6958,3.630547
6959,3.631083
6960,3.632246
6961,3.630681
6962,3.6312625
6963,3.631844
6964,3.629608
6965,3.630368
6966,3.629161
6967,3.628848
6968,3.629653
6969,3.630189
6970,3.629832
6971,3.6305025
6972,3.631173
6973,3.6302785
6974,3.629384
6975,3.628535
6976,3.626836
6977,3.628267
6978,3.629921
6979,3.629519
6980,3.63001
6981,3.628714
6982,3.629429
6983,3.6297195
6984,3.63001
6985,3.628758
6986,3.626478
6987,3.628267
6988,3.628356
6989,3.627954
6990,3.629384
6991,3.629027
6992,3.62849
6993,3.628803
6994,3.6286915
6995,3.62858
6996,3.62782
6997,3.62782
6998,3.628177
6999,3.627283
7000,3.62782
7001,3.629027
7002,3.629161
7003,3.628803
7004,3.627685
7005,3.6277745
7006,3.627864
7007,3.626031
7008,3.627193
7009,3.62621
7010,3.625539
7011,3.627015
7012,3.628714
7013,3.627149
7014,3.628133
7015,3.626702
7016,3.62659
7017,3.626478
7018,3.625137
7019,3.627462
7020,3.626433
7021,3.6254495
7022,3.624466
7023,3.629205
7024,3.627775
7025,3.627506
7026,3.627193
7027,3.6269475
7028,3.626702
7029,3.625137
7030,3.624958
7031,3.624824
7032,3.625137
7033,3.627373
7034,3.629519
7035,3.62782
7036,3.627954
7037,3.627596
7038,3.6266344999999998
7039,3.625673
7040,3.624645
7041,3.6246
7042,3.625718
7043,3.625047
7044,3.625226
7045,3.62545
7046,3.626389
7047,3.626612
7048,3.6269925
7049,3.627373
7050,3.624466
7051,3.624958
7052,3.624109
7053,3.6246
7054,3.623393
7055,3.626746
7056,3.626478
7057,3.626255
7058,3.625226
7059,3.625986
7060,3.626746
7061,3.6246
7062,3.623483
7063,3.623751
7064,3.624109
7065,3.624466
7066,3.625316
7067,3.626791
7068,3.625047
7069,3.625271
7070,3.6248465000000003
7071,3.624422
7072,3.624422
7073,3.62384
7074,3.624556
7075,3.623974
7076,3.625137
7077,3.624645
7078,3.62536
7079,3.624734
7080,3.6246225
7081,3.624511
7082,3.622365
7083,3.624198
7084,3.624243
7085,3.622365
7086,3.622991
7087,3.624019
7088,3.624958
7089,3.6246
7090,3.624198
7091,3.624332
7092,3.624466
7093,3.621336
7094,3.622946
7095,3.620576
7096,3.621605
7097,3.620934
7098,3.624377
7099,3.623617
7100,3.62317
7101,3.624109
7102,3.623997
7103,3.623885
7104,3.621381
7105,3.621605
7106,3.621694
7107,3.621515
7108,3.619816
7109,3.622857
7110,3.623304
7111,3.622722
7112,3.622141
7113,3.6227445
7114,3.623348
7115,3.620219
7116,3.619772
7117,3.620308
7118,3.619861
7119,3.620979
7120,3.622186
7121,3.621202
7122,3.621739
7123,3.6222754999999998
7124,3.622812
7125,3.620532
7126,3.619235
7127,3.621381
7128,3.620889
7129,3.619012
7130,3.622275
7131,3.622722
7132,3.62165
7133,3.621828
7134,3.6216939999999997
7135,3.62156
7136,3.619056
7137,3.620174
7138,3.618073
7139,3.618564
7140,3.620621
7141,3.620219
7142,3.620532
7143,3.62156
7144,3.621068
7145,3.6206655000000003
7146,3.620263
7147,3.618654
7148,3.618699
7149,3.618877
7150,3.617268
7151,3.618967
7152,3.620263
7153,3.618073
7154,3.620308
7155,3.620398
7156,3.6206215
7157,3.620845
7158,3.618252
7159,3.619951
7160,3.618252
7161,3.617402
7162,3.617178
7163,3.619951
7164,3.618743
7165,3.61852
7166,3.61843
7167,3.6185644999999997
7168,3.618699
7169,3.617983
7170,3.618386
7171,3.619146
7172,3.617581
7173,3.617939
7174,3.61767
7175,3.61767
7176,3.618341
7177,3.6180725000000002
7178,3.617804
7179,3.617536
7180,3.616731
7181,3.616195
7182,3.618252
7183,3.617134
7184,3.618475
7185,3.617939
7186,3.618386
7187,3.617625
7188,3.6178935
7189,3.618162
7190,3.615613
7191,3.615882
7192,3.615837
7193,3.615658
7194,3.616374
7195,3.618252
7196,3.617625
7197,3.617268
7198,3.61776
7199,3.6184975
7200,3.619235
7201,3.615882
7202,3.614943
7203,3.615927
7204,3.616329
7205,3.615524
7206,3.617134
7207,3.617581
7208,3.617
7209,3.6167540000000002
7210,3.616508
7211,3.615524
7212,3.616642
7213,3.614898
7214,3.615837
7215,3.614451
7216,3.613601
7217,3.615658
7218,3.617178
7219,3.616329
7220,3.6166865
7221,3.617044
7222,3.61378
7223,3.615569
7224,3.615613
7225,3.615927
7226,3.615971
7227,3.61615
7228,3.617894
7229,3.616284
7230,3.61615
7231,3.6158815000000004
7232,3.615613
7233,3.615524
7234,3.614138
7235,3.614898
7236,3.613736
7237,3.61387
7238,3.616463
7239,3.61624
7240,3.617178
7241,3.6156135000000003
7242,3.614049
7243,3.614675
7244,3.612484
7245,3.613154
7246,3.61378
7247,3.613959
7248,3.615748
7249,3.615927
7250,3.615479
7251,3.615569
7252,3.615323
7253,3.615077
7254,3.614093
7255,3.614004
7256,3.613154
7257,3.612216
7258,3.613289
7259,3.614138
7260,3.614585
7261,3.614093
7262,3.614406
7263,3.614719
7264,3.613512
7265,3.613467
7266,3.612394
7267,3.610651
7268,3.611411
7269,3.613959
7270,3.614049
7271,3.615166
7272,3.614496
7273,3.6141829999999997
7274,3.61387
7275,3.611992
7276,3.611768
7277,3.612305
7278,3.611724
7279,3.612529
7280,3.613467
7281,3.61235
7282,3.614675
7283,3.6134675
7284,3.61226
7285,3.610964
7286,3.61159
7287,3.610874
7288,3.611679
7289,3.611634
7290,3.61387
7291,3.612573
7292,3.612931
7293,3.613423
7294,3.6131770000000003
7295,3.612931
7296,3.610695
7297,3.61159
7298,3.611411
7299,3.61311
7300,3.612797
7301,3.611902
7302,3.612797
7303,3.613199
7304,3.612841
7305,3.6125730000000003
7306,3.612305
7307,3.61083
7308,3.611232
7309,3.610517
7310,3.611321
7311,3.610919
7312,3.611366
7313,3.611902
7314,3.611411
7315,3.6111205
7316,3.61083
7317,3.610695
7318,3.610874
7319,3.610472
7320,3.61074
7321,3.609175
7322,3.611277
7323,3.612573
7324,3.611634
7325,3.611724
7326,3.6118805
7327,3.612037
7328,3.60913
7329,3.60989
7330,3.611098
7331,3.611455
7332,3.609846
7333,3.61083
7334,3.611142
7335,3.609533
7336,3.6094435000000002
7337,3.609354
7338,3.611008
7339,3.606984
7340,3.608236
7341,3.608952
7342,3.608236
7343,3.609533
7344,3.609309
7345,3.60922
7346,3.609756
7347,3.6102255000000003
7348,3.610695
7349,3.608013
7350,3.608281
7351,3.607923
7352,3.60846
7353,3.608415
7354,3.608505
7355,3.609846
7356,3.608728
7357,3.60922
7358,3.6090635
7359,3.608907
7360,3.60922
7361,3.607074
7362,3.607923
7363,3.607923
7364,3.607789
7365,3.608326
7366,3.606537
7367,3.608326
7368,3.607879
7369,3.608393
7370,3.608907
7371,3.608102
7372,3.607566
7373,3.608996
7374,3.607521
7375,3.606403
7376,3.609041
7377,3.607923
7378,3.608415
7379,3.608415
7380,3.6083925
7381,3.60837
7382,3.605285
7383,3.607119
7384,3.605151
7385,3.606493
7386,3.607744
7387,3.607923
7388,3.607208
7389,3.607431
7390,3.60609
7391,3.606783
7392,3.607476
7393,3.606403
7394,3.606179
7395,3.6059335
7396,3.605688
7397,3.606806
7398,3.606806
7399,3.607879
7400,3.606493
7401,3.607141
7402,3.607789
7403,3.606806
7404,3.604347
7405,3.606627
7406,3.605688
7407,3.606716
7408,3.606045
7409,3.606537
7410,3.606627
7411,3.606359
7412,3.605867
7413,3.605375
7414,3.604838
7415,3.604391
7416,3.604928
7417,3.605285
7418,3.604033
7419,3.606045
7420,3.606314
7421,3.606135
7422,3.606135
7423,3.6064480000000003
7424,3.606761
7425,3.60533
7426,3.604794
7427,3.602871
7428,3.604033
7429,3.60372
7430,3.605867
7431,3.606314
7432,3.606448
7433,3.605911
7434,3.6061569999999996
7435,3.606403
7436,3.603944
7437,3.604659
7438,3.604302
7439,3.603542
7440,3.604436
7441,3.605867
7442,3.605419
7443,3.605509
7444,3.6054865
7445,3.605464
7446,3.603452
7447,3.60296
7448,3.602737
7449,3.603273
7450,3.601887
7451,3.604615
7452,3.603005
7453,3.6039215
7454,3.604838
7455,3.6055085
7456,3.606179
7457,3.603452
7458,3.602468
7459,3.601843
7460,3.603005
7461,3.6022
7462,3.602648
7463,3.604123
7464,3.603095
7465,3.6039445
7466,3.604794
7467,3.60372
7468,3.601887
7469,3.60153
7470,3.602066
7471,3.601574
7472,3.60305
7473,3.602782
7474,3.603139
7475,3.604257
7476,3.6038769999999998
7477,3.603497
7478,3.600725
7479,3.601396
7480,3.602558
7481,3.600725
7482,3.600814
7483,3.602648
7484,3.602871
7485,3.601843
7486,3.602066
7487,3.6014850000000003
7488,3.600904
7489,3.600859
7490,3.600501
7491,3.600457
7492,3.600144
7493,3.600904
7494,3.602066
7495,3.60144
7496,3.601843
7497,3.6026475
7498,3.603452
7499,3.602156
7500,3.600367
7501,3.60153
7502,3.599652
7503,3.600412
7504,3.599607
7505,3.6006355
7506,3.601664
7507,3.601619
7508,3.60077
7509,3.6013954999999997
7510,3.602021
7511,3.599786
7512,3.599786
7513,3.600009
7514,3.598892
7515,3.599518
7516,3.600859
7517,3.602021
7518,3.601664
7519,3.6015745
7520,3.601485
7521,3.601619
7522,3.598892
7523,3.599115
7524,3.598266
7525,3.599562
7526,3.600233
7527,3.601306
7528,3.600814
7529,3.599652
7530,3.601306
7531,3.6005235
7532,3.599741
7533,3.599339
7534,3.598579
7535,3.599026
7536,3.597506
7537,3.597997
7538,3.60068
7539,3.599384
7540,3.599339
7541,3.5997190000000003
7542,3.600099
7543,3.597953
7544,3.597506
7545,3.597953
7546,3.596388
7547,3.596656
7548,3.599607
7549,3.59992
7550,3.598534
7551,3.598892
7552,3.5994285
7553,3.599965
7554,3.59916
7555,3.597506
7556,3.597506
7557,3.598176
7558,3.597506
7559,3.598579
7560,3.599205
7561,3.59831
7562,3.598221
7563,3.598132
7564,3.597148
7565,3.596209
7566,3.598534
7567,3.595807
7568,3.596433
7569,3.597148
7570,3.5984
7571,3.597461
7572,3.597953
7573,3.597193
7574,3.596433
7575,3.59603
7576,3.595986
7577,3.597461
7578,3.596209
7579,3.596701
7580,3.597327
7581,3.59688
7582,3.597729
7583,3.59641
7584,3.595091
7585,3.597506
7586,3.594957
7587,3.596209
7588,3.595091
7589,3.595404
7590,3.595717
7591,3.597863
7592,3.596746
7593,3.597729
7594,3.597327
7595,3.596925
7596,3.595404
7597,3.596298
7598,3.594689
7599,3.595181
7600,3.594644
7601,3.595986
7602,3.595717
7603,3.59755
7604,3.595717
7605,3.59603
7606,3.596343
7607,3.595002
7608,3.594957
7609,3.595628
7610,3.595583
7611,3.595002
7612,3.597014
7613,3.597103
7614,3.596075
7615,3.5957394999999996
7616,3.595404
7617,3.595583
7618,3.593884
7619,3.593348
7620,3.592766
7621,3.592275
7622,3.594331
7623,3.594868
7624,3.594376
7625,3.594868
7626,3.5952254999999997
7627,3.595583
7628,3.594465
7629,3.594331
7630,3.594555
7631,3.594063
7632,3.592901
7633,3.593392
7634,3.594108
7635,3.594957
7636,3.594152
7637,3.5943085
7638,3.594465
7639,3.594555
7640,3.591872
7641,3.591202
7642,3.592275
7643,3.592722
7644,3.593571
7645,3.593661
7646,3.593526
7647,3.594108
7648,3.594488
7649,3.594868
7650,3.592006
7651,3.591559
7652,3.592766
7653,3.591515
7654,3.592587
7655,3.593035
7656,3.593884
7657,3.593526
7660,3.591336
7661,3.591067
7662,3.590307
7663,3.591425
7664,3.590799
7665,3.590441
7666,3.593169
7667,3.592945
7668,3.594286
7669,3.592632
7670,3.5927664999999998
7671,3.592901
7672,3.589324
7673,3.590486
7674,3.592185
7675,3.593035
7676,3.592364
7677,3.591112
7678,3.59147
7679,3.592096
7680,3.591872
7681,3.5918275
7682,3.591783
7683,3.590397
7684,3.588385
7685,3.590173
7686,3.589279
7687,3.590263
7688,3.591067
7689,3.592185
7690,3.591649
7691,3.591336
7692,3.590978
7693,3.59062
7694,3.590307
7695,3.588608
7696,3.589145
7697,3.590844
7698,3.58919
7699,3.591693
7700,3.591515
7701,3.591425
7702,3.590531
7703,3.5908214999999997
7704,3.591112
7705,3.589503
7706,3.589637
7707,3.58995
7708,3.589368
7709,3.590173
7710,3.590307
7711,3.589547
7712,3.590128
7713,3.590397
7714,3.5908664999999997
7715,3.591336
7716,3.58919
7717,3.58834
7718,3.590307
7719,3.589324
7720,3.587088
7721,3.590218
7722,3.588161
7723,3.588966
7724,3.589458
7725,3.588653
7726,3.587848
7727,3.587535
7728,3.587491
7729,3.58834
7730,3.587088
7731,3.589055
7732,3.588876
7733,3.588787
7734,3.589547
7735,3.589503
7736,3.589324
7737,3.589145
7738,3.586954
7739,3.586462
7740,3.586596
7741,3.587535
7742,3.587044
7743,3.590889
7744,3.588474
7745,3.587804
7746,3.587804
7747,3.588564
7748,3.589324
7749,3.588653
7750,3.586462
7751,3.587759
7752,3.586909
7753,3.586194
7754,3.587625
7755,3.588474
7756,3.586507
7757,3.58834
7758,3.587133
7759,3.5874685
7760,3.587804
7761,3.587491
7762,3.587356
7763,3.586686
7764,3.586999
7765,3.58521
7766,3.586954
7767,3.586373
7768,3.587535
7769,3.587938
7770,3.587513
7771,3.587088
7772,3.586104
7773,3.58673
7774,3.585389
7775,3.585702
7776,3.58521
7777,3.586283
7778,3.586373
7779,3.587446
7780,3.587044
7781,3.587066
7782,3.587088
7783,3.585255
7784,3.585523
7785,3.586462
7786,3.585389
7787,3.584987
7788,3.586194
7789,3.585926
7790,3.586417
7791,3.585479
7792,3.5866860000000003
7793,3.587893
7794,3.584808
7795,3.584584
7796,3.584674
7797,3.584718
7798,3.5853
7799,3.586596
7800,3.583869
7801,3.58521
7802,3.58445
7803,3.585568
7804,3.585255
7805,3.584942
7806,3.583154
7807,3.584942
7808,3.584271
7809,3.58454
7810,3.584629
7811,3.584897
7812,3.585792
7813,3.58445
7814,3.584853
7815,3.5848305
7816,3.584808
7817,3.584987
7818,3.58369
7819,3.583936
7820,3.584182
7821,3.583154
7822,3.584093
7823,3.584271
7824,3.584853
7825,3.584137
7826,3.5844725000000004
7827,3.584808
7828,3.582349
7829,3.582617
7830,3.582662
7831,3.58293
7832,3.582036
7833,3.583824
7834,3.583958
7835,3.583556
7836,3.584003
7837,3.584942
7838,3.585881
7839,3.58293
7840,3.581768
7841,3.583019
7842,3.582349
7843,3.583422
7844,3.583601
7845,3.584003
7846,3.584182
7847,3.583243
7848,3.5831985
7849,3.583154
7850,3.582796
7851,3.581946
7852,3.583288
7853,3.581902
7854,3.582304
7855,3.584405
7856,3.583422
7857,3.583019
7858,3.5825275000000003
7859,3.582036
7860,3.581365
7861,3.582572
7862,3.580158
7863,3.581544
7864,3.5798
7865,3.581365
7866,3.581142
7867,3.583824
7868,3.582528
7869,3.5826395
7870,3.582751
7871,3.580784
7872,3.580426
7873,3.582349
7874,3.582036
7875,3.579443
7876,3.5805605
7877,3.581678
7878,3.582617
7879,3.5825275
7880,3.582438
7881,3.580247
7882,3.580605
7883,3.579934
7884,3.580829
7885,3.581052
7886,3.581723
7887,3.581186
7888,3.581946
7889,3.58065
7890,3.58179
7891,3.58293
7892,3.580516
7893,3.580739
7894,3.580069
7895,3.578995
7896,3.579666
7897,3.580918
7898,3.580203
7899,3.580918
7900,3.580471
7903,3.580203
7904,3.579398
7905,3.579622
7906,3.57837
7907,3.579219
7908,3.580516
7909,3.580426
7910,3.579934
7911,3.581097
7912,3.580985
7913,3.580873
7914,3.576849
7915,3.578593
7916,3.580337
7917,3.57828
7918,3.57989
7919,3.581007
7920,3.580784
7921,3.580471
7922,3.5799570000000003
7923,3.579443
7924,3.57837
7925,3.579264
7926,3.578191
7927,3.579174
7928,3.578057
7929,3.580158
7930,3.578906
7931,3.579577
7932,3.580918
7933,3.579599
7934,3.57828
7935,3.577118
7936,3.57761
7937,3.578057
7938,3.577565
7939,3.578504
7940,3.578593
7941,3.580337
7942,3.578772
7943,3.578995
7944,3.5791965
7945,3.579398
7946,3.577207
7947,3.57761
7948,3.576358
7949,3.576223
7950,3.576268
7951,3.57761
7952,3.57752
7953,3.577967
7954,3.577699
7955,3.577766
7956,3.577833
7957,3.576894
7958,3.576268
7959,3.577431
7960,3.575598
7961,3.576849
7962,3.578057
7963,3.577967
7964,3.578146
7965,3.5781235000000002
7966,3.578101
7967,3.577207
7968,3.576849
7969,3.575463
7970,3.575955
7971,3.575642
7972,3.577699
7973,3.57761
7974,3.578191
7975,3.579532
7976,3.578951
7977,3.57837
7978,3.575284
7979,3.576715
7980,3.576067
7981,3.575419
7982,3.575955
7983,3.577163
7984,3.577252
7985,3.577475
7986,3.5782575000000003
7987,3.57904
7988,3.577744
7989,3.57515
7990,3.575195
7991,3.573496
7992,3.577118
7993,3.575016
7994,3.577028
7995,3.576268
7996,3.576492
7997,3.5760225
7998,3.575553
7999,3.573675
8000,3.573899
8001,3.575419
8002,3.575016
8003,3.575732
8004,3.576805
8005,3.576894
8006,3.575598
8007,3.576581
8008,3.5761564999999997
8009,3.575732
8010,3.574256
8011,3.574524
8012,3.575195
8013,3.573317
8014,3.574301
8015,3.574614
8016,3.574703
8017,3.575642
8018,3.57515
8019,3.5750830000000002
8020,3.575016
8021,3.574301
8022,3.573362
8023,3.574614
8024,3.571261
8025,3.572512
8026,3.573809
8027,3.57448
8028,3.575016
8029,3.5745915000000004
8030,3.574167
8031,3.573317
8032,3.572468
8033,3.573764
8034,3.57296
8035,3.573899
8036,3.573943
8037,3.571663
8038,3.572378
8039,3.572781
8040,3.5731835
8041,3.573586
8042,3.571395
8043,3.57287
8044,3.57287
8045,3.571797
8046,3.572021
8047,3.57211
8048,3.57363
8049,3.571573
8050,3.57249
8051,3.573407
8052,3.571573
8053,3.571171
8054,3.572021
8055,3.570858
8056,3.571708
8057,3.572647
8058,3.573183
8059,3.573138
8060,3.573899
8061,3.5729819999999997
8062,3.572065
8063,3.570903
8064,3.570501
8065,3.570545
8066,3.571663
8067,3.571797
8068,3.573272
8069,3.572557
8070,3.571752
8071,3.572915
8072,3.5727585
8073,3.572602
8074,3.570411
8075,3.570009
8076,3.570188
8077,3.570992
8078,3.571976
8079,3.571261
8080,3.570903
8081,3.572065
8082,3.5721325
8083,3.5722
8084,3.571216
8085,3.570501
8086,3.571797
8087,3.571305
8088,3.570635
8089,3.57135
8090,3.57144
8091,3.569383
8092,3.571395
8093,3.5708585
8094,3.570322
8095,3.568354
8096,3.569741
8097,3.568176
8098,3.568936
8099,3.570411
8100,3.571082
8101,3.571037
8102,3.571484
8103,3.571417
8104,3.57135
8105,3.569606
8106,3.570545
8107,3.570992
8108,3.569561
8109,3.568444
8110,3.570232
8111,3.570009
8112,3.570232
8113,3.570098
8114,3.570545
8115,3.570992
8116,3.570143
8117,3.569651
8118,3.568399
8119,3.570232
8120,3.56983
8121,3.570456
8122,3.568936
8123,3.569025
8124,3.569383
8125,3.569741
8126,3.568489
8127,3.568578
8128,3.567907
8129,3.56755
8130,3.567371
8131,3.570188
8132,3.569651
8133,3.569606
8134,3.569606
8135,3.569472
8136,3.569338
8137,3.567773
8138,3.568846
8139,3.567729
8140,3.56983
8141,3.567147
8142,3.570769
8143,3.569293
8144,3.569338
8145,3.569249
8146,3.5686675
8147,3.568086
8148,3.566432
8149,3.567281
8150,3.56585
8151,3.568667
8152,3.566968
8153,3.568801
8154,3.568041
8155,3.568533
8156,3.566342
8157,3.5667
8158,3.567058
8159,3.566834
8160,3.566745
8161,3.566164
8162,3.566879
8163,3.568265
8164,3.56831
8165,3.5684665
8166,3.568623
8167,3.5682205
8168,3.567818
8169,3.565225
8170,3.565672
8171,3.565359
8172,3.567326
8173,3.565582
8174,3.565895
8175,3.567684
8176,3.566745
8177,3.566342
8178,3.5665435
8179,3.566745
8180,3.566387
8181,3.565761
8182,3.566611
8183,3.564286
8184,3.566119
8185,3.567192
8186,3.56679
8187,3.567281
8188,3.566432
8189,3.5658955
8190,3.565359
8191,3.565985
8192,3.56603
8193,3.565001
8194,3.565403
8195,3.565001
8196,3.567058
8197,3.566164
8200,3.565493
8201,3.564062
8202,3.562676
8203,3.563391
8204,3.565225
8205,3.564822
8206,3.565001
8207,3.56603
8208,3.563883
8209,3.565135
8210,3.565314
8211,3.565493
8212,3.564196
8213,3.563973
8214,3.56442
8215,3.563079
8216,3.563615
8217,3.565493
8218,3.564867
8219,3.565493
8220,3.5652245000000002
8221,3.564956
8222,3.566164
8223,3.562676
8224,3.56442
8225,3.5640175000000003
8226,3.563615
8227,3.562944
8228,3.563794
8229,3.564286
8230,3.564554
8231,3.563861
8232,3.563168
8233,3.56281
8234,3.562006
8235,3.561648
8236,3.562766
8237,3.563883
8238,3.563034
8239,3.563168
8240,3.565225
8241,3.563615
8242,3.563727
8243,3.563839
8244,3.56281
8245,3.56281
8246,3.561469
8247,3.562453
8248,3.561558
8249,3.564733
8250,3.563123
8251,3.563794
8252,3.562721
8253,3.562922
8254,3.563123
8255,3.561961
8256,3.562631
8257,3.563839
8258,3.562453
8259,3.561022
8260,3.563079
8261,3.562766
8262,3.561916
8263,3.5614915
8264,3.561067
8265,3.560977
8266,3.560575
8267,3.560038
8268,3.561961
8269,3.560307
8270,3.560664
8271,3.561514
8272,3.56129
8273,3.561603
8274,3.5609995
8275,3.560396
8276,3.559949
8277,3.561111
8278,3.55968
8279,3.559636
8280,3.55977
8281,3.559904
8282,3.561648
8283,3.560843
8284,3.561067
8285,3.561268
8286,3.561469
8287,3.561469
8288,3.559725
8289,3.560172
8290,3.560754
8291,3.559859
8292,3.560664
8293,3.560754
8294,3.560083
8295,3.5604630000000004
8296,3.560843
8297,3.560619
8298,3.558697
8299,3.55825
8300,3.558786
8301,3.559144
8302,3.560709
8303,3.560664
8304,3.561111
8305,3.560843
8306,3.5622290000000003
8307,3.563615
8308,3.559859
8309,3.560798
8310,3.558742
8311,3.560575
8312,3.559725
8313,3.559837
8314,3.559949
8315,3.561245
8316,3.560038
8317,3.5603285
8318,3.560619
8319,3.558786
8320,3.55968
8321,3.55892
8322,3.558384
8323,3.559859
8324,3.56053
8325,3.558429
8326,3.559859
8327,3.559837
8328,3.559815
8329,3.55901
8330,3.558339
8331,3.55901
8332,3.559949
8333,3.559189
8334,3.557579
8335,3.559233
8336,3.561022
8337,3.559412
8338,3.559032
8339,3.558652
8340,3.55749
8341,3.557534
8342,3.557937
8343,3.558295
8344,3.557758
8345,3.559055
8346,3.558608
8347,3.558295
8348,3.5586525
8349,3.55901
8350,3.557266
8351,3.558116
8352,3.558071
8353,3.558786
8354,3.557311
8355,3.557892
8356,3.557937
8357,3.559233
8358,3.557624
8359,3.5582275
8360,3.558831
8361,3.55673
8362,3.556327
8363,3.5574
8364,3.556864
8365,3.558205
8366,3.559055
8367,3.557981
8368,3.560441
8369,3.558026
8370,3.558697
8371,3.559368
8372,3.557221
8373,3.556506
8374,3.5574
8375,3.556283
8376,3.558339
8377,3.55825
8378,3.559144
8379,3.558205
8380,3.5584284999999998
8381,3.558652
8382,3.557132
8383,3.554584
8384,3.557579
8385,3.55664
8386,3.555746
8387,3.557892
8388,3.5574
8389,3.557177
8390,3.558518
8391,3.5582494999999996
8392,3.557981
8393,3.555522
8394,3.555433
8395,3.555075
8396,3.555925
8397,3.55664
8398,3.556774
8399,3.557132
8400,3.556283
8401,3.556864
8402,3.5570205
8403,3.557177
8404,3.555746
8405,3.554271
8406,3.555657
8407,3.555388
8408,3.558339
8409,3.556908
8410,3.556461
8413,3.556417
8414,3.556283
8415,3.554405
8416,3.55512
8417,3.554584
8418,3.555724
8419,3.556864
8420,3.557132
8421,3.556104
8422,3.555657
8425,3.554941
8426,3.554762
8427,3.554226
8428,3.553645
8429,3.555835
8430,3.555969
8431,3.555522
8432,3.55512
8433,3.555567
8434,3.555634
8435,3.555701
8436,3.553332
8437,3.554405
8438,3.554449
8439,3.553645
8440,3.55351
8441,3.556372
8442,3.556327
8443,3.555746
8444,3.555165
8445,3.554427
8446,3.553689
8447,3.555388
8448,3.552572
8449,3.552393
8450,3.552169
8451,3.553421
8452,3.554271
8453,3.556104
8454,3.554181
8455,3.553779
8456,3.5547180000000003
8457,3.555657
8458,3.553555
8459,3.552616
8460,3.553466
8461,3.553242
8462,3.553689
8463,3.553779
8464,3.554226
8465,3.555254
8466,3.554271
8467,3.5541590000000003
8468,3.554047
8469,3.552437
8470,3.552303
8471,3.552706
8472,3.552169
8473,3.553197
8474,3.552974
8475,3.554718
8476,3.553645
8477,3.552527
8478,3.552862
8479,3.553197
8480,3.551186
8481,3.55199
8482,3.551767
8483,3.551051
8484,3.552035
8485,3.552437
8486,3.554002
8487,3.552303
8488,3.551588
8489,3.550873
8490,3.550649
8491,3.551051
8492,3.550604
8493,3.551409
8494,3.551498
8495,3.553332
8496,3.553108
8497,3.552437
8498,3.551767
8499,3.5520575
8500,3.552348
8501,3.549889
8502,3.551454
8503,3.55047
8504,3.551141
8505,3.551767
8506,3.553734
8507,3.55047
8508,3.552482
8509,3.553153
8510,3.55208
8511,3.551007
8512,3.549621
8513,3.549934
8514,3.549352
8515,3.550917
8516,3.549039
8517,3.551186
8518,3.552527
8519,3.551543
8520,3.551811
8521,3.551789
8522,3.551767
8523,3.551811
8524,3.550358
8525,3.548905
8526,3.54895
8527,3.551051
8528,3.55123
8529,3.550068
8530,3.551141
8531,3.5509174999999997
8532,3.550694
8533,3.549084
8534,3.549084
8535,3.549978
8536,3.550068
8537,3.548682
8538,3.550157
8539,3.551722
8540,3.550917
8541,3.549621
8542,3.5499785
8543,3.550336
8544,3.548145
8545,3.548458
8546,3.548682
8547,3.547787
8548,3.54895
8549,3.550068
8550,3.550202
8551,3.551364
8552,3.550112
8553,3.550694
8554,3.550381
8555,3.550068
8556,3.54819
8557,3.54819
8558,3.549129
8559,3.547922
8560,3.549397
8561,3.550381
8562,3.550336
8563,3.54971
8564,3.5492179999999998
8565,3.548726
8566,3.548279
8567,3.545105
8568,3.547787
8569,3.548011
8570,3.547877
8571,3.549263
8572,3.548771
8573,3.549665
8574,3.548503
8575,3.5491735
8576,3.549844
8577,3.547475
8578,3.548279
8579,3.548279
8580,3.546983
8581,3.547787
8582,3.549442
8583,3.549218
8584,3.548235
8585,3.547609
8586,3.548257
8587,3.548905
8588,3.546759
8589,3.547251
8590,3.547385
8591,3.546983
8592,3.547117
8593,3.548861
8594,3.547787
8595,3.548145
8596,3.548078
8597,3.548011
8598,3.546983
8599,3.545641
8600,3.547162
8601,3.547519
8602,3.546088
8603,3.5471835
8604,3.548279
8605,3.547743
8606,3.547564
8607,3.5477875
8608,3.548011
8609,3.545686
8610,3.546357
8611,3.545731
8612,3.545686
8613,3.545552
8614,3.546223
8615,3.546446
8616,3.54582
8617,3.546088
8618,3.5464235000000004
8619,3.546759
8620,3.545641
8621,3.544926
8622,3.545507
8623,3.544613
8624,3.544524
8625,3.546804
8626,3.546715
8627,3.546044
8628,3.5467815
8629,3.547519
8630,3.544524
8631,3.544568
8632,3.544658
8633,3.544434
8634,3.54582
8635,3.546402
8636,3.546625
8637,3.546804
8638,3.546491
8639,3.5460215
8640,3.545552
8641,3.544837
8642,3.5443675
8643,3.543898
8644,3.544166
8645,3.543406
8646,3.545865
8647,3.545418
8648,3.546044
8649,3.544345
8650,3.5445015
