Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
3.801476,7.498414,28.503069,0.50719,127,61
3.802012,7.497805,28.510931,0.506988,129,62
3.800179,7.498303,28.489704,0.50666,131,63
3.80085,7.498422,28.509077,0.507044,133,64
3.800894,7.498374,28.500095,0.507019,135,65
3.800536,7.498532,28.4957,0.506883,137,66
3.800179,7.498691,28.491304,0.506747,139,67
3.799374,7.498596,28.488617,0.506341,141,68
3.798972,7.498596,28.487589,0.506483,143,69
3.795931,7.498414,28.464399,0.506201,145,70
3.795037,7.498351,28.451185,0.506191,147,71
3.794098,7.498762,28.456964,0.506213,149,72
3.79459,7.498137,28.44063,0.506016,152,73
3.791058,7.498659,28.440315,0.505824,154,74
3.794277,7.498549,28.455444,0.506146,156,75
3.794948,7.498857,28.452301,0.505974,158,76
3.794322,7.498731,28.448165,0.505893,160,77
3.793696,7.498604,28.444029,0.505811,162,78
3.792623,7.498975,28.443295,0.505889,164,79
3.791281,7.498256,28.439545,0.505605,166,80
3.789493,7.498121,28.403578,0.505497,168,81
3.787749,7.497987,28.397802,0.50497,170,82
3.786676,7.497449,28.392391,0.504929,172,83
3.784933,7.498026,28.383661,0.504874,174,84
3.786095,7.4979,28.380568,0.504694,177,85
3.786319,7.498398,28.406237,0.505279,179,86
3.786855,7.498295,28.396669,0.505122,181,87
3.787146,7.498102,28.395392,0.505108,183,88
3.787436,7.497908,28.394114,0.505094,185,89
3.785782,7.498311,28.394768,0.504828,187,90
3.786006,7.498208,28.389248,0.504634,189,91
3.78605,7.498295,28.363935,0.504623,191,92
3.782742,7.498469,28.370304,0.504458,193,93
3.781982,7.497868,28.358057,0.504374,195,94
3.782831,7.498359,28.359816,0.504528,197,95
3.780506,7.499134,28.342901,0.504244,199,96
3.779925,7.4982,28.364113,0.504429,202,97
3.782563,7.498667,28.357008,0.504425,204,98
3.781758,7.498644,28.356042,0.504382,206,99
3.780953,7.49862,28.355076,0.50434,208,100
3.780908,7.498639,28.355636,0.504287,210,101
3.780864,7.498659,28.356195,0.504233,212,102
3.780819,7.498311,28.330811,0.50393,214,103
3.776974,7.497963,28.334118,0.503888,216,104
3.777958,7.498691,28.321598,0.503767,218,105
3.777689,7.498018,28.321541,0.503837,220,106
3.776706,7.497979,28.330645,0.503655,222,107
3.77836,7.498295,28.328463,0.50379,224,108
3.777466,7.498359,28.334066,0.50378,227,109
3.777265,7.498248,28.332295,0.503829,229,110
3.777064,7.498137,28.330524,0.503879,231,111
3.776527,7.49858,28.316515,0.503574,233,112
3.777019,7.498723,28.319519,0.50372,235,113
3.776169,7.497963,28.303497,0.503319,237,114
3.775275,7.497837,28.303879,0.503385,239,115
3.77295,7.498177,28.298506,0.503402,241,116
3.77371,7.497971,28.293526,0.503183,243,117
3.773353,7.497923,28.284494,0.502998,245,118
3.77532,7.497694,28.305302,0.503271,247,119
3.773621,7.498137,28.300627,0.503375,249,120
3.773778,7.49818,28.29087,0.503305,252,121
3.773934,7.498224,28.281113,0.503235,254,122
3.773576,7.49828,28.283825,0.503342,256,123
3.773889,7.498501,28.28039,0.503057,258,124
3.770804,7.497781,28.270288,0.502779,260,125
3.769731,7.49877,28.263844,0.502825,262,126
3.769016,7.498113,28.273632,0.502823,264,127
3.769597,7.498177,28.258368,0.502879,266,128
3.769373,7.498335,28.26712,0.502718,268,129
3.770402,7.498026,28.261684,0.502704,270,130
3.770357,7.498785,28.271652,0.502756,272,131
3.770044,7.498438,28.267548,0.502722,274,132
3.769731,7.49809,28.263443,0.502688,277,133
3.768524,7.498295,28.268637,0.502746,279,134
3.768837,7.497971,28.23657,0.502409,281,135
3.764902,7.498295,28.236837,0.502103,283,136
3.765036,7.49786,28.232391,0.502251,285,137
3.765081,7.497805,28.226061,0.5021,287,138
3.763784,7.497678,28.225313,0.502171,289,139
3.763784,7.49843,28.21582,0.502125,291,140
3.764724,7.498129,28.238209,0.502199,293,141
3.76564,7.498264,28.237591,0.502207,295,142
3.766557,7.498398,28.236973,0.502216,297,143
3.76526,7.498319,28.231205,0.502144,299,144
3.765618,7.498604,28.248043,0.502233,302,145
3.7645,7.497742,28.20462,0.501778,304,146
3.762041,7.498525,28.204603,0.501836,306,147
3.760029,7.498406,28.207346,0.501779,308,148
3.762309,7.49748,28.206036,0.501611,310,149
3.761415,7.498477,28.204782,0.501635,312,150
3.761013,7.498952,28.215084,0.501803,314,151
3.763248,7.497781,28.216417,0.501747,316,152
3.763315,7.49856,28.213368,0.501707,318,153
3.763382,7.49934,28.21032,0.501666,320,154
3.76222,7.498659,28.202085,0.501618,322,155
3.76061,7.498659,28.207186,0.501604,324,156
3.759984,7.497868,28.182131,0.501422,327,157
3.759582,7.498177,28.186483,0.501318,329,158
3.758062,7.498018,28.17794,0.501095,331,159
3.758464,7.498066,28.184065,0.501262,333,160
3.756765,7.497884,28.175299,0.501128,335,161
3.758687,7.498888,28.186565,0.501392,337,162
3.758464,7.498675,28.184,0.501271,339,163
3.758665,7.49852,28.181334,0.501351,341,164
3.758866,7.498366,28.178669,0.50143,343,165
3.758643,7.499276,28.171432,0.501025,345,166
3.757927,7.49809,28.170002,0.501106,347,167
3.754977,7.499047,28.164774,0.50089,349,168
3.75529,7.498287,28.167995,0.500729,352,169
3.754977,7.498026,28.139433,0.500699,354,170
3.75292,7.498287,28.149755,0.500815,356,171
3.754306,7.498398,28.14925,0.50076,358,172
3.756362,7.49862,28.163858,0.500889,360,173
3.756318,7.498528,28.158436,0.500914,361,174
3.756273,7.498437,28.153015,0.500939,362,175
3.75529,7.49843,28.160509,0.500777,366,176
3.755737,7.498311,28.14695,0.500638,368,177
3.755245,7.497686,28.148527,0.500723,370,178
3.752741,7.498611,28.129293,0.500358,372,179
3.752428,7.498406,28.132467,0.500295,374,180
3.750148,7.497583,28.120029,0.500225,377,181
3.749567,7.49786,28.13139,0.500222,379,182
3.751534,7.499181,28.144749,0.500502,381,183
3.752383,7.498572,28.140146,0.500402,383,184
3.75169,7.498106,28.1339,0.500405,385,185
3.750997,7.497639,28.127653,0.500408,387,186
3.751355,7.498477,28.123697,0.500208,389,187
3.751936,7.498738,28.134314,0.500245,391,188
3.750237,7.498841,28.117552,0.499947,393,189
3.74903,7.498461,28.097851,0.499926,395,190
3.747644,7.498628,28.10429,0.49988,397,191
3.747823,7.497694,28.108538,0.500006,399,192
3.746392,7.498517,28.105211,0.499819,402,193
3.747241,7.497884,28.089401,0.499799,404,194
3.748449,7.498659,28.100725,0.499862,406,195
3.748404,7.498434,28.105348,0.499882,408,196
3.748359,7.498208,28.109972,0.499902,410,197
3.748717,7.498311,28.108957,0.499864,412,198
3.747599,7.498628,28.101379,0.499745,414,199
3.746124,7.49858,28.096407,0.499719,416,200
3.74514,7.498011,28.076431,0.499418,418,201
3.744961,7.499221,28.083498,0.49943,420,202
3.744961,7.497291,28.073349,0.499366,422,203
3.743262,7.497718,28.070719,0.499466,424,204
3.74277,7.49756,28.076763,0.499478,427,205
3.743978,7.498216,28.080982,0.499412,429,206
3.744738,7.498176,28.083501,0.499454,431,207
3.745498,7.498137,28.086021,0.499495,433,208
3.743486,7.498802,28.073837,0.499274,435,209
3.743352,7.498263,28.074694,0.499313,437,210
3.745543,7.497884,28.056034,0.49905,439,211
3.74277,7.49809,28.055811,0.499076,441,212
3.74058,7.497931,28.058216,0.499119,443,213
3.741161,7.497663,28.046629,0.498949,445,214
3.740311,7.497678,28.051905,0.498926,447,215
3.74277,7.498564,28.054125,0.49898,449,216
3.743352,7.498501,28.046965,0.499081,451,217
3.742547,7.498378,28.049568,0.498941,454,218
3.741742,7.498256,28.052172,0.498801,456,219
3.741116,7.498549,28.046293,0.498823,458,220
3.741698,7.497235,28.048048,0.498559,460,221
3.738076,7.497749,28.03957,0.498638,462,222
3.737584,7.496911,28.026104,0.498543,464,223
3.737048,7.497939,28.025785,0.49857,466,224
3.73584,7.498319,28.023676,0.49856,468,225
3.736735,7.497663,28.022602,0.498389,470,226
3.739015,7.498699,28.04376,0.498602,472,227
3.738255,7.498706,28.038987,0.498615,474,228
3.737495,7.498714,28.034214,0.498628,476,229
3.738165,7.49964,28.027559,0.49861,479,230
3.738612,7.49854,28.023546,0.498398,481,231
3.737897,7.49748,28.015135,0.497974,483,232
3.736288,7.497837,28.017828,0.498229,485,233
3.736422,7.497718,28.000456,0.49806,487,234
3.735125,7.497725,28.000671,0.49813,489,235
3.733918,7.498018,27.994804,0.497963,491,236
3.733784,7.497955,27.992405,0.498036,493,237
3.736332,7.498248,28.005577,0.498049,495,238
3.735974,7.49828,28.008177,0.498131,496,239
3.735617,7.498311,28.010777,0.498212,497,240
3.735036,7.498794,28.006458,0.498039,501,241
3.734588,7.498588,28.000494,0.49822,504,242
3.733426,7.497568,27.988798,0.497801,506,243
3.732085,7.497678,27.988647,0.497815,508,244
3.731414,7.498042,27.970987,0.497719,510,245
3.730475,7.498074,27.973368,0.497618,512,246
3.731369,7.498066,27.972719,0.497548,514,247
3.730028,7.498485,27.968967,0.497554,516,248
3.731503,7.498611,27.983109,0.497489,518,249
3.731205,7.498564,27.979965,0.497519,520,250
3.730907,7.498516,27.976821,0.49755,522,251
3.730609,7.498469,27.973677,0.49758,524,252
3.730967,7.498643,27.968365,0.497459,526,253
3.731056,7.498454,27.960112,0.497175,529,254
3.729313,7.497955,27.965458,0.497207,531,255
3.727569,7.497742,27.951256,0.49712,533,256
3.727166,7.497425,27.947626,0.49717,535,257
3.72587,7.498351,27.937492,0.49694,537,258
3.727793,7.498208,27.929094,0.49715,539,259
3.727748,7.498366,27.948847,0.497276,541,260
3.727614,7.498564,27.9512,0.497188,543,261
3.727479,7.498762,27.953552,0.497099,545,262
3.727301,7.498153,27.952501,0.497172,547,263
3.728016,7.498058,27.947519,0.497137,549,264
3.726764,7.498699,27.926882,0.496757,551,265
3.724126,7.498003,27.910513,0.496632,554,266
3.724305,7.497362,27.923725,0.496659,556,267
3.72502,7.497797,27.926395,0.496751,558,268
3.723277,7.497734,27.920227,0.496679,560,269
3.724126,7.497765,27.925407,0.49675,562,270
3.723634,7.498809,27.913618,0.496765,564,271
3.72379,7.498477,27.916111,0.496661,566,272
3.723947,7.498145,27.918604,0.496557,568,273
3.72283,7.498525,27.911446,0.496394,570,274
3.722785,7.498026,27.90819,0.496588,572,275
3.720505,7.498129,27.897581,0.496366,574,276
3.720907,7.49752,27.89996,0.496344,576,277
3.720773,7.497599,27.899836,0.496169,579,278
3.720996,7.498263,27.896446,0.496174,581,279
3.7197,7.49809,27.896065,0.49615,583,280
3.718672,7.49737,27.885477,0.496439,585,281
3.720505,7.49828,27.898125,0.496171,587,282
3.719633,7.498544,27.901044,0.496178,588,283
3.718761,7.498809,27.903963,0.496184,589,284
3.719744,7.498833,27.895372,0.496076,593,285
3.720236,7.498437,27.895695,0.49604,595,286
3.717643,7.497401,27.88179,0.495798,597,287
3.715989,7.4979,27.871557,0.495545,599,288
3.716436,7.49877,27.864683,0.495678,601,289
3.716302,7.498074,27.853502,0.495725,604,290
3.715989,7.497797,27.863417,0.495686,606,291
3.716033,7.497623,27.867092,0.495868,608,292
3.718582,7.498469,27.874157,0.495871,610,293
3.716391,7.498145,27.87705,0.495631,612,294
3.716704,7.498022,27.874056,0.495656,614,295
3.717017,7.4979,27.871063,0.495681,616,296
3.71581,7.498058,27.872272,0.495657,618,297
3.717107,7.498319,27.862801,0.495759,620,298
3.714513,7.497781,27.857149,0.495447,622,299
3.713485,7.498058,27.848684,0.495184,624,300
3.713574,7.497742,27.845661,0.495167,626,301
3.712367,7.497844,27.853008,0.495427,629,302
3.712591,7.498074,27.840288,0.495285,631,303
3.714469,7.497805,27.846302,0.495355,633,304
3.713127,7.498026,27.84963,0.49531,635,305
3.71335,7.497702,27.84327,0.495197,637,306
3.713574,7.497378,27.83691,0.495084,639,307
3.71353,7.497797,27.840342,0.49513,641,308
3.712099,7.498082,27.842957,0.495127,643,309
3.712904,7.497037,27.826143,0.494783,645,310
3.710042,7.497496,27.824909,0.494933,647,311
3.711294,7.498026,27.833193,0.495008,649,312
3.709461,7.497678,27.829617,0.494944,651,313
3.711205,7.498224,27.822659,0.49449,654,314
3.710937,7.498185,27.832596,0.495031,656,315
3.711205,7.498224,27.823637,0.495084,658,316
3.711138,7.498093,27.821426,0.494976,660,317
3.711071,7.497963,27.819216,0.494868,662,318
3.709774,7.498794,27.826115,0.49461,664,319
3.709372,7.497908,27.820541,0.494802,666,320
3.708075,7.49964,27.801689,0.494342,668,321
3.705348,7.498185,27.793032,0.494499,670,322
3.707136,7.497947,27.795658,0.494304,672,323
3.706465,7.49824,27.774218,0.494073,674,324
3.706957,7.497678,27.791718,0.494536,676,325
3.707404,7.499078,27.7952,0.494397,679,326
3.706756,7.498766,27.796138,0.494402,680,327
3.706108,7.498454,27.797075,0.494407,681,328
3.706465,7.498596,27.7941,0.494344,685,329
3.705705,7.498414,27.792873,0.494428,687,330
3.70727,7.498106,27.787809,0.493976,689,331
3.703112,7.498485,27.773582,0.493767,691,332
3.703693,7.499007,27.77622,0.493883,693,333
3.70338,7.499189,27.77191,0.493927,695,334
3.703693,7.498185,27.759829,0.493944,697,335
3.702799,7.499205,27.767353,0.494042,699,336
3.704453,7.498082,27.76923,0.493947,701,337
3.703626,7.498438,27.771544,0.49396,704,338
3.702799,7.498794,27.773857,0.493974,706,339
3.703962,7.499189,27.77071,0.493983,708,340
3.702933,7.498897,27.771383,0.493833,710,341
3.70262,7.49828,27.755123,0.493578,712,342
3.699804,7.498319,27.747625,0.493581,714,343
3.699357,7.498912,27.749544,0.493548,716,344
3.700787,7.498517,27.741648,0.493349,718,345
3.699848,7.497931,27.745811,0.493239,720,346
3.700608,7.498525,27.744593,0.493535,722,347
3.700653,7.49839,27.753555,0.493568,724,348
3.70063,7.498481,27.750392,0.493474,726,349
3.700608,7.498572,27.747229,0.49338,729,350
3.699759,7.499149,27.736023,0.493219,731,351
3.698596,7.498295,27.726553,0.493143,733,352
3.697076,7.498224,27.71557,0.4929,735,353
3.695869,7.498256,27.715658,0.493098,737,354
3.695824,7.498018,27.713715,0.493033,739,355
3.695199,7.498113,27.713621,0.492886,741,356
3.69417,7.49858,27.700008,0.492757,743,357
3.695288,7.49979,27.724737,0.493014,745,358
3.696473,7.499026,27.72121,0.49296,746,359
3.697658,7.498263,27.717682,0.492905,747,360
3.696674,7.498825,27.713755,0.492917,751,361
3.695646,7.499149,27.715553,0.492838,754,362
3.694707,7.499094,27.702211,0.492514,756,363
3.691979,7.498785,27.685076,0.492355,758,364
3.692605,7.497813,27.690384,0.492503,760,365
3.691532,7.498366,27.683008,0.492254,762,366
3.692382,7.49926,27.683275,0.49229,764,367
3.690727,7.498192,27.681671,0.492384,766,368
3.693008,7.498897,27.699387,0.492516,768,369
3.693276,7.498873,27.694394,0.492428,770,370
3.693544,7.498849,27.689402,0.492339,772,371
3.690146,7.499292,27.677084,0.492336,774,372
3.691935,7.498762,27.685087,0.492372,776,373
3.691085,7.498295,27.66857,0.49187,779,374
3.689476,7.498936,27.658945,0.49212,781,375
3.687732,7.498208,27.662212,0.491959,783,376
3.688894,7.498659,27.66008,0.491971,785,377
3.689341,7.499213,27.649443,0.491841,787,378
3.687866,7.498382,27.672287,0.492275,789,379
3.689923,7.498263,27.664907,0.4922,791,380
3.689654,7.498587,27.669888,0.492127,793,381
3.689386,7.498912,27.674868,0.492054,795,382
3.688447,7.498058,27.662983,0.492115,797,383
3.689162,7.497884,27.650621,0.491749,799,384
3.688581,7.497781,27.63711,0.491606,801,385
3.686212,7.498319,27.637358,0.491593,804,386
3.686346,7.498485,27.641672,0.491649,806,387
3.68487,7.498003,27.64179,0.491484,808,388
3.684378,7.498533,27.631601,0.491413,810,389
3.685809,7.498121,27.633757,0.49154,812,390
3.68639,7.499292,27.648232,0.491703,814,391
3.68601,7.498995,27.642286,0.491678,816,392
3.68563,7.498699,27.636339,0.491654,818,393
3.686122,7.498596,27.633087,0.491583,820,394
3.684826,7.49945,27.640274,0.491481,822,395
3.685854,7.499426,27.612665,0.491278,824,396
3.681606,7.498525,27.613993,0.491238,826,397
3.683037,7.499252,27.616774,0.491025,829,398
3.682143,7.497607,27.613499,0.491059,831,399
3.681606,7.498596,27.603106,0.491087,833,400
3.682635,7.499569,27.61039,0.491078,835,401
3.682903,7.498224,27.61507,0.491027,837,402
3.68335,7.498671,27.613589,0.491059,839,403
3.683797,7.499118,27.612108,0.491091,841,404
3.681427,7.499521,27.617241,0.491109,843,405
3.682054,7.498746,27.61405,0.49103,845,406
3.68098,7.50013,27.589813,0.490655,847,407
3.678834,7.498809,27.589373,0.490764,849,408
3.679326,7.499094,27.580864,0.490606,851,409
3.679058,7.497868,27.590391,0.490583,854,410
3.678477,7.498303,27.589804,0.490518,856,411
3.679371,7.499347,27.603914,0.490637,858,412
3.679013,7.498461,27.585455,0.490601,860,413
3.67946,7.498465,27.583804,0.490538,862,414
3.679907,7.498469,27.582153,0.490475,864,415
3.677448,7.498888,27.575285,0.490469,866,416
3.677851,7.499474,27.579643,0.490232,868,417
3.67566,7.498762,27.556446,0.490247,870,418
3.675615,7.498256,27.555527,0.49017,872,419
3.674587,7.498983,27.559517,0.490104,874,420
3.674453,7.498817,27.555445,0.490214,876,421
3.674497,7.497663,27.56036,0.490184,878,422
3.675079,7.499363,27.563562,0.490239,881,423
3.674922,7.499406,27.558277,0.49018,883,424
3.674766,7.49945,27.552992,0.490122,885,425
3.6749,7.498287,27.558369,0.490046,887,426
3.674632,7.498785,27.565844,0.489982,889,427
3.672754,7.498991,27.544296,0.489864,891,428
3.672843,7.498968,27.545691,0.489586,893,429
3.672977,7.498888,27.522989,0.489527,895,430
3.671189,7.499142,27.525021,0.489496,897,431
3.671055,7.498097,27.520979,0.489665,899,432
3.670473,7.49854,27.517796,0.489467,901,433
3.671368,7.499181,27.535162,0.489497,903,434
3.671278,7.499154,27.532292,0.489554,904,435
3.671189,7.499126,27.529421,0.48961,906,436
3.670608,7.498382,27.529226,0.489547,910,437
3.668909,7.498611,27.511808,0.489293,912,438
3.670697,7.499537,27.512161,0.489206,914,439
3.667075,7.499323,27.492462,0.489069,916,440
3.665868,7.49892,27.504745,0.488847,918,441
3.667165,7.499474,27.495323,0.489028,920,442
3.665779,7.498723,27.49284,0.488853,922,443
3.665645,7.498762,27.497129,0.488806,924,444
3.667031,7.499047,27.511143,0.489075,926,445
3.668193,7.498833,27.50466,0.488913,928,446
3.667008,7.498818,27.50189,0.488927,930,447
3.665823,7.498802,27.499119,0.488941,933,448
3.666852,7.498437,27.493166,0.488785,935,449
3.664818,7.49852,27.483322,0.488688,937,450
3.662783,7.498604,27.473478,0.48859,939,451
3.66323,7.498549,27.461777,0.488478,941,452
3.662291,7.49888,27.457869,0.488459,943,453
3.662202,7.498746,27.466074,0.488377,945,454
3.662023,7.499189,27.466679,0.488551,947,455
3.664169,7.499592,27.466661,0.488178,949,456
3.663118,7.499316,27.46523,0.488238,951,457
3.662068,7.499039,27.4638,0.488298,953,458
3.662694,7.499964,27.459784,0.488327,956,459
3.662515,7.498517,27.464294,0.488311,958,460
3.661308,7.498991,27.445082,0.487995,960,461
3.659609,7.498366,27.429632,0.487906,962,462
3.658089,7.49873,27.426971,0.487827,964,463
3.65706,7.499671,27.432251,0.487808,966,464
3.658849,7.498833,27.433119,0.487772,968,465
3.6563,7.497908,27.430252,0.48792,970,466
3.657776,7.499244,27.428717,0.487924,972,467
3.657977,7.499264,27.42717,0.487804,974,468
3.658178,7.499284,27.425623,0.487685,976,469
3.658312,7.498746,27.429359,0.487657,978,470
3.656926,7.498303,27.417765,0.487631,981,471
3.656524,7.498106,27.417297,0.487324,983,472
3.655048,7.497718,27.404434,0.487366,985,473
3.654646,7.498168,27.389168,0.487216,987,474
3.654154,7.498936,27.392006,0.487032,989,475
3.652679,7.498382,27.396973,0.487154,991,476
3.652768,7.499316,27.40863,0.48743,993,477
3.654065,7.49911,27.395151,0.487281,995,478
3.653774,7.499379,27.397328,0.487155,997,479
3.653483,7.499648,27.399506,0.487028,999,480
3.652366,7.498897,27.394806,0.48702,1001,481
3.651874,7.498517,27.390537,0.4871,1003,482
3.651024,7.49854,27.361876,0.486685,1006,483
3.649191,7.49839,27.368233,0.486645,1008,484
3.649057,7.498137,27.363363,0.486502,1010,485
3.648073,7.498011,27.361731,0.486674,1012,486
3.647313,7.498635,27.358173,0.486464,1014,487
3.648386,7.49934,27.367794,0.486698,1016,488
3.649638,7.499189,27.369085,0.486648,1018,489
3.649012,7.499256,27.361948,0.486461,1020,490
3.648386,7.499323,27.354811,0.486274,1022,491
3.64852,7.498422,27.344072,0.486367,1024,492
3.647045,7.498224,27.349403,0.486143,1026,493
3.644988,7.49828,27.331034,0.485919,1028,494
3.646732,7.498501,27.326651,0.486017,1031,495
3.643647,7.49877,27.327116,0.485893,1033,496
3.643513,7.498699,27.321045,0.485915,1035,497
3.643513,7.498746,27.325956,0.485863,1037,498
3.643915,7.499015,27.334078,0.485937,1039,499
3.643267,7.499142,27.329662,0.48592,1041,500
3.642619,7.499268,27.325245,0.485904,1043,501
3.643133,7.499347,27.323424,0.485712,1045,502
3.643647,7.499426,27.321604,0.48552,1047,503
3.640026,7.499284,27.315592,0.485542,1049,504
3.640115,7.498675,27.279657,0.48541,1051,505
3.638952,7.498564,27.287914,0.485262,1053,506
3.640294,7.498319,27.292841,0.485248,1056,507
3.639086,7.498469,27.280731,0.485336,1058,508
3.638639,7.499047,27.293663,0.48533,1060,509
3.638282,7.499885,27.294865,0.485429,1062,510
3.638506,7.499264,27.284142,0.485263,1064,511
3.638729,7.498643,27.273418,0.485096,1066,512
3.637969,7.499759,27.289463,0.485257,1068,513
3.638103,7.498809,27.279533,0.4851,1070,514
3.636493,7.498485,27.249723,0.484887,1072,515
3.635823,7.498572,27.245422,0.484556,1074,516
3.633543,7.499284,27.25461,0.484535,1076,517
3.634079,7.498706,27.249405,0.484569,1078,518
3.633453,7.498556,27.241064,0.484647,1081,519
3.632559,7.499387,27.252455,0.484577,1083,520
3.635152,7.499205,27.263069,0.484755,1085,521
3.634414,7.499375,27.256133,0.48462,1087,522
3.633677,7.499545,27.249197,0.484485,1089,523
3.631888,7.498327,27.241369,0.484452,1091,524
3.632693,7.49949,27.22447,0.484298,1093,525
3.632022,7.499015,27.222467,0.484244,1095,526
3.629921,7.498762,27.204792,0.483968,1097,527
3.628803,7.499086,27.206722,0.483819,1099,528
3.62773,7.498746,27.208235,0.483889,1101,529
3.627909,7.499276,27.206465,0.483799,1103,530
3.626523,7.499244,27.20924,0.483954,1106,531
3.629563,7.499901,27.206085,0.483658,1108,532
3.629295,7.499518,27.208716,0.483754,1110,533
3.629027,7.499134,27.211348,0.483851,1112,534
3.626523,7.498952,27.206615,0.483757,1114,535
3.627417,7.499181,27.193445,0.483521,1116,536
3.623035,7.498762,27.167471,0.483204,1118,537
3.622767,7.498477,27.169939,0.483191,1120,538
3.623259,7.498683,27.161747,0.483033,1122,539
3.622141,7.498359,27.168158,0.482999,1124,540
3.621828,7.498849,27.16589,0.482971,1126,541
3.623438,7.499205,27.175779,0.483238,1128,542
3.622231,7.499553,27.171253,0.483018,1131,543
3.622164,7.499474,27.17363,0.483026,1133,544
3.622097,7.499395,27.176006,0.483035,1135,545
3.620979,7.499205,27.154903,0.483018,1137,546
3.620487,7.499292,27.155031,0.482914,1139,547
3.619682,7.498785,27.128416,0.482545,1141,548
3.618609,7.4979,27.135525,0.48259,1143,549
3.618877,7.498549,27.129597,0.482339,1145,550
3.617536,7.498999,27.122934,0.482282,1147,551
3.617625,7.499664,27.122433,0.482427,1149,552
3.618117,7.499134,27.136993,0.482552,1151,553
3.618162,7.49926,27.132795,0.48234,1153,554
3.617826,7.499486,27.129914,0.48233,1156,555
3.617491,7.499711,27.127033,0.482321,1158,556
3.616552,7.499228,27.122074,0.48237,1160,557
3.615658,7.499403,27.112755,0.481985,1162,558
3.612618,7.499118,27.093937,0.481813,1164,559
3.613467,7.499284,27.096573,0.481985,1166,560
3.612126,7.498802,27.092031,0.481765,1168,561
3.611724,7.499149,27.098047,0.481773,1170,562
3.6115,7.49862,27.093828,0.481856,1172,563
3.612305,7.499506,27.099125,0.481702,1174,564
3.612752,7.499478,27.098351,0.481806,1176,565
3.613199,7.49945,27.097576,0.48191,1178,566
3.61302,7.499379,27.097363,0.481895,1181,567
3.61007,7.49926,27.085392,0.481532,1183,568
3.610874,7.499861,27.075891,0.48137,1185,569
3.608594,7.49858,27.055172,0.481362,1187,570
