Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
3.994581,2.999426,11.982473,1.332041,105,127
3.993821,2.99939,11.978856,1.331813,106,128
3.993061,2.999354,11.97524,1.331585,107,129
3.991004,2.999853,11.975753,1.330425,108,130
3.990423,2.999014,11.968864,1.330257,109,131
3.989663,2.999188,11.969196,1.330966,109,132
3.99002,2.999489,11.966776,1.330209,110,133
3.988768,2.998983,11.96627,1.330083,111,134
3.990244,3.000438,11.972116,1.330362,112,135
3.99078,2.999932,11.972835,1.330108,113,136
3.989528,3.000312,11.97237,1.330247,114,137
3.98888,2.999984,11.970452,1.330048,114,138
3.988232,2.999655,11.968534,1.329849,114,139
3.989707,2.999568,11.965631,1.329231,116,140
3.987963,2.999283,11.966057,1.329563,117,141
3.986667,2.999892,11.954668,1.328951,118,142
3.986891,2.999426,11.95271,1.329084,119,143
3.986309,2.999647,11.955219,1.328887,119,144
3.985817,2.999268,11.961016,1.329646,120,145
3.987025,2.999497,11.964882,1.329207,121,146
3.985415,2.999331,11.953208,1.329126,122,147
3.98774,2.999354,11.95835,1.328952,123,148
3.986801,2.999453,11.957754,1.32908,124,149
3.985862,2.999552,11.957159,1.329207,124,150
3.986443,2.999631,11.953064,1.328653,125,151
3.983492,2.999346,11.943609,1.328184,126,152
3.983314,2.999378,11.945391,1.327983,127,153
3.982375,2.999457,11.944815,1.327727,128,154
3.982777,2.999062,11.945185,1.327468,129,155
3.98309,2.999869,11.948717,1.328055,129,156
3.982196,2.999679,11.948661,1.327939,130,157
3.982822,2.999758,11.949183,1.32789,131,158
3.983492,3.000209,11.952918,1.327566,132,159
3.982911,2.999876,11.94985,1.327786,133,160
3.98233,2.999544,11.946782,1.328006,134,161
3.983448,2.999789,11.940165,1.327194,134,162
3.980229,2.999528,11.935182,1.326705,135,163
3.980855,2.999386,11.934937,1.326481,136,164
3.979692,2.999544,11.93422,1.326587,137,165
3.97929,2.999616,11.936374,1.32658,138,166
3.978887,2.999687,11.938527,1.326573,139,167
3.979692,2.999869,11.941183,1.326915,139,168
3.978574,2.999782,11.935552,1.326321,140,169
3.977904,2.999861,11.939243,1.326683,141,170
3.978731,2.999726,11.936556,1.326605,142,171
3.979558,2.999592,11.933869,1.326526,143,172
3.978485,2.999101,11.928202,1.326115,144,173
3.976383,2.999291,11.922524,1.325644,144,174
3.975758,2.999663,11.923337,1.325375,145,175
3.97607,2.999497,11.922235,1.32495,146,176
3.976562,2.99956,11.922536,1.325236,147,177
3.975713,2.999465,11.93014,1.326378,148,178
3.976026,3.000011,11.933954,1.325788,149,179
3.977501,2.999813,11.933186,1.325725,149,180
3.975981,2.999829,11.931954,1.325537,150,181
3.976607,3.000066,11.93247,1.325547,151,182
3.977233,3.000304,11.932986,1.325557,152,183
3.974282,2.999418,11.920021,1.324713,153,184
3.973254,2.999362,11.913167,1.32473,154,185
3.973075,2.999141,11.916139,1.324779,154,186
3.973164,2.999323,11.914443,1.324905,155,187
3.972136,2.999268,11.914996,1.324167,156,188
3.974014,2.999687,11.921372,1.324897,157,189
3.972717,2.999702,11.922802,1.32499,158,190
3.974729,2.999908,11.920694,1.324738,159,191
3.973209,2.999892,11.917284,1.324848,159,192
3.973366,2.99967,11.918488,1.324748,160,193
3.973522,2.999449,11.919692,1.324648,161,194
3.972181,2.999386,11.910372,1.323984,162,195
3.97151,2.999702,11.911268,1.323621,163,196
3.970973,2.999315,11.910723,1.323842,164,197
3.971331,2.999426,11.906353,1.323594,164,198
3.969364,2.999528,11.912867,1.323458,165,199
3.97227,2.999948,11.91017,1.323575,166,200
3.972538,2.999734,11.910455,1.324352,167,201
3.970705,2.999845,11.913591,1.323748,168,202
3.971108,2.999987,11.911231,1.323633,169,203
3.970549,2.999999,11.908786,1.323394,170,204
3.96999,3.000011,11.906341,1.323155,170,205
3.968738,2.999513,11.902291,1.322859,171,206
3.968023,2.999268,11.905464,1.323068,172,207
3.96771,2.999252,11.905829,1.323401,173,208
3.968783,2.999291,11.903946,1.322701,174,209
3.968559,2.999639,11.904765,1.322502,174,210
3.970303,2.999995,11.914501,1.323257,175,211
3.968514,2.9999,11.907957,1.323147,176,212
3.967978,2.99941,11.906232,1.323311,177,213
3.968648,2.999924,11.906722,1.323286,178,214
3.969319,3.000438,11.907213,1.323261,178,215
3.970348,2.999805,11.903327,1.322578,179,216
3.965832,2.999078,11.895718,1.322537,180,217
3.965519,2.999418,11.895597,1.322103,181,218
3.965295,2.999378,11.894416,1.322846,182,219
3.966413,2.999971,11.895851,1.322402,183,220
3.966458,2.999908,11.900571,1.322542,184,221
3.968157,3.000153,11.901185,1.322149,184,222
3.967173,2.999813,11.89971,1.322329,185,223
3.965742,3.000106,11.89483,1.322385,186,224
3.966212,3.000122,11.895868,1.32209,187,225
3.966681,3.000138,11.896906,1.321794,188,226
3.966055,2.999615,11.891813,1.321396,189,227
3.963775,3.000248,11.894463,1.321286,189,228
3.964535,2.999956,11.895588,1.3214,190,229
3.964222,2.999481,11.890233,1.321567,191,230
3.962881,2.999418,11.890578,1.321224,192,231
3.963775,2.999687,11.886723,1.321638,193,232
3.965117,3.000264,11.894235,1.321787,194,233
3.96449,3.000367,11.894457,1.321386,194,234
3.964803,2.999695,11.890749,1.321269,195,235
3.96449,3.000035,11.89176,1.321364,196,236
3.964178,3.000375,11.89277,1.321458,197,237
3.964267,3.000446,11.883779,1.320777,198,238
3.960914,2.999726,11.883919,1.320699,199,239
3.962836,2.999655,11.883225,1.321224,199,240
3.961406,2.999805,11.880811,1.320965,200,241
3.9623,2.999505,11.881147,1.320198,201,242
3.961763,3.000153,11.888846,1.321048,202,243
3.962076,2.999592,11.887961,1.321179,203,244
3.963641,3.000019,11.892177,1.320914,204,245
3.962568,2.999394,11.887126,1.320919,204,246
3.962344,2.999734,11.888545,1.320785,205,247
3.962121,3.000074,11.889964,1.320651,206,248
3.962076,2.999346,11.88125,1.320482,207,249
3.959796,2.999441,11.878572,1.320531,208,250
3.960869,2.999497,11.876401,1.320218,209,251
3.961003,2.999283,11.875438,1.320015,209,252
3.95993,2.999726,11.878977,1.320002,210,253
3.959483,3.000161,11.887086,1.32062,211,254
3.961584,3.000066,11.886532,1.320237,212,255
3.96221,2.999497,11.878678,1.320001,213,256
3.96154,2.999702,11.881316,1.320453,214,257
3.961026,2.999786,11.881345,1.320399,214,258
3.960511,2.999869,11.881374,1.320345,215,259
3.959841,2.999259,11.871932,1.319708,216,260
3.957784,2.999457,11.874677,1.319932,217,261
3.959527,2.999441,11.86997,1.319817,218,262
3.958678,2.999244,11.877681,1.319835,219,263
3.95908,2.999568,11.873336,1.320034,219,264
3.958678,2.999734,11.87576,1.319859,220,265
3.959751,3.000391,11.878917,1.319771,221,266
3.960019,2.999473,11.87533,1.319579,222,267
3.95917,3.00009,11.878046,1.319626,223,268
3.958634,3.000086,11.878591,1.319814,224,269
3.958097,3.000082,11.879136,1.320001,224,270
3.959036,2.999813,11.87328,1.319605,225,271
3.956577,2.999647,11.867909,1.319241,226,272
3.956219,2.999172,11.865232,1.319335,227,273
3.956174,2.999813,11.867672,1.31893,228,274
3.956577,2.999402,11.864614,1.318498,229,275
3.957471,3.000343,11.876776,1.319602,229,276
3.957695,3.000375,11.870749,1.318605,230,277
3.957024,2.999892,11.870856,1.318962,231,278
3.958276,3.000161,11.873019,1.319497,232,279
3.957471,2.999928,11.874233,1.31907,233,280
3.956666,2.999695,11.875448,1.318642,234,281
3.954788,2.999014,11.864163,1.319066,234,282
3.955056,2.999837,11.865562,1.31857,235,283
3.956264,2.999576,11.860712,1.318205,236,284
3.954475,3.000066,11.861798,1.318917,237,285
3.954028,2.999995,11.861258,1.318338,238,286
3.95528,2.999782,11.866367,1.318212,239,287
3.955146,2.999687,11.867141,1.319086,239,288
3.956666,2.9999,11.8641,1.318865,240,289
3.955906,2.999876,11.866098,1.31886,241,290
3.956175,2.999848,11.866128,1.318506,242,291
3.956443,2.999821,11.866157,1.318151,243,292
3.954207,2.99971,11.860883,1.318866,244,293
3.953223,2.999576,11.859156,1.318097,244,294
3.952642,2.999592,11.854363,1.318016,245,295
3.953581,2.999157,11.859247,1.318256,246,296
3.951122,2.999204,11.851581,1.318339,247,297
3.953849,2.999584,11.859161,1.318419,248,298
3.954386,2.999647,11.860975,1.317925,249,299
3.954252,3.000691,11.862481,1.318259,249,300
3.954431,2.999663,11.862129,1.318377,250,301
3.953916,2.99945,11.862958,1.31822,251,302
3.953402,2.999236,11.863788,1.318063,252,303
3.95291,2.999631,11.857179,1.31766,253,304
3.952821,2.99956,11.85449,1.317178,254,305
3.953045,2.999473,11.850001,1.317287,254,306
3.950183,2.999094,11.851106,1.317779,255,307
3.952106,2.999457,11.851399,1.318327,256,308
3.952776,2.999766,11.859152,1.317734,257,309
3.952553,2.999845,11.85898,1.317661,258,310
3.952419,3.00024,11.856846,1.317387,259,311
3.952508,3.00026,11.857878,1.317455,260,312
3.952597,3.00028,11.858909,1.317522,260,313
3.952061,2.999956,11.849558,1.316901,261,314
3.949825,2.999085,11.84553,1.316983,262,315
3.951301,2.998904,11.848358,1.317094,263,316
3.950496,3.000343,11.848283,1.317442,264,317
3.950541,2.998793,11.848917,1.317178,264,318
3.952016,3.000264,11.856746,1.31752,265,319
3.950854,2.999924,11.852134,1.317623,266,320
3.952016,2.999702,11.857203,1.317567,267,321
3.951569,2.999481,11.855467,1.317192,268,322
3.95139,2.999248,11.853233,1.317382,268,323
3.951211,2.999014,11.850999,1.317571,269,324
3.950496,2.998896,11.844602,1.317147,270,325
3.948752,2.999346,11.847865,1.316805,271,326
3.948261,2.999228,11.848813,1.316767,272,327
3.950451,2.999362,11.849263,1.316769,273,328
3.951077,2.998872,11.846975,1.316566,274,329
3.951569,2.999022,11.851233,1.316889,274,330
3.950362,3.000074,11.844458,1.316958,275,331
3.949736,3.000011,11.850273,1.317057,276,332
3.950407,3.000114,11.846337,1.316988,277,333
3.950496,2.99979,11.848404,1.317096,278,334
3.950585,2.999465,11.850472,1.317204,279,335
3.950898,2.999449,11.841519,1.3167,279,336
3.948618,2.998912,11.842066,1.316398,280,337
3.947634,2.999244,11.845534,1.316261,281,338
3.947411,2.999275,11.840374,1.316104,282,339
3.948976,3.000011,11.843777,1.316401,283,340
3.947992,2.999141,11.843583,1.316068,284,341
3.949155,2.999244,11.845536,1.31647,284,342
3.94835,2.999624,11.846534,1.316637,285,343
3.948484,2.999774,11.843486,1.316244,286,344
3.948909,2.999675,11.846254,1.316326,287,345
3.949334,2.999576,11.849022,1.316408,288,346
3.94607,2.999196,11.838036,1.316264,289,347
3.946696,2.999331,11.838284,1.31587,289,348
3.948261,2.999568,11.838993,1.315618,290,349
3.946606,2.99922,11.837396,1.316134,291,350
3.946472,2.999054,11.835798,1.315719,292,351
3.948484,2.99922,11.841213,1.31644,293,352
3.947322,2.999473,11.842514,1.315955,294,353
3.947858,2.999505,11.83827,1.316302,294,354
3.948395,2.999758,11.838223,1.315655,295,355
3.94788,2.999576,11.838388,1.315647,296,356
3.947366,2.999394,11.838552,1.31564,297,357
3.946651,2.998287,11.833124,1.315363,298,358
3.945846,2.999157,11.831039,1.315341,299,359
3.944639,2.999141,11.837729,1.315279,299,360
3.944594,2.998856,11.833605,1.315858,300,361
3.945712,2.999299,11.833381,1.315422,301,362
3.947232,2.999354,11.836979,1.316202,302,363
3.946606,2.999252,11.836439,1.315356,303,364
3.946919,2.999505,11.839368,1.316044,304,365
3.945935,2.999331,11.835624,1.316222,304,366
3.946136,2.999648,11.839724,1.31599,305,367
3.946338,2.999964,11.843823,1.315759,306,368
3.945265,2.999426,11.83184,1.31585,307,369
3.944147,2.998722,11.830541,1.315111,308,370
3.945533,2.998872,11.827913,1.31558,309,371
3.944639,2.998516,11.832675,1.31572,309,372
3.944415,2.999631,11.83652,1.315376,310,373
3.947277,2.99937,11.836953,1.315774,311,374
3.944684,2.999655,11.834303,1.315588,312,375
3.946383,2.999165,11.836732,1.315171,313,376
3.945578,2.999327,11.834723,1.315134,314,377
3.944773,2.999489,11.832715,1.315098,314,378
3.946025,2.99941,11.824828,1.315094,315,379
3.943298,2.998793,11.825064,1.315223,316,380
3.94531,2.998793,11.826191,1.315238,317,381
3.943923,2.998983,11.827633,1.314806,318,382
3.942806,2.99888,11.825391,1.315083,319,383
3.943119,2.998801,11.83152,1.315179,319,384
3.945041,2.999228,11.828411,1.315529,320,385
3.943253,2.999892,11.831587,1.31512,321,386
3.94446,2.999386,11.828386,1.315093,322,387
3.944304,2.999303,11.82923,1.31501,323,388
3.944147,2.99922,11.830073,1.314927,324,389
3.943923,2.999346,11.823118,1.314418,324,390
3.941375,2.998461,11.817088,1.314588,325,391
3.942716,2.999631,11.821696,1.314411,326,392
3.941464,2.998825,11.818544,1.31476,327,393
3.940973,2.99854,11.816471,1.31399,328,394
3.942314,2.999449,11.825479,1.314524,329,395
3.942985,2.999528,11.833451,1.314568,329,396
3.943834,2.999592,11.828436,1.315019,330,397
3.942985,2.998848,11.824316,1.314259,331,398
3.943611,2.999339,11.824356,1.314369,332,399
3.944237,2.999829,11.824396,1.314479,333,400
3.942448,2.99907,11.820531,1.314265,334,401
3.941375,2.999188,11.818435,1.314193,334,402
3.939989,2.998832,11.819388,1.313685,335,403
3.940704,2.998603,11.819402,1.314334,336,404
3.941643,2.998832,11.824407,1.314339,337,405
3.942761,2.999655,11.824238,1.313719,338,406
3.942269,2.999521,11.823004,1.314538,339,407
3.943298,2.99922,11.8226,1.31407,339,408
3.942001,2.999259,11.82325,1.314694,340,409
3.941777,2.99935,11.822386,1.314434,341,410
3.941554,2.999441,11.821522,1.314173,342,411
3.938692,2.998698,11.820067,1.313702,343,412
3.940123,2.998912,11.815314,1.313823,344,413
3.939676,2.999228,11.812232,1.313765,344,414
3.939452,2.999228,11.814391,1.313637,345,415
3.93981,2.999133,11.818412,1.314315,346,416
3.941867,2.999528,11.823739,1.313725,347,417
3.940973,2.999718,11.81854,1.314498,348,418
3.941956,2.999268,11.819932,1.314062,349,419
3.940749,2.999521,11.820707,1.313916,349,420
3.941308,2.999193,11.820778,1.314084,350,421
3.941867,2.998864,11.820849,1.314251,351,422
3.939497,2.998912,11.810543,1.313512,352,423
3.938201,2.998698,11.810099,1.313467,353,424
3.93914,2.999094,11.811832,1.313075,354,425
3.939721,2.999038,11.808173,1.313243,354,426
3.938424,2.998706,11.81567,1.313618,355,427
3.938871,2.999418,11.820354,1.313493,356,428
3.938022,2.999687,11.817598,1.313229,357,429
3.939944,2.99937,11.81551,1.313116,358,430
3.940168,2.999141,11.8129,1.313522,359,431
3.940034,2.999323,11.814437,1.313709,360,432
3.9399,2.999505,11.815974,1.313895,360,433
3.937709,2.998967,11.811749,1.312676,361,434
3.937172,2.998983,11.809671,1.313072,362,435
3.936949,2.999244,11.807637,1.312664,363,436
3.937172,2.998793,11.80763,1.312877,364,437
3.937619,2.999149,11.810895,1.313106,364,438
3.941107,2.999584,11.812416,1.313505,365,439
3.938245,2.999291,11.809739,1.313566,366,440
3.938827,3.000066,11.818434,1.313351,367,441
3.93791,2.999706,11.816641,1.313067,368,442
3.936993,2.999346,11.814848,1.312784,369,443
3.938603,2.999007,11.801923,1.312636,369,444
3.93601,2.998935,11.803018,1.312325,370,445
3.937172,2.998302,11.799263,1.312307,371,446
3.936412,2.998611,11.799748,1.312465,372,447
3.934669,2.998991,11.80289,1.312717,373,448
3.937485,2.999268,11.806604,1.312363,374,449
3.938558,2.999726,11.813094,1.313153,374,450
3.937619,2.999283,11.812032,1.312642,375,451
3.93592,2.999204,11.805221,1.312223,376,452
3.936748,2.999196,11.805279,1.312372,377,453
3.937575,2.999188,11.805337,1.312521,378,454
3.938156,2.99941,11.804403,1.311513,379,455
3.935786,2.999149,11.801167,1.311835,379,456
3.935026,2.999212,11.801932,1.312096,380,457
3.934132,2.998864,11.800577,1.311901,381,458
3.934937,2.998595,11.794916,1.311944,382,459
3.934445,2.999078,11.803958,1.311795,383,460
3.936054,2.999354,11.803034,1.312172,384,461
3.936189,2.999085,11.800549,1.312003,384,462
3.935071,2.999552,11.805528,1.312186,385,463
3.935608,2.999354,11.805749,1.312379,386,464
3.936144,2.999157,11.80597,1.312572,386,465
3.935876,2.999402,11.805223,1.312147,388,466
3.933506,2.998342,11.797156,1.311922,389,467
3.933417,2.998469,11.793609,1.311652,389,468
3.934042,2.999157,11.794382,1.311614,390,469
3.934042,2.999014,11.796902,1.311859,391,470
3.932925,2.999188,11.800536,1.312353,392,471
3.935607,2.999378,11.801564,1.312174,393,472
3.935697,2.999275,11.802483,1.311941,394,473
3.934937,2.999394,11.80232,1.312361,394,474
3.93478,2.999544,11.80406,1.311917,395,475
3.934624,2.999695,11.805799,1.311473,396,476
3.935339,2.999165,11.794353,1.311325,397,477
3.932254,2.998658,11.796984,1.311603,398,478
3.933685,2.999101,11.796394,1.311502,399,479
3.933953,2.999244,11.796871,1.311809,399,480
3.932522,2.998912,11.800362,1.311016,400,481
3.934221,2.9996,11.800105,1.311555,401,482
3.936368,2.999252,11.796901,1.311666,402,483
3.935697,2.998809,11.798573,1.311719,403,484
3.933774,2.999331,11.798962,1.311916,404,485
3.93393,2.999414,11.80099,1.311922,404,486
3.934087,2.999497,11.803018,1.311927,405,487
3.934758,2.998943,11.786541,1.31154,406,488
3.932343,2.998896,11.792528,1.311396,407,489
3.932299,2.998722,11.793741,1.311208,408,490
3.932478,2.998793,11.791409,1.310946,409,491
3.932165,2.998651,11.793052,1.310706,409,492
3.934713,2.999149,11.798429,1.311255,410,493
3.934132,2.999346,11.798585,1.311828,411,494
3.932835,2.999537,11.796868,1.31156,412,495
3.933059,2.999196,11.79293,1.311405,413,496
3.933126,2.99899,11.792533,1.311214,414,497
3.933193,2.998785,11.792136,1.311022,414,498
3.930734,2.998999,11.791108,1.311124,415,499
3.931896,2.998872,11.787278,1.31093,416,500
3.930645,2.998326,11.787992,1.310804,417,501
3.930376,2.998832,11.784157,1.310448,418,502
3.930645,2.998935,11.785729,1.310794,419,503
3.931583,2.999323,11.787992,1.310837,419,504
3.933104,2.999426,11.793729,1.310672,420,505
3.931673,2.998991,11.793301,1.311396,421,506
3.932701,2.999236,11.793081,1.310883,422,507
3.931941,2.999168,11.790614,1.311015,423,508
3.931181,2.999101,11.788147,1.311147,424,509
3.930197,2.999062,11.783943,1.310346,424,510
3.931047,2.999038,11.781565,1.31035,425,511
3.929348,2.998848,11.780792,1.310328,426,512
3.928677,2.998682,11.782405,1.310562,427,513
3.929259,2.998722,11.785865,1.311134,428,514
3.931673,2.999362,11.786196,1.310501,429,515
3.931583,2.999837,11.791086,1.31073,429,516
3.929884,2.998967,11.788379,1.310879,430,517
3.931092,2.998998,11.790522,1.310688,431,518
3.932299,2.99903,11.792665,1.310498,432,519
3.930823,2.99869,11.78188,1.30983,433,520
3.929035,2.998975,11.783211,1.310129,434,521
3.927828,2.999141,11.782722,1.310288,434,522
3.928767,2.999346,11.780809,1.310149,435,523
3.928901,2.998848,11.779595,1.310119,436,524
3.929169,2.997923,11.783184,1.310784,437,525
3.930019,2.999331,11.788456,1.310422,438,526
3.930019,2.99884,11.788603,1.310531,439,527
3.931539,2.999181,11.789894,1.310076,439,528
3.930801,2.998963,11.789474,1.310293,440,529
3.930063,2.998745,11.789055,1.31051,441,530
3.930734,2.999252,11.780789,1.309184,442,531
3.927336,2.998706,11.778995,1.30973,443,532
3.927649,2.998975,11.779458,1.309935,444,533
3.927828,2.999402,11.773897,1.309854,444,534
3.927202,2.998208,11.778519,1.309306,445,535
3.926934,2.9999,11.786965,1.309876,446,536
3.929169,2.999149,11.785278,1.310312,447,537
3.928856,2.999663,11.783911,1.309708,448,538
3.928901,2.999323,11.782405,1.309749,449,539
3.928632,2.999098,11.782064,1.30974,450,540
3.928364,2.998872,11.781724,1.309732,450,541
3.92662,2.998556,11.773028,1.309366,451,542
3.92671,2.9982,11.774316,1.308978,452,543
3.926442,2.998825,11.773071,1.309391,453,544
3.926844,2.998848,11.776093,1.309609,454,545
3.926263,2.99922,11.770919,1.30897,454,546
3.928051,3.000051,11.782431,1.309733,455,547
3.928499,2.998785,11.779647,1.309143,456,548
3.927157,2.998856,11.775621,1.309558,457,549
3.927515,2.999149,11.780558,1.309446,458,550
3.92709,2.998832,11.778034,1.309618,458,551
3.926665,2.998516,11.77551,1.309789,459,552
3.92671,2.998698,11.776087,1.309307,460,553
3.924251,2.998318,11.768967,1.308878,461,554
3.925369,2.999007,11.769922,1.308543,462,555
3.926263,2.997978,11.767995,1.308731,463,556
3.9251,2.999172,11.772805,1.308993,464,557
3.926173,2.999141,11.77976,1.309387,464,558
3.925637,2.999022,11.771991,1.308777,465,559
3.927068,2.99888,11.777099,1.309335,466,560
3.926352,2.999204,11.776155,1.309259,0,561
3.926352,2.99922,11.775424,1.309311,234,562
3.926352,2.999236,11.774693,1.309363,469,563
3.924653,2.998548,11.765975,1.308677,469,564
3.925279,2.999014,11.77363,1.308398,470,565
3.924788,2.998643,11.766552,1.308016,471,566
3.922776,2.998872,11.765477,1.308689,472,567
3.923938,2.998943,11.764014,1.308298,473,568
3.925145,2.999979,11.774947,1.308672,474,569
3.925413,2.998951,11.767869,1.308875,474,570
3.924788,2.999679,11.77454,1.308665,475,571
3.925034,2.99943,11.77471,1.309029,476,572
3.925279,2.999181,11.77488,1.309393,477,573
