Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
4.097236,0.997849,4.087729,4.106799,50,183
4.096789,0.997177,4.086505,4.108925,50,184
4.096432,0.996797,4.087056,4.108444,51,185
4.098756,0.997802,4.08905,4.106885,51,186
4.101931,0.997691,4.089683,4.110107,51,187
4.097996,0.997842,4.090011,4.106187,52,188
4.099919,0.997929,4.088722,4.10853,52,189
4.098041,0.997343,4.08638,4.10901,52,190
4.097884,0.99728,4.086291,4.108404,52,191
4.097728,0.997217,4.086201,4.107799,53,192
4.09585,0.997557,4.08901,4.108517,53,193
4.095269,0.997169,4.084126,4.107069,53,194
4.095895,0.997683,4.086191,4.108321,54,195
4.095001,0.997976,4.086535,4.105183,54,196
4.096118,0.997248,4.085321,4.10726,54,197
4.099382,0.997992,4.08961,4.108037,54,198
4.098041,0.997596,4.086496,4.104881,55,199
4.095895,0.997715,4.089106,4.10509,55,200
4.097817,0.997628,4.087785,4.1063,55,201
4.098242,0.9976,4.088603,4.105784,56,202
4.098667,0.997573,4.089422,4.105268,56,203
4.093391,0.997422,4.085629,4.105505,56,204
4.095448,0.997636,4.085591,4.105085,56,205
4.095314,0.997644,4.082663,4.103511,57,206
4.093793,0.997865,4.08518,4.105457,57,207
4.093123,0.99679,4.082097,4.104094,57,208
4.095314,0.997652,4.086275,4.104265,57,209
4.097371,0.997763,4.087966,4.105244,58,210
4.096163,0.997968,4.088436,4.102971,58,211
4.098131,0.998055,4.087256,4.105922,58,212
4.096968,0.997936,4.086785,4.10593,58,213
4.095806,0.997818,4.086313,4.105938,59,214
4.092094,0.997248,4.083671,4.105036,59,215
4.092318,0.997185,4.082561,4.105149,59,216
4.091737,0.997462,4.082687,4.104402,60,217
4.093793,0.997051,4.080925,4.103984,60,218
4.092676,0.997145,4.082536,4.102927,60,219
4.091558,0.997873,4.087125,4.101218,60,220
4.095135,0.997763,4.086326,4.102715,61,221
4.09433,0.998031,4.086357,4.103909,61,222
4.093838,0.99777,4.085866,4.103682,61,223
4.093637,0.997664,4.086371,4.103136,62,224
4.093436,0.997557,4.086876,4.102591,62,225
4.091469,0.997628,4.080858,4.102412,62,226
4.091558,0.99747,4.083321,4.101936,62,227
4.090664,0.997264,4.080914,4.102201,63,228
4.090843,0.997035,4.078966,4.101754,63,229
4.090172,0.997122,4.079545,4.102425,63,230
4.090574,0.997343,4.085248,4.10103,64,231
4.092854,0.997921,4.082375,4.104369,64,232
4.093838,0.997517,4.082958,4.100485,64,233
4.091469,0.997256,4.082181,4.101093,64,234
4.091491,0.997616,4.083316,4.101702,64,235
4.091513,0.997976,4.08445,4.102312,65,236
4.089725,0.997011,4.076052,4.102616,65,237
4.08977,0.997011,4.078914,4.098426,65,238
4.090664,0.996639,4.076834,4.100658,66,239
4.091558,0.996892,4.078291,4.101257,66,240
4.089233,0.997414,4.079401,4.102341,66,241
4.088428,0.997232,4.078042,4.102545,67,242
4.090217,0.997525,4.080723,4.103282,67,243
4.091334,0.997778,4.08203,4.102721,67,244
4.090083,0.997367,4.080624,4.100621,67,245
4.092497,0.997256,4.082138,4.099138,68,246
4.091334,0.997786,4.083675,4.10194,68,247
4.090753,0.99773,4.080539,4.100932,68,248
4.090172,0.997675,4.077403,4.099924,69,249
4.088294,0.997312,4.0768,4.101405,69,250
4.087936,0.997066,4.079111,4.097646,69,251
4.088696,0.997145,4.078307,4.099029,69,252
4.08816,0.997272,4.079308,4.099379,70,253
4.08883,0.997763,4.082807,4.100259,70,254
4.089367,0.997517,4.078633,4.099052,70,255
4.088652,0.997304,4.079499,4.100365,70,256
4.089099,0.998024,4.080432,4.099062,71,257
4.089457,0.997675,4.080113,4.098495,71,258
4.089345,0.997608,4.079948,4.098478,72,259
4.089233,0.997541,4.079783,4.098462,72,260
4.087758,0.996869,4.073685,4.09799,72,261
4.087624,0.997581,4.076347,4.099178,72,262
4.085746,0.997145,4.075345,4.096514,72,263
4.085075,0.997264,4.074699,4.096887,73,264
4.086506,0.997114,4.072218,4.096839,73,265
4.087802,0.997565,4.077945,4.098384,73,266
4.087579,0.997699,4.07875,4.096873,73,267
4.087579,0.997399,4.077935,4.100694,74,268
4.087445,0.997232,4.077205,4.098756,74,269
4.087088,0.997296,4.077819,4.098827,74,270
4.08673,0.997359,4.078433,4.098898,75,271
4.084404,0.996861,4.073923,4.098074,75,272
4.086416,0.997043,4.073773,4.097383,75,273
4.086371,0.997343,4.0764,4.095794,75,274
4.083957,0.996956,4.072522,4.096792,76,275
4.084449,0.996861,4.071338,4.097009,76,276
4.086193,0.997399,4.0752,4.098346,76,277
4.087087,0.997351,4.076702,4.096975,77,278
4.085746,0.997367,4.076684,4.100242,77,279
4.087176,0.997699,4.078517,4.096191,77,280
4.087355,0.997723,4.076994,4.097744,77,281
4.087758,0.997699,4.074348,4.096794,78,282
4.08816,0.997675,4.071702,4.095844,78,283
4.083957,0.997193,4.070968,4.09657,78,284
4.084226,0.997027,4.072361,4.095293,78,285
4.083644,0.99728,4.071527,4.096925,79,286
4.083912,0.99694,4.074592,4.09521,79,287
4.083063,0.99713,4.071084,4.097836,79,288
4.086416,0.997074,4.073886,4.096672,80,289
4.085925,0.997588,4.075126,4.096909,80,290
4.087087,0.997612,4.075522,4.096679,80,291
4.086953,0.997232,4.076158,4.095162,80,292
4.085477,0.997335,4.074256,4.096147,81,293
4.084694,0.9972,4.07299,4.095149,81,294
4.083912,0.997066,4.071724,4.09415,81,295
4.082795,0.997011,4.069232,4.096876,82,296
4.083555,0.997264,4.070253,4.098083,82,297
4.082705,0.996584,4.071102,4.094859,82,298
4.082348,0.996853,4.070319,4.092644,82,299
4.085925,0.99762,4.075701,4.097521,83,300
4.085075,0.997161,4.075096,4.095826,83,301
4.083823,0.997675,4.074753,4.094192,83,302
4.084538,0.998008,4.07483,4.093975,83,303
4.083376,0.997573,4.074823,4.094556,84,304
4.082213,0.997138,4.074816,4.095136,84,305
4.082303,0.997193,4.070007,4.09118,84,306
4.080738,0.99694,4.069881,4.091981,85,307
4.08199,0.996964,4.069332,4.093596,85,308
4.081007,0.996687,4.070899,4.091753,85,309
4.080514,0.997169,4.072309,4.092105,85,310
4.081722,0.997913,4.073741,4.092499,86,311
4.082035,0.997565,4.073564,4.092876,86,312
4.082929,0.997391,4.072567,4.094245,86,313
4.084002,0.997905,4.073287,4.092394,87,314
4.083644,0.997509,4.070375,4.091935,87,315
4.083085,0.997378,4.069266,4.092631,87,316
4.082527,0.997248,4.068157,4.093326,87,317
4.079308,0.997082,4.06736,4.094473,88,318
4.079173,0.997098,4.067422,4.093142,88,319
4.079799,0.997232,4.066634,4.091308,88,320
4.079888,0.99694,4.066207,4.092062,88,321
4.082124,0.997217,4.07123,4.093139,89,322
4.081185,0.997581,4.072649,4.092159,89,323
4.081588,0.997351,4.06964,4.091543,89,324
4.08123,0.997691,4.071286,4.089794,90,325
4.081096,0.997438,4.071328,4.092196,90,326
4.080962,0.99751,4.071214,4.091433,90,327
4.080828,0.997581,4.071101,4.09067,90,328
4.07971,0.997114,4.068225,4.089867,91,329
4.078189,0.997066,4.067664,4.090783,91,330
4.078815,0.997232,4.065876,4.088202,91,331
4.079128,0.997098,4.066311,4.090213,92,332
4.078815,0.997256,4.069094,4.091705,92,333
4.081543,0.99732,4.071017,4.088815,92,334
4.079933,0.997683,4.071299,4.090508,92,335
4.081856,0.997509,4.066851,4.090715,93,336
4.08038,0.997675,4.07134,4.088476,93,337
4.07971,0.997402,4.071068,4.089474,93,338
4.079039,0.99713,4.070796,4.090471,93,339
4.078592,0.997114,4.067129,4.088632,94,340
4.077072,0.996845,4.064683,4.088342,94,341
4.076625,0.997082,4.066547,4.088515,94,342
4.076848,0.996805,4.066107,4.08706,95,343
4.077921,0.997169,4.066521,4.090298,95,344
4.077832,0.997929,4.06954,4.089521,95,345
4.080336,0.997343,4.069519,4.08883,95,346
4.079173,0.99781,4.069993,4.088793,96,347
4.079486,0.997525,4.06914,4.088766,96,348
4.078391,0.997675,4.06922,4.089078,96,349
4.077295,0.997826,4.069299,4.08939,96,350
4.077787,0.996979,4.064006,4.088119,97,351
4.077161,0.997082,4.067255,4.088247,97,352
4.077027,0.997391,4.0668,4.087946,97,353
4.075507,0.997217,4.066548,4.087168,98,354
4.076401,0.997209,4.064039,4.087936,98,355
4.075775,0.997976,4.06753,4.087581,98,356
4.077921,0.997446,4.068594,4.08769,98,357
4.077116,0.997921,4.066478,4.08851,99,358
4.078055,0.997731,4.067725,4.087303,99,359
4.076312,0.997731,4.06904,4.085706,99,360
4.076759,0.997604,4.066918,4.086974,100,361
4.077206,0.997478,4.064795,4.088243,100,362
4.073987,0.997256,4.064047,4.08586,100,363
4.075015,0.99694,4.062977,4.084961,100,364
4.074523,0.997074,4.062119,4.086514,101,365
4.075284,0.997019,4.063492,4.088184,101,366
4.075239,0.996821,4.066501,4.087946,101,367
4.077072,0.997422,4.065293,4.088027,101,368
4.077787,0.997327,4.06673,4.087404,102,369
4.075909,0.997193,4.06726,4.087242,102,370
4.07544,0.997324,4.067812,4.086201,102,371
4.07497,0.997454,4.068364,4.085159,102,372
4.075418,0.997248,4.061007,4.085924,103,373
4.073585,0.997043,4.060568,4.086697,103,374
4.074836,0.997327,4.064151,4.086791,103,375
4.073674,0.996916,4.063664,4.08385,104,376
4.073495,0.997565,4.064391,4.086144,104,377
4.07278,0.997248,4.064247,4.085054,104,378
4.076535,0.997652,4.065693,4.085252,105,379
4.075552,0.997715,4.067469,4.085005,105,380
4.074881,0.998237,4.067811,4.085373,105,381
4.075105,0.997794,4.064511,4.086294,105,382
4.074568,0.99758,4.063742,4.085509,106,383
4.074031,0.997367,4.062972,4.084724,106,384
4.072154,0.997407,4.060894,4.083962,106,385
4.072556,0.997359,4.060809,4.083363,106,386
4.074255,0.997248,4.062268,4.082568,107,387
4.073316,0.997066,4.062301,4.083225,107,388
4.072377,0.996956,4.059306,4.083004,107,389
4.07506,0.99762,4.065897,4.084587,108,390
4.074076,0.99762,4.063077,4.08321,108,391
4.07506,0.997913,4.064375,4.083825,108,392
4.074479,0.99766,4.064816,4.085803,108,393
4.074188,0.997557,4.064541,4.084511,108,394
4.073897,0.997454,4.064266,4.08322,109,395
4.070365,0.997043,4.059536,4.084322,109,396
4.071349,0.997169,4.060911,4.083126,110,397
4.071215,0.997138,4.060102,4.082234,110,398
4.07269,0.997066,4.061972,4.083862,110,399
4.071393,0.997272,4.060909,4.083656,110,400
4.073271,0.997541,4.062165,4.083265,111,401
4.07278,0.997486,4.062891,4.082535,111,402
4.073182,0.997652,4.063931,4.082953,111,403
4.072824,0.997612,4.062879,4.083242,111,404
4.072824,0.997422,4.062011,4.083108,112,405
4.073294,0.99747,4.060852,4.082804,112,406
4.073763,0.997517,4.059692,4.0825,112,407
4.071527,0.997248,4.058937,4.081781,113,408
4.071215,0.997343,4.058788,4.082485,113,409
4.069203,0.997422,4.059078,4.081596,113,410
4.069113,0.997312,4.060074,4.081009,113,411
4.071304,0.997407,4.06362,4.08217,114,412
4.072288,0.997375,4.061907,4.082655,114,413
4.072958,0.997715,4.060621,4.084972,114,414
4.074076,0.997304,4.060478,4.082157,115,415
4.073092,0.997462,4.061858,4.081861,115,416
4.073025,0.997426,4.060515,4.08201,115,417
4.072958,0.997391,4.059172,4.082159,115,418
4.070589,0.997051,4.057929,4.083101,116,419
4.067996,0.996948,4.058224,4.0811,116,420
4.06804,0.997272,4.057354,4.081494,116,421
4.070097,0.997098,4.058622,4.081696,116,422
4.069605,0.996979,4.056528,4.081596,117,423
4.073048,0.997533,4.061536,4.082971,117,424
4.070633,0.997422,4.062217,4.082493,117,425
4.071886,0.997185,4.060351,4.081111,118,426
4.071706,0.99724,4.061818,4.081014,118,427
4.071371,0.997268,4.061286,4.081129,118,428
4.071036,0.997296,4.060755,4.081245,118,429
4.069158,0.997082,4.056966,4.080764,119,430
4.068487,0.997043,4.058523,4.079271,119,431
4.068443,0.997114,4.055871,4.080213,119,432
4.068934,0.997082,4.054319,4.082368,119,433
4.067593,0.996971,4.054693,4.081083,120,434
4.070231,0.996956,4.059548,4.079806,120,435
4.069963,0.997304,4.060441,4.082211,120,436
4.070991,0.997541,4.060503,4.08083,121,437
4.069918,0.997755,4.059813,4.082411,121,438
4.069896,0.99751,4.059251,4.081217,121,439
4.069873,0.997264,4.058689,4.080023,121,440
4.069203,0.996837,4.054601,4.079574,122,441
4.066788,0.99709,4.055655,4.080767,122,442
4.06728,0.997201,4.057126,4.078007,122,443
4.068264,0.997122,4.056677,4.078615,123,444
4.066878,0.997145,4.055586,4.079394,123,445
4.066923,0.99728,4.057304,4.079686,123,446
4.068443,0.997335,4.060073,4.079779,123,447
4.069784,0.997636,4.059816,4.079584,124,448
4.070633,0.997296,4.059232,4.078984,124,449
4.069158,0.997232,4.062881,4.078441,124,450
4.069158,0.997244,4.060896,4.079022,124,451
4.069158,0.997256,4.05891,4.079604,125,452
4.068532,0.997177,4.056803,4.079056,125,453
4.067459,0.997161,4.055309,4.07928,125,454
4.066609,0.996964,4.055725,4.076957,126,455
4.065224,0.997122,4.054115,4.078644,126,456
4.069024,0.997019,4.055619,4.07912,126,457
4.067593,0.997106,4.056853,4.078414,126,458
4.06804,0.99747,4.059036,4.079599,127,459
4.068398,0.997051,4.058879,4.077685,127,460
4.066788,0.997232,4.058054,4.077146,127,461
4.068711,0.997486,4.057042,4.078436,128,462
4.068912,0.997502,4.055552,4.077684,128,463
4.069113,0.997517,4.054063,4.076933,128,464
4.066207,0.997414,4.055375,4.078066,128,465
4.065849,0.997169,4.056791,4.077235,129,466
4.066878,0.997351,4.054558,4.077091,129,467
4.065268,0.997359,4.055584,4.07741,129,468
4.065849,0.997533,4.058832,4.077425,129,469
4.067012,0.997723,4.058394,4.078467,130,470
4.067548,0.997604,4.057747,4.077497,130,471
4.067593,0.997446,4.057556,4.07822,130,472
4.067638,0.997573,4.058715,4.078016,131,473
4.067146,0.997656,4.058709,4.077034,131,474
4.066654,0.997739,4.058703,4.076052,131,475
4.066028,0.997193,4.053582,4.076754,131,476
4.064195,0.997256,4.053307,4.074453,132,477
4.064061,0.997177,4.053312,4.075039,132,478
4.064553,0.99679,4.054748,4.076884,132,479
4.064508,0.996979,4.050785,4.075067,133,480
4.06576,0.997098,4.05443,4.076648,133,481
4.066028,0.997565,4.056504,4.075476,133,482
4.066297,0.997327,4.056953,4.077565,133,483
4.067191,0.997043,4.056658,4.077321,134,484
4.066386,0.997541,4.055707,4.077124,134,485
4.066207,0.997592,4.054518,4.076015,134,486
4.066028,0.997644,4.053329,4.074905,134,487
4.062049,0.996845,4.05294,4.074457,135,488
4.063704,0.997106,4.051371,4.073929,135,489
4.063569,0.996829,4.050557,4.075366,135,490
4.064508,0.997011,4.052631,4.075255,136,491
4.063345,0.997399,4.050929,4.074156,136,492
4.064329,0.99777,4.052077,4.074749,136,493
4.064508,0.997794,4.055296,4.07655,136,494
4.065894,0.997644,4.056081,4.073977,137,495
4.064553,0.997138,4.055833,4.073337,137,496
4.065537,0.997466,4.055683,4.07422,138,497
4.06652,0.997794,4.055533,4.075102,138,498
4.063569,0.997248,4.051785,4.074444,138,499
4.062764,0.997185,4.054508,4.075666,138,500
4.060842,0.996987,4.04783,4.07192,138,501
4.06272,0.997462,4.050876,4.073018,139,502
4.063435,0.997509,4.050492,4.072357,139,503
4.064106,0.997438,4.053302,4.074776,139,504
4.063569,0.997857,4.053745,4.073306,139,505
4.063972,0.997763,4.054042,4.072854,140,506
4.063614,0.997304,4.055626,4.073602,140,507
4.065134,0.99766,4.0536,4.074707,140,508
4.064776,0.997406,4.050935,4.07404,140,509
4.064419,0.997153,4.048269,4.073373,141,510
4.062139,0.997232,4.051397,4.074714,141,511
4.062228,0.997122,4.049918,4.074275,141,512
4.062899,0.997122,4.050991,4.073023,142,513
4.062228,0.997454,4.051558,4.071503,142,514
4.060126,0.997066,4.048171,4.073843,142,515
4.063793,0.997968,4.053817,4.071092,142,516
4.063033,0.997399,4.054319,4.075129,143,517
4.064016,0.997501,4.051628,4.073066,143,518
4.062943,0.997644,4.055201,4.07518,143,519
4.063144,0.997636,4.053508,4.073208,144,520
4.063345,0.997628,4.051814,4.071236,144,521
4.060842,0.99709,4.048386,4.073641,144,522
4.060484,0.997122,4.049067,4.072736,144,523
4.060797,0.997074,4.047973,4.072409,145,524
4.059992,0.997138,4.048923,4.070405,145,525
4.061602,0.997122,4.049532,4.07233,145,526
4.061915,0.997256,4.051824,4.072954,146,527
4.062049,0.997652,4.051951,4.073494,146,528
4.063033,0.997683,4.053045,4.072495,146,529
4.062988,0.997225,4.053756,4.071635,146,530
4.063078,0.997348,4.053041,4.072218,146,531
4.063167,0.99747,4.052326,4.072801,147,532
4.059456,0.996797,4.045622,4.073144,147,533
4.061602,0.997422,4.049526,4.073477,147,534
4.059724,0.996782,4.046222,4.07103,148,535
4.061021,0.996916,4.04797,4.072419,148,536
4.059769,0.997747,4.048569,4.070183,148,537
4.058472,0.997288,4.053559,4.071004,149,538
4.061244,0.997763,4.052121,4.073378,149,539
4.061423,0.997391,4.052121,4.070215,149,540
4.061244,0.997517,4.051233,4.069678,149,541
4.060663,0.997612,4.049766,4.072704,150,542
4.060372,0.99745,4.04877,4.07199,150,543
4.060082,0.997288,4.047775,4.071276,150,544
4.059903,0.997138,4.047925,4.071357,151,545
4.059322,0.997327,4.048084,4.068916,151,546
4.058785,0.997145,4.047854,4.070843,151,547
4.058204,0.997462,4.047001,4.070774,151,548
4.060037,0.996861,4.045587,4.070621,152,549
4.061736,0.997209,4.05054,4.070588,152,550
4.060395,0.99724,4.049654,4.070682,152,551
4.060931,0.997185,4.050997,4.070702,152,552
4.061512,0.997359,4.048968,4.072198,153,553
4.061803,0.99745,4.049615,4.07166,153,554
4.062094,0.997541,4.050261,4.071122,153,555
4.058159,0.996813,4.048305,4.069579,154,556
4.058696,0.9969,4.044917,4.070668,154,557
4.056728,0.996956,4.043361,4.070499,154,558
4.058696,0.997177,4.045767,4.071371,154,559
4.056371,0.997288,4.047763,4.071032,155,560
4.05959,0.996995,4.049395,4.071623,155,561
4.059858,0.997035,4.050073,4.071051,155,562
4.06111,0.997486,4.051045,4.070078,156,563
4.059098,0.997225,4.050736,4.072345,156,564
4.060708,0.997169,4.047956,4.070617,156,565
4.059836,0.99726,4.046836,4.070627,156,566
4.058964,0.997351,4.045715,4.070636,157,567
4.058383,0.996964,4.045493,4.071409,157,568
4.056282,0.997114,4.045609,4.069326,157,569
4.057354,0.996892,4.043184,4.071109,157,570
4.058204,0.996908,4.045907,4.069477,158,571
4.058696,0.997225,4.048347,4.068814,158,572
4.058517,0.997509,4.047995,4.070664,158,573
