Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
3.793964,7.497963,28.457848,0.506218,120,58
3.793696,7.49722,28.439804,0.506051,122,59
3.793293,7.497931,28.43816,0.505957,124,60
3.792355,7.496951,28.430035,0.505802,127,61
3.794367,7.4979,28.452242,0.506155,129,62
3.792355,7.498446,28.437426,0.50584,131,63
3.79146,7.497931,28.435858,0.505727,133,64
3.789627,7.497805,28.421911,0.505635,135,65
3.790476,7.497888,28.413143,0.505468,137,66
3.791326,7.497971,28.404375,0.505302,139,67
3.788957,7.497512,28.406839,0.505173,141,68
3.785514,7.497686,28.393303,0.505106,143,69
3.786721,7.497797,28.390181,0.505025,145,70
3.785961,7.49756,28.381027,0.504889,147,71
3.783591,7.498667,28.382093,0.504873,149,72
3.787436,7.497939,28.390654,0.504859,152,73
3.785558,7.497607,28.378397,0.504942,154,74
3.784307,7.497852,28.374563,0.50463,156,75
3.782563,7.497725,28.370544,0.504582,158,76
3.782876,7.497599,28.36293,0.50455,160,77
3.783189,7.497473,28.355316,0.504519,162,78
3.779344,7.497227,28.331501,0.50408,164,79
3.780685,7.497654,28.343647,0.504169,166,80
3.778092,7.498343,28.346491,0.504219,168,81
3.778897,7.497979,28.335207,0.504159,170,82
3.777868,7.498461,28.323557,0.50392,172,83
3.778047,7.497868,28.328259,0.504017,174,84
3.777287,7.497512,28.334608,0.50379,177,85
3.778047,7.497844,28.312609,0.503778,179,86
3.77722,7.497852,28.318456,0.503774,180,87
3.776393,7.49786,28.324303,0.503769,181,88
3.774828,7.497718,28.302757,0.50333,185,89
3.775946,7.497765,28.292336,0.503385,187,90
3.77295,7.497022,28.27401,0.503068,189,91
3.772861,7.4968,28.288647,0.503195,191,92
3.771296,7.497639,28.299892,0.503463,193,93
3.774917,7.49824,28.307716,0.503327,195,94
3.772906,7.498003,28.277021,0.50299,197,95
3.772637,7.497694,28.286709,0.503233,199,96
3.771832,7.498161,28.279503,0.50304,202,97
3.772123,7.498264,28.285453,0.503107,204,98
3.772414,7.498366,28.291403,0.503174,206,99
3.770312,7.496919,28.262321,0.502759,208,100
3.768747,7.4982,28.25474,0.502672,210,101
3.76915,7.497204,28.260706,0.502782,212,102
3.769597,7.497694,28.260639,0.502614,214,103
3.767987,7.497322,28.234755,0.502599,216,104
3.768435,7.497821,28.254539,0.502428,218,105
3.768479,7.498343,28.247076,0.50242,220,106
3.76839,7.49862,28.259687,0.502525,222,107
3.767406,7.498256,28.250525,0.502417,224,108
3.76745,7.498066,28.248602,0.502416,226,109
3.767495,7.497876,28.246679,0.502415,229,110
3.76441,7.498501,28.227928,0.50203,231,111
3.766333,7.497362,28.221531,0.501955,233,112
3.764813,7.497599,28.220278,0.501813,235,113
3.763114,7.4982,28.224894,0.501919,237,114
3.763382,7.497916,28.227436,0.501967,239,115
3.7645,7.497931,28.219688,0.501994,241,116
3.764321,7.499197,28.229614,0.501997,243,117
3.763382,7.498018,28.225262,0.50205,245,118
3.762712,7.497488,28.220001,0.502062,247,119
3.762936,7.497508,28.209642,0.501849,250,120
3.763159,7.497528,28.199282,0.501636,252,121
3.761013,7.498034,28.200342,0.501548,254,122
3.758822,7.497322,28.1933,0.501616,256,123
3.759984,7.496856,28.189465,0.501593,258,124
3.759671,7.497939,28.183739,0.501533,260,125
3.760476,7.498422,28.198702,0.501526,262,126
3.759671,7.498327,28.201651,0.501354,264,127
3.761549,7.498723,28.203482,0.501352,266,128
3.759403,7.497979,28.187172,0.501527,268,129
3.759582,7.498287,28.187124,0.501423,270,130
3.758643,7.497599,28.173822,0.50127,272,131
3.757704,7.496911,28.160519,0.501116,274,132
3.757302,7.497797,28.168381,0.500843,277,133
3.756362,7.497599,28.155596,0.50107,279,134
3.756005,7.498817,28.171362,0.501155,281,135
3.755468,7.497267,28.159609,0.500804,283,136
3.756765,7.498082,28.165037,0.500982,285,137
3.757704,7.498026,28.1579,0.500973,287,138
3.757346,7.497979,28.168089,0.500989,289,139
3.756139,7.498437,28.152588,0.500743,291,140
3.756228,7.497971,28.159306,0.501017,293,141
3.754864,7.498102,28.154428,0.500814,295,142
3.753501,7.498232,28.149551,0.500612,297,143
3.753501,7.497686,28.128674,0.50057,299,144
3.752875,7.497488,28.127459,0.500474,301,145
3.752249,7.497955,28.130537,0.500612,304,146
3.751757,7.497504,28.145147,0.500852,306,147
3.753635,7.498263,28.147161,0.500698,308,148
3.752964,7.498659,28.145477,0.500595,310,149
3.753278,7.498525,28.147312,0.5005,312,150
3.752875,7.498216,28.13131,0.500737,314,151
3.752853,7.498129,28.130572,0.500422,316,152
3.752831,7.498042,28.129835,0.500108,318,153
3.750729,7.497765,28.111788,0.50008,320,154
3.748806,7.498359,28.11352,0.500206,322,155
3.75055,7.497314,28.110113,0.499958,324,156
3.749567,7.497821,28.109446,0.500026,326,157
3.749969,7.498137,28.10454,0.50008,329,158
3.749432,7.499403,28.128269,0.500163,331,159
3.748806,7.498082,28.109598,0.500067,333,160
3.749522,7.497844,28.118816,0.500108,335,161
3.750192,7.498256,28.117201,0.500097,337,162
3.749701,7.498188,28.113499,0.499945,339,163
3.749209,7.498121,28.109797,0.499793,341,164
3.746034,7.497678,28.100544,0.499641,343,165
3.746571,7.498106,28.084213,0.499615,345,166
3.746794,7.497599,28.084991,0.499464,347,167
3.746169,7.49824,28.080658,0.499564,349,168
3.745453,7.497963,28.073637,0.499398,351,169
3.747823,7.498944,28.095673,0.499546,354,170
3.747108,7.498406,28.094009,0.49959,356,171
3.745766,7.499023,28.090443,0.499676,358,172
3.746794,7.498192,28.095245,0.499472,360,173
3.745788,7.498311,28.0906,0.499462,362,174
3.744782,7.49843,28.085955,0.499451,364,175
3.744604,7.497678,28.06979,0.499261,366,176
3.743173,7.498074,28.069981,0.499131,368,177
3.74277,7.497694,28.051432,0.499051,370,178
3.742592,7.497971,28.055239,0.499003,372,179
3.742279,7.498303,28.051758,0.499173,374,180
3.744067,7.498841,28.058275,0.499156,376,181
3.7421,7.49888,28.077841,0.499163,379,182
3.744469,7.498446,28.077442,0.499297,381,183
3.743575,7.498137,28.061234,0.499234,383,184
3.74315,7.498489,28.060947,0.49915,385,185
3.742726,7.498841,28.060661,0.499067,387,186
3.740133,7.49843,28.058018,0.499026,389,187
3.740401,7.498327,28.056927,0.499047,391,188
3.740088,7.498097,28.033436,0.498762,393,189
3.73897,7.496974,28.047327,0.498862,395,190
3.739686,7.498699,28.04228,0.498617,397,191
3.740937,7.49839,28.048948,0.498977,399,192
3.740803,7.498509,28.035744,0.498715,401,193
3.741295,7.497987,28.042566,0.49878,404,194
3.739686,7.499031,28.046856,0.49886,406,195
3.738702,7.49896,28.0435,0.498762,408,196
3.737718,7.498888,28.040144,0.498665,410,197
3.737718,7.497749,28.022621,0.498223,412,198
3.737763,7.498097,28.015572,0.498292,414,199
3.738881,7.498454,28.016716,0.49837,416,200
3.73736,7.498525,28.019377,0.498266,418,201
3.734588,7.498208,28.009443,0.498216,420,202
3.734454,7.498185,28.012085,0.49837,422,203
3.734901,7.498034,28.009329,0.49825,424,204
3.735751,7.498351,28.010115,0.498288,426,205
3.734454,7.498604,28.005568,0.49804,429,206
3.733896,7.498343,27.999996,0.497984,431,207
3.733337,7.498082,27.994423,0.497928,433,208
3.731459,7.498058,27.973864,0.497685,435,209
3.732442,7.497528,27.982153,0.497548,437,210
3.732219,7.498454,27.974157,0.497856,439,211
3.731101,7.497694,27.96866,0.497538,441,212
3.730922,7.498366,27.988493,0.497721,443,213
3.731593,7.498754,27.9776,0.497566,445,214
3.730654,7.498161,27.985388,0.497722,447,215
3.731951,7.498422,27.975958,0.497652,449,216
3.730565,7.498446,27.983837,0.497637,451,217
3.731079,7.498529,27.975115,0.497562,454,218
3.731593,7.498611,27.966393,0.497486,456,219
3.729268,7.497987,27.960623,0.497232,458,220
3.727569,7.497828,27.961931,0.497215,460,221
3.727837,7.497908,27.961596,0.497103,462,222
3.729491,7.497923,27.958565,0.49717,464,223
3.730475,7.499189,27.970171,0.49745,466,224
3.729357,7.498785,27.956543,0.497097,468,225
3.728866,7.498706,27.953009,0.497055,470,226
3.727748,7.498208,27.958109,0.497106,472,227
3.728284,7.498699,27.95549,0.497144,474,228
3.72786,7.498375,27.942391,0.496973,476,229
3.727435,7.49805,27.929291,0.496803,479,230
3.727166,7.498904,27.939705,0.496819,481,231
3.724797,7.498058,27.929918,0.49671,483,232
3.726004,7.498137,27.927582,0.496907,485,233
3.726049,7.49786,27.928764,0.496841,487,234
3.724484,7.49824,27.936663,0.496897,489,235
3.724976,7.498137,27.94326,0.496827,491,236
3.725646,7.499078,27.945005,0.496804,493,237
3.727032,7.498454,27.930807,0.496937,495,238
3.725825,7.498382,27.926733,0.496803,497,239
3.72578,7.498252,27.920356,0.496748,499,240
3.725736,7.498121,27.913979,0.496692,501,241
3.723098,7.498097,27.911539,0.49665,504,242
3.722606,7.498216,27.916235,0.496673,506,243
3.721935,7.497765,27.904417,0.496427,508,244
3.722427,7.498153,27.914188,0.496296,510,245
3.722248,7.498271,27.914827,0.496596,512,246
3.721622,7.498746,27.909775,0.49644,514,247
3.722204,7.498675,27.909466,0.496283,516,248
3.721712,7.498611,27.912348,0.496247,518,249
3.72207,7.498714,27.92502,0.496576,520,250
3.7216,7.498414,27.911534,0.49633,522,251
3.721131,7.498113,27.898048,0.496083,524,252
3.719744,7.498398,27.89459,0.496069,526,253
3.720996,7.498018,27.889782,0.496037,529,254
3.717285,7.498351,27.887009,0.495864,531,255
3.719029,7.497797,27.8874,0.496109,533,256
3.719566,7.498564,27.890837,0.496192,535,257
3.720415,7.498454,27.890373,0.495923,537,258
3.718493,7.498809,27.900532,0.495983,539,259
3.719163,7.49862,27.888025,0.495968,541,260
3.719521,7.498552,27.883229,0.496002,542,261
3.719879,7.498485,27.878433,0.496036,543,262
3.717151,7.498509,27.87631,0.49589,547,263
3.717867,7.498185,27.868063,0.495803,549,264
3.715586,7.498841,27.862259,0.49566,551,265
3.716525,7.497654,27.86614,0.495637,554,266
3.715855,7.498042,27.853722,0.495583,556,267
3.717867,7.498509,27.876379,0.49568,558,268
3.716123,7.498857,27.872746,0.495558,560,269
3.716078,7.499126,27.875843,0.495513,562,270
3.71657,7.498738,27.87179,0.495575,564,271
3.716168,7.49886,27.8636,0.495467,565,272
3.715765,7.498983,27.85541,0.495358,566,273
3.714245,7.498952,27.844782,0.495297,570,274
3.714022,7.498825,27.841707,0.495118,572,275
3.712367,7.49877,27.834143,0.495152,574,276
3.711205,7.497718,27.835793,0.495015,576,277
3.712412,7.49839,27.839308,0.495239,579,278
3.713396,7.498952,27.841574,0.495151,581,279
3.714558,7.498817,27.843538,0.495187,583,280
3.714066,7.498161,27.841707,0.495266,585,281
3.713619,7.498785,27.833952,0.495123,587,282
3.713127,7.498564,27.839644,0.495064,588,283
3.712636,7.498343,27.845335,0.495006,589,284
3.709908,7.498287,27.826122,0.494877,593,285
3.709551,7.498833,27.822447,0.494809,595,286
3.709953,7.498533,27.812181,0.494688,597,287
3.708567,7.497963,27.814089,0.494595,599,288
3.709238,7.498374,27.823509,0.494895,601,289
3.711965,7.499078,27.817038,0.494877,604,290
3.710042,7.498825,27.830051,0.494837,606,291
3.71116,7.499015,27.809765,0.494645,608,292
3.709685,7.498517,27.819441,0.494807,610,293
3.709439,7.49824,27.817782,0.494764,611,294
3.709193,7.497963,27.816124,0.494722,612,295
3.707226,7.497449,27.792723,0.494508,616,296
3.707002,7.498129,27.788036,0.494403,618,297
3.706913,7.497338,27.793182,0.494595,620,298
3.705571,7.498208,27.796061,0.494282,622,299
3.705884,7.498327,27.784704,0.49441,624,300
3.708433,7.499134,27.808956,0.494454,626,301
3.707986,7.4982,27.78833,0.494234,629,302
3.706108,7.49858,27.797321,0.494382,631,303
3.706421,7.498809,27.798105,0.494377,633,304
3.706466,7.49875,27.797956,0.494189,635,305
3.70651,7.498691,27.797808,0.494001,637,306
3.704901,7.498058,27.778078,0.49412,639,307
3.70499,7.499047,27.783539,0.493993,641,308
3.704453,7.497994,27.775551,0.494007,643,309
3.704096,7.498263,27.778019,0.49396,645,310
3.704498,7.498651,27.76972,0.493976,647,311
3.705571,7.498794,27.778027,0.493906,649,312
3.703425,7.498572,27.775938,0.494066,651,313
3.70414,7.498659,27.763165,0.493976,654,314
3.704409,7.498643,27.776373,0.494009,656,315
3.704006,7.498817,27.768806,0.493748,658,316
3.703604,7.498991,27.761238,0.493486,660,317
3.70119,7.498706,27.736137,0.493604,662,318
3.702173,7.49888,27.758884,0.493657,664,319
3.700519,7.498351,27.746834,0.493461,666,320
3.700206,7.498335,27.746552,0.493569,668,321
3.70034,7.498549,27.746044,0.493537,670,322
3.702173,7.498912,27.76667,0.493621,672,323
3.701592,7.498714,27.75692,0.493592,674,324
3.701324,7.49896,27.750246,0.493425,676,325
3.701011,7.499126,27.75108,0.493512,678,326
3.701078,7.499122,27.744662,0.493382,680,327
3.701145,7.499118,27.738243,0.493253,683,328
3.696763,7.498271,27.72835,0.493127,685,329
3.697345,7.497955,27.726376,0.49309,687,330
3.697434,7.498042,27.725296,0.493271,689,331
3.696898,7.4982,27.722879,0.493183,691,332
3.697792,7.498999,27.710491,0.493,693,333
3.699267,7.499268,27.731394,0.493192,695,334
3.699088,7.498968,27.729475,0.493039,697,335
3.697702,7.49805,27.730938,0.493201,699,336
3.697747,7.498714,27.733831,0.493053,701,337
3.697031,7.499063,27.724777,0.493015,703,338
3.69645,7.498687,27.71485,0.492879,706,339
3.695869,7.498311,27.704922,0.492743,708,340
3.695377,7.498446,27.708487,0.492802,710,341
3.694349,7.49828,27.707575,0.492639,712,342
3.693812,7.498003,27.697092,0.492775,714,343
3.694036,7.498454,27.698755,0.492681,716,344
3.693634,7.499094,27.706034,0.492543,718,345
3.693544,7.499822,27.699619,0.4927,720,346
3.693634,7.498026,27.703098,0.492609,722,347
3.693365,7.498833,27.698729,0.49276,724,348
3.693812,7.498975,27.69202,0.492647,726,349
3.692985,7.498849,27.68963,0.492583,728,350
3.692158,7.498723,27.687241,0.492519,731,351
3.692873,7.498936,27.682156,0.492271,733,352
3.691532,7.498271,27.671671,0.492147,735,353
3.691979,7.499228,27.682121,0.492292,737,354
3.69028,7.498572,27.678059,0.492285,739,355
3.692113,7.499071,27.677647,0.492357,741,356
3.689967,7.498802,27.682066,0.492134,743,357
3.691398,7.498351,27.676714,0.492225,745,358
3.689967,7.498509,27.678143,0.492194,747,359
3.69028,7.499039,27.670334,0.492042,749,360
3.690347,7.49898,27.667651,0.492,751,361
3.690414,7.49892,27.664968,0.491958,753,362
3.689252,7.498809,27.664253,0.491736,756,363
3.68724,7.498983,27.639341,0.491741,758,364
3.687374,7.498374,27.647022,0.491442,760,365
3.685138,7.498564,27.636818,0.491737,762,366
3.687777,7.498975,27.65659,0.49183,764,367
3.687777,7.499063,27.659605,0.491792,766,368
3.689341,7.49945,27.654676,0.491685,768,369
3.687374,7.499181,27.650888,0.49165,770,370
3.687531,7.499146,27.648175,0.491636,771,371
3.687687,7.49911,27.645462,0.491621,772,372
3.685988,7.498778,27.628191,0.491399,776,373
3.684826,7.498295,27.63386,0.491418,778,374
3.685094,7.498675,27.622417,0.491286,781,375
3.684066,7.499023,27.626572,0.491372,783,376
3.6842,7.498271,27.617931,0.491098,785,377
3.685094,7.498691,27.632446,0.491403,787,378
3.68411,7.498351,27.627169,0.491321,789,379
3.685138,7.499609,27.621994,0.491318,791,380
3.684602,7.498192,27.622459,0.491211,793,381
3.684647,7.498611,27.627708,0.491172,795,382
3.683865,7.498782,27.61967,0.491108,797,383
3.683082,7.498952,27.611631,0.491044,799,384
3.680623,7.498461,27.600382,0.490913,801,385
3.679818,7.498097,27.588919,0.490814,803,386
3.681204,7.499102,27.589725,0.490853,806,387
3.679773,7.498714,27.595303,0.49075,808,388
3.680667,7.498446,27.606497,0.490877,810,389
3.681964,7.498643,27.594418,0.490841,812,390
3.680399,7.498509,27.604456,0.490742,814,391
3.680042,7.498509,27.587112,0.490783,816,392
3.679706,7.498738,27.58803,0.490724,818,393
3.679371,7.498968,27.588947,0.490666,820,394
3.676465,7.498335,27.575716,0.490417,822,395
3.676688,7.498604,27.5723,0.490295,824,396
3.677091,7.498975,27.574301,0.490203,826,397
3.675704,7.498596,27.562363,0.490225,828,398
3.676241,7.498999,27.558886,0.49011,831,399
3.677851,7.49945,27.575624,0.4903,833,400
3.676465,7.498983,27.571932,0.490219,835,401
3.677448,7.498809,27.567152,0.49028,837,402
3.676644,7.499529,27.567022,0.490234,839,403
3.675794,7.499166,27.567734,0.490222,841,404
3.674698,7.498822,27.558908,0.490013,843,405
3.673603,7.498477,27.550083,0.489804,845,406
3.673737,7.498343,27.540451,0.489774,847,407
3.67262,7.498549,27.540627,0.489961,849,408
3.672351,7.49786,27.531036,0.489572,851,409
3.671993,7.499228,27.538305,0.489842,853,410
3.673737,7.498604,27.549814,0.489875,856,411
3.673424,7.499569,27.545218,0.489807,858,412
3.673782,7.497813,27.539042,0.489894,860,413
3.673201,7.498556,27.547575,0.489719,862,414
3.673112,7.498861,27.543985,0.489661,864,415
3.673022,7.499166,27.540396,0.489603,866,416
3.67101,7.498437,27.525324,0.489506,868,417
3.669177,7.499086,27.523745,0.489495,870,418
3.669624,7.4982,27.511061,0.489371,872,419
3.667701,7.498888,27.515663,0.489508,874,420
3.667567,7.498968,27.521645,0.489529,876,421
3.669758,7.498857,27.527691,0.489301,878,422
3.668819,7.499885,27.520842,0.489264,881,423
3.67025,7.499189,27.527483,0.489288,883,424
3.668104,7.498335,27.510546,0.489182,885,425
3.668059,7.498624,27.510488,0.489211,887,426
3.668014,7.498912,27.510429,0.48924,889,427
3.667075,7.49873,27.495655,0.489051,891,428
3.665332,7.498232,27.487005,0.488909,893,429
3.664751,7.49786,27.479933,0.488715,895,430
3.665063,7.498034,27.472271,0.488728,897,431
3.664661,7.49805,27.477167,0.488932,899,432
3.665734,7.499142,27.49048,0.488814,901,433
3.665376,7.49862,27.489687,0.488808,903,434
3.666181,7.498809,27.479378,0.488765,906,435
3.664661,7.498374,27.476498,0.488737,908,436
3.664818,7.498706,27.474938,0.488609,910,437
3.664974,7.499039,27.473377,0.488481,912,438
3.66247,7.498865,27.460457,0.488371,914,439
3.661129,7.498596,27.461382,0.48824,916,440
3.661665,7.499166,27.457071,0.488292,918,441
3.662068,7.498446,27.458509,0.488255,920,442
3.660861,7.498263,27.454803,0.488515,922,443
3.662694,7.49945,27.463867,0.488389,924,444
3.661397,7.499497,27.458614,0.48817,926,445
3.66104,7.498414,27.450846,0.488265,928,446
3.661487,7.498564,27.450859,0.488258,931,447
3.660838,7.498892,27.445264,0.488028,933,448
3.66019,7.499221,27.439669,0.487799,935,449
3.657999,7.498604,27.424753,0.48796,937,450
3.658401,7.498287,27.42506,0.48779,939,451
3.65706,7.498572,27.425009,0.487702,941,452
3.657597,7.499023,27.421036,0.48772,943,453
3.65639,7.498952,27.433712,0.487768,945,454
3.657865,7.499458,27.434891,0.487884,947,455
3.657552,7.49911,27.423906,0.48785,949,456
3.656077,7.499228,27.420223,0.487526,951,457
3.657105,7.49824,27.419338,0.487593,953,458
3.656636,7.498904,27.417208,0.487408,956,459
3.656166,7.499569,27.415079,0.487222,958,460
3.654735,7.498517,27.396936,0.487211,960,461
3.653081,7.498327,27.394226,0.487082,962,462
3.653439,7.498161,27.389925,0.487196,964,463
3.653528,7.498366,27.394283,0.487017,966,464
3.651963,7.49888,27.408869,0.487265,968,465
3.654065,7.498975,27.402395,0.487226,970,466
3.651919,7.499308,27.386135,0.487102,972,467
3.652455,7.498675,27.386463,0.487077,974,468
3.652276,7.499585,27.381073,0.486988,976,469
3.651091,7.49928,27.371459,0.486803,978,470
3.649907,7.498975,27.361845,0.486618,981,471
3.649147,7.498437,27.357805,0.486543,983,472
3.647537,7.499514,27.360525,0.486577,985,473
3.647224,7.499149,27.360636,0.486626,987,474
3.648208,7.498437,27.357101,0.486548,989,475
3.647358,7.499213,27.365282,0.486615,991,476
3.64776,7.499142,27.357595,0.486647,993,477
3.647403,7.498746,27.361403,0.486479,995,478
3.64776,7.499063,27.34333,0.486429,997,479
3.647805,7.498643,27.353146,0.4863,999,480
3.645994,7.498817,27.339324,0.48622,1001,481
3.644184,7.498991,27.325502,0.486139,1003,482
3.645883,7.498232,27.325613,0.486143,1006,483
3.643558,7.498683,27.323463,0.485914,1008,484
3.643424,7.499142,27.323385,0.485832,1010,485
3.64244,7.498802,27.317047,0.485764,1012,486
3.644139,7.499015,27.336376,0.485891,1014,487
3.643826,7.499181,27.320692,0.485947,1016,488
3.642261,7.499671,27.325603,0.485832,1018,489
3.642887,7.498897,27.31345,0.485797,1020,490
3.642999,7.498616,27.317445,0.485798,1021,491
3.643111,7.498335,27.32144,0.485799,1022,492
3.639668,7.49873,27.288263,0.485447,1026,493
3.640338,7.498549,27.298416,0.485214,1028,494
3.638997,7.498706,27.282085,0.485199,1031,495
3.638997,7.498461,27.284994,0.485288,1033,496
3.637566,7.49892,27.28105,0.484996,1035,497
3.6394,7.499434,27.289345,0.48521,1037,498
3.63779,7.499292,27.289337,0.48525,1039,499
3.638103,7.499149,27.274658,0.485016,1041,500
3.639042,7.499426,27.283802,0.485089,1043,501
3.637522,7.498706,27.268204,0.485036,1045,502
3.63656,7.498738,27.261152,0.484857,1047,503
3.635599,7.49877,27.254101,0.484678,1049,504
3.634571,7.498738,27.246897,0.484619,1051,505
3.633364,7.499506,27.252386,0.484631,1053,506
3.633766,7.49873,27.24004,0.484336,1056,507
3.633006,7.498873,27.234943,0.484568,1058,508
3.634347,7.499292,27.256765,0.48467,1060,509
3.633274,7.499814,27.249311,0.484336,1062,510
3.632559,7.499284,27.247311,0.484485,1064,511
3.631128,7.499806,27.246592,0.484431,1066,512
3.631575,7.499514,27.239157,0.484286,1067,513
3.632022,7.499221,27.231722,0.48414,1068,514
3.629519,7.498991,27.220428,0.484006,1072,515
3.629429,7.499054,27.209229,0.483797,1074,516
3.629697,7.498501,27.208954,0.484005,1076,517
3.627551,7.49968,27.215294,0.483685,1078,518
3.628177,7.498904,27.211193,0.483708,1081,519
3.62773,7.499514,27.209879,0.483694,1083,520
3.62934,7.499909,27.212852,0.483844,1085,521
3.627373,7.498991,27.195871,0.483873,1087,522
3.626791,7.499379,27.212198,0.483804,1089,523
3.626031,7.499268,27.208414,0.483678,1091,524
3.625271,7.499157,27.20463,0.483551,1093,525
3.624511,7.499244,27.185856,0.483224,1095,526
3.625316,7.498999,27.188236,0.483247,1097,527
3.623348,7.498944,27.165977,0.48313,1099,528
3.624019,7.498493,27.16367,0.48321,1101,529
3.62232,7.499102,27.175383,0.483191,1103,530
3.622722,7.498897,27.178656,0.483239,1106,531
3.623214,7.49911,27.167776,0.483061,1108,532
3.622097,7.498873,27.170998,0.482997,1110,533
3.622499,7.499418,27.163876,0.482962,1112,534
3.622208,7.499094,27.161756,0.482854,1114,535
3.621918,7.49877,27.159637,0.482747,1116,536
3.619324,7.499031,27.143053,0.482806,1118,537
3.618788,7.499244,27.128517,0.482514,1120,538
3.618967,7.498643,27.138323,0.482459,1122,539
3.617134,7.498414,27.119123,0.482384,1124,540
3.61624,7.498643,27.106276,0.482155,1126,541
3.616508,7.499609,27.12554,0.482265,1128,542
3.616731,7.499276,27.127806,0.482202,1131,543
3.616418,7.498628,27.100023,0.481864,1133,544
3.615211,7.499228,27.106276,0.482213,1135,545
3.61454,7.499145,27.098462,0.48197,1137,546
3.61387,7.499063,27.090649,0.481727,1139,547
3.612931,7.498952,27.083992,0.48187,1141,548
3.612707,7.498517,27.096724,0.481757,1143,549
3.611724,7.499071,27.093113,0.481816,1145,550
3.610874,7.499466,27.092369,0.481534,1147,551
3.611411,7.499418,27.091442,0.48176,1149,552
3.612663,7.499616,27.085566,0.481459,1151,553
3.611187,7.498833,27.078987,0.481671,1153,554
3.610472,7.499284,27.074223,0.481307,1156,555
3.610762,7.499173,27.071724,0.481305,1157,556
3.611053,7.499063,27.069225,0.481303,1158,557
3.606493,7.499664,27.05386,0.480913,1162,558
3.607476,7.498778,27.052197,0.481139,1164,559
3.606895,7.49858,27.042337,0.480913,1166,560
3.607744,7.4993,27.044415,0.48102,1168,561
3.606224,7.499047,27.033386,0.480814,1170,562
3.607566,7.499031,27.048317,0.480983,1172,563
3.605956,7.499252,27.040812,0.480944,1174,564
3.607119,7.49892,27.040892,0.481043,1176,565
3.606627,7.499426,27.047304,0.481058,1178,566
3.605688,7.499308,27.037865,0.480647,1181,567
3.604413,7.499126,27.0281,0.480536,1183,568
3.603139,7.498944,27.018335,0.480424,1185,569
3.60296,7.498667,27.006599,0.48035,1187,570
