Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
3.807333,7.498754,28.545921,0.507657,124,60
3.807512,7.498327,28.543764,0.507723,127,61
3.805678,7.499015,28.541508,0.507666,129,62
3.80617,7.498271,28.545843,0.507828,131,63
3.805812,7.499003,28.54845,0.507658,133,64
3.805455,7.499735,28.551056,0.507488,135,65
3.805589,7.498446,28.532297,0.507465,137,66
3.804158,7.497923,28.528748,0.507376,139,67
3.803443,7.499031,28.533045,0.507344,141,68
3.801923,7.498897,28.520168,0.507066,143,69
3.801565,7.498746,28.506859,0.506826,145,70
3.799687,7.498003,28.490969,0.50669,147,71
3.798927,7.498153,28.481558,0.506659,149,72
3.799598,7.498097,28.476595,0.506583,152,73
3.796289,7.497979,28.48245,0.506584,154,74
3.79801,7.498446,28.475657,0.506476,156,75
3.799732,7.498912,28.468864,0.506367,158,76
3.799464,7.49873,28.476086,0.506356,160,77
3.797451,7.498849,28.487251,0.506404,162,78
3.795753,7.49854,28.469341,0.506397,164,79
3.795395,7.499023,28.459702,0.50599,166,80
3.79298,7.498794,28.457222,0.505843,168,81
3.792578,7.498675,28.438372,0.505834,170,82
3.793562,7.498556,28.432497,0.505859,172,83
3.791058,7.498343,28.436184,0.505751,174,84
3.790432,7.497979,28.435368,0.505721,177,85
3.791997,7.498093,28.43427,0.505748,179,86
3.793562,7.498208,28.433172,0.505776,181,87
3.792578,7.499237,28.428417,0.505728,183,88
3.791684,7.499173,28.427437,0.505555,185,89
3.790477,7.499221,28.427252,0.505724,187,90
3.789135,7.498659,28.405207,0.505221,189,91
3.787347,7.498446,28.398087,0.505125,191,92
3.786587,7.498493,28.393318,0.504938,193,93
3.786632,7.498003,28.391287,0.505203,195,94
3.786095,7.498588,28.392546,0.505009,197,95
3.785872,7.49873,28.403347,0.505071,199,96
3.786878,7.498829,28.404609,0.505011,202,97
3.787884,7.498928,28.40587,0.504951,204,98
3.784933,7.499118,28.408226,0.505139,206,99
3.785558,7.498785,28.398935,0.504862,208,100
3.785111,7.498928,28.394247,0.504851,210,101
3.783994,7.498611,28.375639,0.504499,212,102
3.782027,7.498263,28.364241,0.504601,214,103
3.783681,7.498651,28.356878,0.504184,216,104
3.783614,7.498457,28.356036,0.504218,218,105
3.783547,7.498263,28.355194,0.504252,220,106
3.782429,7.49826,28.358447,0.504309,221,107
3.781311,7.498256,28.3617,0.504367,222,108
3.782116,7.498611,28.358231,0.504381,227,109
3.78073,7.498999,28.346716,0.504133,229,110
3.780909,7.49873,28.351576,0.503982,231,111
3.779836,7.498738,28.342422,0.504013,233,112
3.779523,7.497876,28.333275,0.503844,235,113
3.777913,7.49824,28.339819,0.503671,237,114
3.777779,7.498074,28.328539,0.503918,239,115
3.777287,7.498572,28.324556,0.50379,241,116
3.777198,7.49771,28.323753,0.5037,243,117
3.776616,7.498042,28.317171,0.50383,245,118
3.776862,7.498382,28.323834,0.503813,247,119
3.777108,7.498723,28.330496,0.503796,249,120
3.776795,7.498723,28.326038,0.503851,252,121
3.777064,7.498936,28.322294,0.503481,254,122
3.775856,7.498635,28.318644,0.5035,256,123
3.773308,7.498256,28.296209,0.503255,258,124
3.772906,7.498074,28.291874,0.503226,260,125
3.773621,7.497813,28.298939,0.503206,262,126
3.772727,7.498604,28.289934,0.503243,264,127
3.772816,7.498208,28.286558,0.503199,266,128
3.773487,7.498501,28.303289,0.503367,268,129
3.773554,7.498659,28.296133,0.503322,270,130
3.773621,7.498817,28.288977,0.503277,272,131
3.773353,7.498509,28.297922,0.503088,274,132
3.773263,7.498437,28.290735,0.503121,277,133
3.772414,7.498706,28.282776,0.502966,279,134
3.771609,7.498588,28.270735,0.502936,281,135
3.767272,7.497623,28.268082,0.502861,283,136
3.769195,7.4982,28.25886,0.502666,285,137
3.767674,7.498509,28.268009,0.502765,287,138
3.768613,7.498121,28.251701,0.502642,289,139
3.769016,7.498358,28.261323,0.502768,290,140
3.769418,7.498596,28.270945,0.502894,291,141
3.768971,7.498936,28.269381,0.502594,295,142
3.769552,7.49854,28.267078,0.5026,297,143
3.7683,7.497939,28.264151,0.502647,299,144
3.767808,7.498809,28.261312,0.502607,302,145
3.766423,7.497987,28.235683,0.502338,304,146
3.765484,7.498327,28.219614,0.502228,306,147
3.765841,7.497979,28.236458,0.502207,308,148
3.764768,7.497987,28.240839,0.502104,310,149
3.763784,7.498596,28.233286,0.50206,312,150
3.764969,7.498532,28.238008,0.502072,314,151
3.766154,7.498469,28.242731,0.502085,316,152
3.765439,7.498303,28.237024,0.502145,318,153
3.764097,7.499426,28.240181,0.502223,320,154
3.76365,7.499197,28.22785,0.50203,322,155
3.764813,7.498564,28.226547,0.501931,324,156
3.762354,7.498034,28.205191,0.501747,327,157
3.76298,7.498604,28.198006,0.501532,329,158
3.760968,7.498137,28.21793,0.501621,331,159
3.759179,7.49828,28.192608,0.501432,333,160
3.761013,7.497947,28.20311,0.50148,335,161
3.761438,7.498268,28.207825,0.501588,337,162
3.761862,7.498588,28.21254,0.501697,339,163
3.762041,7.49824,28.205919,0.501667,341,164
3.761549,7.498833,28.204891,0.501606,343,165
3.761236,7.498137,28.198893,0.501427,345,166
3.761013,7.498762,28.196011,0.501493,347,167
3.759582,7.498026,28.183126,0.501356,349,168
3.75748,7.498185,28.178652,0.501266,352,169
3.757525,7.497813,28.176554,0.501276,354,170
3.756765,7.49839,28.172447,0.501142,356,171
3.75748,7.498303,28.163942,0.501045,358,172
3.757592,7.498216,28.170608,0.501048,360,173
3.757704,7.498129,28.177273,0.501051,362,174
3.75824,7.498422,28.185137,0.50127,364,175
3.756899,7.49805,28.173679,0.501035,366,176
3.757749,7.498327,28.179039,0.501244,368,177
3.757391,7.498596,28.163433,0.500757,370,178
3.754708,7.498003,28.146849,0.500756,372,179
3.753725,7.498525,28.156052,0.500567,374,180
3.75292,7.498287,28.146526,0.500578,377,181
3.754306,7.498651,28.1441,0.500642,379,182
3.753233,7.498525,28.136946,0.50037,381,183
3.753948,7.498486,28.141976,0.500536,383,184
3.754663,7.498446,28.147005,0.500701,385,185
3.755468,7.498683,28.144154,0.500653,387,186
3.753993,7.49896,28.149965,0.500645,389,187
3.755021,7.498794,28.143463,0.500497,391,188
3.753367,7.498817,28.13822,0.500317,393,189
3.752294,7.498501,28.118969,0.500253,395,190
3.750505,7.498485,28.120327,0.500146,397,191
3.74979,7.498026,28.122208,0.500179,399,192
3.750461,7.498446,28.119944,0.500255,402,193
3.749835,7.498074,28.123735,0.500322,404,194
3.750461,7.498307,28.124109,0.500384,406,195
3.751087,7.49854,28.124483,0.500445,408,196
3.750461,7.498533,28.130201,0.500214,410,197
3.749567,7.498145,28.118494,0.5,412,198
3.751221,7.498311,28.117018,0.499976,414,199
3.748583,7.498809,28.110073,0.499984,416,200
3.747018,7.49809,28.094145,0.499877,418,201
3.746258,7.497433,28.096371,0.499779,420,202
3.74675,7.4982,28.088356,0.499724,422,203
3.746705,7.498018,28.086081,0.49939,424,204
3.74637,7.498102,28.093077,0.499594,426,205
3.746034,7.498185,28.100073,0.499799,427,206
3.748762,7.498667,28.093309,0.499644,431,207
3.746839,7.498699,28.095079,0.499541,433,208
3.746526,7.498335,28.090067,0.499786,435,209
3.746213,7.497947,28.099422,0.499696,437,210
3.744291,7.49809,28.073393,0.499139,439,211
3.742279,7.498026,28.075382,0.499234,441,212
3.742055,7.498271,28.062645,0.499209,443,213
3.743665,7.497805,28.068531,0.499144,445,214
3.742458,7.498327,28.065334,0.499176,447,215
3.743531,7.498268,28.06732,0.49912,450,216
3.744604,7.498208,28.069305,0.499063,452,217
3.741966,7.498857,28.075613,0.499192,454,218
3.743888,7.497987,28.070915,0.499277,456,219
3.742592,7.497828,28.069496,0.499228,458,220
3.743352,7.498248,28.060295,0.499066,460,221
3.74049,7.497504,28.049154,0.498908,462,222
3.739998,7.497892,28.05518,0.498907,464,223
3.73973,7.498003,28.034758,0.498721,466,224
3.738657,7.498082,28.038101,0.498908,468,225
3.740043,7.498422,28.036465,0.498986,470,226
3.739909,7.498532,28.041074,0.49884,472,227
3.739775,7.498643,28.045683,0.498694,474,228
3.73973,7.49824,28.043928,0.498691,477,229
3.740267,7.498113,28.04307,0.498688,479,230
3.740848,7.498446,28.03874,0.498742,481,231
3.739149,7.498556,28.031919,0.498351,483,232
3.73736,7.497868,28.018391,0.498336,485,233
3.736913,7.49888,28.013893,0.498349,487,234
3.7366,7.497955,28.010303,0.498423,489,235
3.73669,7.497678,28.017818,0.498336,491,236
3.73669,7.497971,28.029955,0.498425,493,237
3.737048,7.498402,28.027306,0.498356,495,238
3.737405,7.498833,28.024658,0.498287,497,239
3.737405,7.498287,28.016783,0.498137,499,240
3.735393,7.498208,28.020164,0.498377,502,241
3.734857,7.498604,28.004843,0.497942,504,242
3.73441,7.497821,27.993248,0.49784,506,243
3.732889,7.497931,27.994644,0.498117,508,244
3.733471,7.497473,27.988821,0.497784,510,245
3.731682,7.497963,27.980104,0.497745,512,246
3.731995,7.497734,27.988335,0.497652,514,247
3.7328,7.498102,27.995311,0.497801,516,248
3.733605,7.498469,28.002287,0.49795,518,249
3.733337,7.498311,27.982016,0.497615,520,250
3.73432,7.498121,27.992662,0.497809,522,251
3.732889,7.498343,27.985294,0.497745,524,252
3.731772,7.498366,27.984379,0.497757,526,253
3.729805,7.497884,27.956268,0.497552,529,254
3.730252,7.49737,27.967539,0.497518,531,255
3.72967,7.497987,27.972361,0.497465,533,256
3.72976,7.497654,27.976286,0.497315,535,257
3.727971,7.497916,27.957642,0.497431,537,258
3.729022,7.4979,27.9612,0.497472,539,259
3.730073,7.497884,27.964758,0.497512,541,260
3.73052,7.498738,27.968609,0.497423,543,261
3.729313,7.498549,27.971582,0.497251,545,262
3.72891,7.499347,27.970043,0.497382,547,263
3.728106,7.498374,27.965359,0.497317,549,264
3.726451,7.49767,27.944818,0.497084,551,265
3.725646,7.498295,27.951353,0.496866,554,266
3.725959,7.497828,27.950861,0.497045,556,267
3.725512,7.498849,27.934809,0.496792,558,268
3.724618,7.497749,27.931913,0.496863,560,269
3.725378,7.498465,27.93957,0.496955,562,270
3.726138,7.499181,27.947226,0.497047,564,271
3.726451,7.497987,27.948423,0.496896,566,272
3.726049,7.498303,27.928665,0.496756,568,273
3.726004,7.498699,27.936163,0.496967,570,274
3.725333,7.498437,27.935175,0.496745,572,275
3.723545,7.498074,27.9161,0.496554,574,276
3.72312,7.498177,27.916063,0.4966,576,277
3.722695,7.49828,27.916025,0.496645,579,278
3.722293,7.498192,27.898289,0.496411,581,279
3.721354,7.498263,27.924173,0.4966,583,280
3.722293,7.498639,27.92721,0.496596,585,281
3.723232,7.499015,27.930248,0.496593,587,282
3.723411,7.498469,27.913212,0.496546,589,283
3.722785,7.498635,27.916737,0.496621,591,284
3.721801,7.498604,27.915623,0.496447,593,285
3.719521,7.498382,27.895201,0.496035,595,286
3.719476,7.498248,27.889246,0.496145,597,287
3.719074,7.498335,27.89147,0.496101,599,288
3.718806,7.498485,27.899441,0.495904,601,289
3.720505,7.497955,27.885359,0.496101,604,290
3.718314,7.498437,27.894484,0.496141,606,291
3.719052,7.498489,27.897633,0.496086,608,292
3.719789,7.49854,27.900782,0.496031,610,293
3.720147,7.498525,27.891127,0.496102,612,294
3.71733,7.498097,27.882828,0.495878,614,295
3.720147,7.498596,27.871964,0.496146,616,296
3.717062,7.498121,27.868805,0.495746,618,297
3.715721,7.497718,27.859776,0.495585,620,298
3.716794,7.498509,27.858011,0.49552,622,299
3.715631,7.498271,27.860989,0.495572,624,300
3.715318,7.498422,27.860453,0.495522,626,301
3.715318,7.498528,27.861029,0.495599,628,302
3.715318,7.498635,27.861605,0.495677,631,303
3.717241,7.498303,27.860964,0.495589,633,304
3.716391,7.49888,27.868269,0.495632,635,305
3.715452,7.4982,27.849159,0.495447,637,306
3.714916,7.498295,27.856422,0.495106,639,307
3.714558,7.497591,27.841848,0.495185,641,308
3.712859,7.498018,27.84506,0.495276,643,309
3.712099,7.497979,27.84021,0.495245,645,310
3.710445,7.498161,27.833059,0.495044,647,311
3.713038,7.497607,27.832008,0.494955,649,312
3.712994,7.497832,27.838273,0.495058,652,313
3.712949,7.498058,27.844538,0.495162,654,314
3.712368,7.498327,27.841861,0.495077,656,315
3.711786,7.498596,27.839184,0.494991,658,316
3.711473,7.498295,27.838614,0.495016,660,317
3.712233,7.498501,27.832687,0.494955,662,318
3.709953,7.4979,27.814945,0.494722,664,319
3.709595,7.49854,27.82354,0.494843,666,320
3.710132,7.498311,27.807287,0.49479,668,321
3.709819,7.49854,27.803762,0.494642,670,322
3.710355,7.498319,27.805054,0.494588,672,323
3.71049,7.498315,27.808334,0.494672,674,324
3.710624,7.498311,27.811613,0.494757,676,325
3.710311,7.498311,27.814003,0.494609,679,326
3.70888,7.498604,27.813204,0.494532,681,327
3.708388,7.498572,27.805393,0.494585,683,328
3.708835,7.499023,27.813105,0.494734,685,329
3.707226,7.498327,27.796043,0.494364,687,330
3.706421,7.498224,27.787022,0.494252,689,331
3.706689,7.498706,27.777885,0.494186,691,332
3.705035,7.498058,27.782614,0.494066,693,333
3.704811,7.497394,27.788771,0.494338,695,334
3.705705,7.497967,27.794724,0.494319,697,335
3.7066,7.49854,27.800678,0.4943,699,336
3.705169,7.498026,27.776543,0.494238,701,337
3.705571,7.498382,27.781601,0.494164,704,338
3.706018,7.498675,27.784624,0.494291,706,339
3.70499,7.498351,27.781662,0.494051,708,340
3.703023,7.498398,27.763851,0.493765,710,341
3.70271,7.4979,27.763046,0.493834,712,342
3.701547,7.498351,27.75634,0.493774,714,343
3.701592,7.498224,27.752047,0.493612,716,344
3.700698,7.498303,27.758463,0.493784,718,345
3.702174,7.498489,27.765198,0.493832,720,346
3.703649,7.498675,27.771933,0.493881,722,347
3.703649,7.498509,27.770512,0.493937,724,348
3.702486,7.498256,27.757006,0.493682,726,349
3.702889,7.498256,27.757669,0.493846,729,350
3.701011,7.497725,27.753222,0.493543,731,351
3.699401,7.497828,27.736197,0.493279,733,352
3.699312,7.497211,27.732765,0.493288,735,353
3.698999,7.498216,27.738497,0.493315,737,354
3.698105,7.498161,27.720734,0.493187,739,355
3.698731,7.498323,27.733942,0.493348,740,356
3.699357,7.498485,27.74715,0.493509,741,357
3.699982,7.498714,27.741844,0.493365,745,358
3.697702,7.498058,27.730621,0.493175,747,359
3.698418,7.49839,27.73192,0.493169,749,360
3.699446,7.498446,27.721403,0.493173,751,361
3.696763,7.498026,27.707178,0.492763,754,362
3.695199,7.498667,27.713322,0.492969,756,363
3.694528,7.498351,27.718981,0.492992,758,364
3.695154,7.49805,27.699205,0.492565,760,365
3.692963,7.498477,27.704992,0.492824,762,366
3.694617,7.498671,27.714027,0.49282,764,367
3.696271,7.498865,27.723061,0.492817,766,368
3.695869,7.498533,27.708784,0.49285,768,369
3.695333,7.498026,27.710096,0.492741,770,370
3.695959,7.498794,27.697821,0.492678,772,371
3.693812,7.499331,27.699619,0.492615,774,372
3.691756,7.498232,27.691145,0.492569,776,373
3.692918,7.498034,27.691113,0.492481,779,374
3.693365,7.498319,27.678492,0.492495,781,375
3.692113,7.497813,27.684002,0.492407,783,376
3.690772,7.498287,27.683563,0.492376,785,377
3.69218,7.498398,27.689271,0.49251,786,378
3.693589,7.498509,27.694979,0.492644,787,379
3.693097,7.498501,27.69491,0.492401,791,380
3.693142,7.498509,27.681671,0.49229,793,381
3.691979,7.498564,27.685635,0.492382,795,382
3.692695,7.498493,27.677914,0.492138,797,383
3.689341,7.498311,27.66087,0.49206,799,384
3.688671,7.498501,27.648464,0.492005,801,385
3.688045,7.49786,27.649092,0.491866,804,386
3.688671,7.497916,27.644632,0.491697,806,387
3.688358,7.498414,27.645987,0.491795,808,388
3.688984,7.49871,27.653356,0.491877,810,389
3.68961,7.499007,27.660725,0.491959,812,390
3.689028,7.498762,27.656485,0.491985,814,391
3.688045,7.49873,27.652721,0.49176,816,392
3.68639,7.498825,27.650215,0.491974,818,393
3.687687,7.49862,27.65316,0.491759,820,394
3.685541,7.498406,27.633408,0.491445,822,395
3.684378,7.497876,27.624006,0.491288,824,396
3.685362,7.498469,27.6229,0.491549,826,397
3.685004,7.498454,27.624603,0.491363,829,398
3.683439,7.498248,27.630056,0.491564,831,399
3.684266,7.498644,27.633918,0.491588,833,400
3.685094,7.499039,27.637781,0.491611,835,401
3.684826,7.498635,27.632563,0.491454,837,402
3.685049,7.49854,27.628323,0.491091,839,403
3.685049,7.499071,27.639706,0.49133,841,404
3.682679,7.498525,27.627302,0.491278,843,405
3.680802,7.498366,27.612186,0.49094,845,406
3.681606,7.497591,27.60338,0.490829,847,407
3.681025,7.497844,27.594254,0.490925,849,408
3.679595,7.498437,27.599669,0.490707,851,409
3.681472,7.49809,27.612841,0.491214,854,410
3.68174,7.498442,27.609445,0.491043,856,411
3.682009,7.498794,27.606049,0.490873,858,412
3.682277,7.498968,27.616091,0.490958,860,413
3.681517,7.49911,27.607416,0.49096,862,414
3.680891,7.498746,27.597342,0.490781,864,415
3.679326,7.499118,27.603903,0.490574,866,416
3.678298,7.49824,27.574068,0.490394,868,417
3.676688,7.498549,27.575378,0.490536,870,418
3.677448,7.498058,27.571659,0.490318,872,419
3.67794,7.498129,27.568996,0.490459,874,420
3.678141,7.498485,27.577026,0.490476,876,421
3.678343,7.498841,27.585056,0.490493,879,422
3.678387,7.498588,27.582449,0.490413,881,423
3.677001,7.499395,27.573147,0.490519,883,424
3.677806,7.498437,27.56745,0.490107,885,425
3.675123,7.498841,27.568336,0.490322,887,426
3.675704,7.498011,27.550766,0.490092,889,427
3.674944,7.497773,27.554083,0.490001,891,428
3.674184,7.497955,27.554409,0.490054,893,429
3.673693,7.498857,27.553221,0.490065,895,430
3.672128,7.499102,27.530022,0.489964,897,431
3.673424,7.498857,27.537976,0.48996,899,432
3.674721,7.498611,27.545929,0.489957,901,433
3.67329,7.499047,27.543343,0.490062,903,434
3.672173,7.49839,27.546947,0.490033,906,435
3.673603,7.498723,27.549065,0.489909,908,436
3.673424,7.49828,27.546701,0.489814,910,437
3.670071,7.498406,27.518227,0.48944,912,438
3.669803,7.498382,27.520794,0.489562,914,439
3.669713,7.497781,27.519714,0.489366,916,440
3.669624,7.497994,27.51103,0.489455,918,441
3.668953,7.498018,27.508282,0.489333,920,442
3.669713,7.498311,27.512971,0.489475,922,443
3.670473,7.498604,27.51766,0.489617,924,444
3.669579,7.498596,27.527084,0.489569,926,445
3.669579,7.498359,27.508879,0.48929,928,446
3.669266,7.498643,27.508699,0.489264,931,447
3.669043,7.498794,27.505138,0.489209,933,448
3.666092,7.498691,27.49852,0.489178,935,449
3.665734,7.49839,27.47501,0.488971,937,450
3.665242,7.498414,27.485197,0.488793,939,451
3.664974,7.49828,27.490232,0.488944,941,452
3.664393,7.498461,27.490473,0.488755,943,453
3.665332,7.498477,27.49515,0.488761,944,454
3.666271,7.498493,27.499828,0.488767,945,455
3.666047,7.498873,27.483629,0.488777,949,456
3.665689,7.498271,27.486189,0.488698,951,457
3.664393,7.498873,27.47352,0.488715,953,458
3.663856,7.498564,27.47711,0.488433,956,459
3.662694,7.498106,27.450191,0.488312,958,460
3.663051,7.498469,27.468376,0.488451,960,461
3.661978,7.498106,27.446995,0.488179,962,462
3.661576,7.498319,27.442627,0.488092,964,463
3.661665,7.497575,27.446959,0.488265,966,464
3.662202,7.498022,27.451036,0.488336,968,465
3.662739,7.498469,27.455112,0.488406,970,466
3.661531,7.499205,27.452995,0.488179,972,467
3.662023,7.498058,27.453909,0.488122,974,468
3.66104,7.498968,27.452301,0.488119,976,469
3.659877,7.498208,27.429607,0.487885,978,470
3.657016,7.498145,27.428701,0.487857,981,471
3.656121,7.498208,27.430595,0.487737,983,472
3.657373,7.498327,27.420452,0.487679,985,473
3.654601,7.498343,27.412624,0.487543,987,474
3.65563,7.498153,27.425909,0.48787,989,475
3.65592,7.498616,27.42453,0.487886,991,476
3.656211,7.499078,27.423151,0.487902,993,477
3.657329,7.498461,27.427544,0.487558,995,478
3.656881,7.498604,27.414448,0.487454,997,479
3.656032,7.498406,27.413816,0.48757,999,480
3.652634,7.49828,27.399147,0.48723,1001,481
3.653305,7.498287,27.387146,0.487342,1003,482
3.653439,7.498224,27.384066,0.486985,1006,483
3.653752,7.498501,27.381042,0.487214,1008,484
3.652947,7.4979,27.380371,0.487239,1010,485
3.651941,7.498292,27.38981,0.487235,1011,486
3.650935,7.498683,27.39925,0.487231,1012,487
3.651829,7.498904,27.398058,0.487263,1016,488
3.652276,7.498588,27.387117,0.487122,1018,489
3.652276,7.498952,27.386873,0.486935,1020,490
3.651829,7.498952,27.381897,0.487044,1022,491
3.648699,7.499007,27.353006,0.486613,1024,492
3.649772,7.497773,27.363764,0.486624,1026,493
3.647537,7.497797,27.35725,0.486449,1028,494
3.647313,7.498271,27.352875,0.486348,1031,495
3.646688,7.498596,27.351437,0.48661,1033,496
3.64785,7.498865,27.356337,0.486576,1035,497
3.649012,7.499134,27.361237,0.486541,1037,498
3.647805,7.499149,27.353811,0.486533,1039,499
3.648386,7.498493,27.357555,0.486427,1041,500
3.647135,7.499442,27.358349,0.486313,1043,501
3.646866,7.498667,27.352539,0.486413,1045,502
3.644184,7.498287,27.335886,0.486191,1047,503
3.644675,7.498366,27.325253,0.485941,1049,504
3.643915,7.498762,27.314178,0.48577,1051,505
3.642887,7.497742,27.307392,0.485968,1053,506
3.642574,7.498295,27.320791,0.485838,1056,507
3.642947,7.498424,27.319146,0.485838,1058,508
3.643319,7.498554,27.3175,0.485837,1060,509
3.643692,7.498683,27.315855,0.485837,1062,510
3.643781,7.498825,27.31147,0.485819,1064,511
3.642753,7.498991,27.314463,0.485802,1066,512
3.642529,7.49926,27.30652,0.485555,1068,513
3.639131,7.498754,27.292927,0.48537,1070,514
3.639444,7.4979,27.285967,0.485489,1072,515
3.639578,7.498406,27.281561,0.485205,1074,516
3.638014,7.498343,27.270578,0.485298,1076,517
3.638282,7.498153,27.281401,0.485163,1078,518
3.637969,7.498315,27.282125,0.48522,1080,519
3.637656,7.498477,27.282848,0.485276,1083,520
3.638192,7.498651,27.2789,0.485166,1085,521
3.638237,7.499252,27.270069,0.485134,1087,522
3.635152,7.499213,27.281874,0.485196,1089,523
3.636404,7.498509,27.256363,0.484692,1091,524
3.634124,7.498192,27.249224,0.48455,1093,525
3.634079,7.498604,27.252464,0.484758,1095,526
3.634034,7.498699,27.246159,0.484631,1097,527
3.633632,7.497971,27.243641,0.484469,1099,528
3.633006,7.498271,27.25071,0.48474,1101,529
3.634079,7.498378,27.246136,0.484628,1104,530
3.635152,7.498485,27.241562,0.484517,1106,531
3.634258,7.498596,27.238506,0.484506,1108,532
3.634347,7.498327,27.243546,0.484634,1110,533
3.633006,7.498319,27.248335,0.484276,1112,534
3.632335,7.49862,27.234713,0.484359,1114,535
3.628803,7.49839,27.208973,0.483993,1116,536
3.627417,7.498517,27.210371,0.483968,1118,537
3.628177,7.498999,27.196705,0.483839,1120,538
3.628445,7.498192,27.200258,0.483716,1122,539
3.6282,7.49839,27.20599,0.483774,1123,540
3.627954,7.498588,27.211721,0.483833,1124,541
3.626925,7.498564,27.217978,0.483947,1128,542
3.62773,7.498975,27.21273,0.483944,1131,543
3.626925,7.498501,27.198116,0.483725,1133,544
3.626791,7.499134,27.203264,0.483721,1135,545
3.625763,7.499157,27.176714,0.483364,1137,546
3.624332,7.498011,27.181236,0.483246,1139,547
3.624734,7.498327,27.160612,0.483148,1141,548
3.622812,7.498572,27.174814,0.483227,1143,549
3.621962,7.498912,27.15715,0.483149,1145,550
3.623661,7.498636,27.164016,0.483269,1147,551
3.62536,7.498359,27.170881,0.483389,1149,552
3.6246,7.498635,27.16844,0.483247,1151,553
3.624243,7.498888,27.163662,0.483253,1153,554
3.622186,7.499039,27.15947,0.48316,1156,555
3.622275,7.49839,27.165825,0.482936,1158,556
3.618654,7.498833,27.140509,0.482713,1160,557
3.618922,7.497725,27.123529,0.482591,1162,558
3.618475,7.498746,27.130762,0.482433,1164,559
3.617983,7.498691,27.136904,0.48251,1166,560
3.618207,7.497663,27.133743,0.482573,1168,561
3.619123,7.498351,27.13575,0.482564,1170,562
3.62004,7.499039,27.137758,0.482556,1172,563
3.618699,7.49873,27.127756,0.482512,1174,564
3.618743,7.499933,27.127592,0.482609,1176,565
3.618252,7.498817,27.119436,0.482446,1178,566
3.616329,7.498271,27.107325,0.482341,1181,567
3.614406,7.497821,27.099663,0.482201,1183,568
3.614138,7.498042,27.09667,0.481831,1185,569
3.613333,7.498706,27.091877,0.481857,1187,570
