Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
3.962814,2.998528,11.88008,1.322184,158,190
3.962657,2.999615,11.883426,1.322607,159,191
3.962434,2.997021,11.877532,1.321723,159,192
3.96154,2.997875,11.880367,1.322524,160,193
3.960422,2.997472,11.869583,1.321875,161,194
3.960377,2.998152,11.876596,1.321082,162,195
3.961182,2.997583,11.869246,1.320998,163,196
3.95993,2.998745,11.874959,1.320928,164,197
3.959527,2.997322,11.871091,1.320417,164,198
3.960377,2.997931,11.872251,1.322263,165,199
3.960109,2.997583,11.870893,1.321297,166,200
3.960355,2.998022,11.872336,1.321296,167,201
3.960601,2.998461,11.87378,1.321294,168,202
3.961137,2.999181,11.877451,1.320132,169,203
3.95908,2.999252,11.876032,1.320939,169,204
3.957829,2.997472,11.873095,1.319559,170,205
3.95765,2.998556,11.867496,1.320563,171,206
3.957784,2.998065,11.859875,1.320095,172,207
3.95765,2.996926,11.867208,1.3198,173,208
3.956085,2.996554,11.859956,1.319706,174,209
3.955951,2.997401,11.862556,1.319163,174,210
3.957873,2.999046,11.871738,1.319726,175,211
3.957292,2.997456,11.863367,1.320413,176,212
3.957851,2.997349,11.864464,1.320568,177,213
3.95841,2.997242,11.865561,1.320724,178,214
3.957516,2.998453,11.857428,1.319774,179,215
3.958142,2.996926,11.867126,1.319832,179,216
3.955235,2.998358,11.85484,1.319396,180,217
3.954073,2.997045,11.85638,1.319747,181,218
3.956264,2.997322,11.855696,1.319618,182,219
3.953805,2.999094,11.853414,1.319837,183,220
3.954207,2.997638,11.857882,1.319718,184,221
3.956398,2.996634,11.861736,1.319309,184,222
3.956621,2.998279,11.859443,1.320034,185,223
3.956398,2.997769,11.859742,1.31995,186,224
3.956174,2.997258,11.860041,1.319867,187,225
3.955056,2.999473,11.862801,1.319188,188,226
3.955191,2.999291,11.863122,1.319232,189,227
3.954341,2.998105,11.857915,1.318759,189,228
3.953223,2.999054,11.848162,1.318357,190,229
3.953089,2.995898,11.847799,1.318853,191,230
3.95215,2.999101,11.85526,1.318967,192,231
3.951748,2.997171,11.847871,1.3183,193,232
3.953089,2.997242,11.84674,1.319427,194,233
3.953671,2.997187,11.852695,1.319474,194,234
3.95338,2.99822,11.85458,1.318862,195,235
3.953089,2.999252,11.856466,1.318249,196,236
3.953313,3.00028,11.856224,1.318557,197,237
3.955772,2.998089,11.862795,1.318796,198,238
3.953,2.997757,11.850386,1.317532,199,239
3.950004,2.996958,11.842589,1.31854,199,240
3.950898,2.998002,11.843358,1.317849,200,241
3.950094,2.997337,11.849936,1.317761,201,242
3.950317,2.9971,11.847181,1.317891,202,243
3.950273,2.997844,11.851591,1.318345,203,244
3.953045,2.997329,11.842811,1.318237,204,245
3.953268,2.997448,11.845282,1.317865,204,246
3.953492,2.997567,11.847754,1.317492,205,247
3.951435,2.998619,11.840976,1.318305,206,248
3.951882,2.999497,11.855113,1.317577,207,249
3.950004,2.998239,11.845896,1.31713,208,250
3.94996,2.997986,11.842126,1.31725,209,251
3.948261,2.998469,11.842491,1.317471,209,252
3.948663,2.998374,11.83695,1.317361,210,253
3.95072,2.996839,11.836,1.318189,211,254
3.949512,2.997369,11.836817,1.317755,212,255
3.95072,2.999165,11.853309,1.317682,213,256
3.950362,2.998239,11.841791,1.317422,214,257
3.950004,2.99793,11.838877,1.317741,214,258
3.949646,2.997622,11.835962,1.31806,215,259
3.949557,2.998263,11.847377,1.31778,216,260
3.949423,2.997377,11.83577,1.316943,217,261
3.949646,2.997472,11.830071,1.316456,218,262
3.948708,2.997053,11.84184,1.316901,219,263
3.947322,2.997583,11.826684,1.316773,219,264
3.947724,2.997227,11.831956,1.316608,220,265
3.948439,2.998168,11.828277,1.317338,221,266
3.949557,2.996799,11.832566,1.317014,222,267
3.950094,2.997227,11.839923,1.317374,223,268
3.948842,2.997623,11.840895,1.317236,224,269
3.94759,2.998018,11.841866,1.317097,224,270
3.948305,2.99937,11.844378,1.316353,225,271
3.947679,2.998437,11.837761,1.317348,226,272
3.948618,2.997852,11.832628,1.316227,227,273
3.947948,2.998729,11.840671,1.315939,228,274
3.947277,2.999861,11.824293,1.316597,229,275
3.94607,2.996507,11.827925,1.316081,229,276
3.945623,2.996697,11.825326,1.316691,230,277
3.945399,2.997939,11.837053,1.316202,231,278
3.947187,2.997575,11.827142,1.3173,232,279
3.946807,2.997362,11.829036,1.316584,233,280
3.946427,2.997148,11.83093,1.315868,234,281
3.946517,2.999117,11.83336,1.316072,234,282
3.948082,2.997416,11.831507,1.316135,235,283
3.947545,2.998279,11.836563,1.315956,236,284
3.94531,2.997954,11.83054,1.316076,237,285
3.944684,2.99642,11.822964,1.316705,238,286
3.944952,2.996467,11.830231,1.315763,239,287
3.944952,2.997859,11.82442,1.315877,239,288
3.944594,2.996459,11.826207,1.316304,240,289
3.94607,2.998595,11.831705,1.315969,241,290
3.945399,2.99801,11.827981,1.316155,242,291
3.945265,2.99801,11.82706,1.316505,242,292
3.945131,2.99801,11.82614,1.316855,243,293
3.945354,2.998445,11.820877,1.315907,244,294
3.945131,2.996815,11.831865,1.315613,245,295
3.943968,2.997163,11.818504,1.31547,246,296
3.944192,2.997195,11.817805,1.315417,247,297
3.944415,2.99801,11.827991,1.315662,248,298
3.942314,2.996618,11.815146,1.314727,248,299
3.943476,2.997235,11.81274,1.315513,249,300
3.942761,2.998041,11.828264,1.315719,250,301
3.944728,2.997535,11.82923,1.314883,251,302
3.944661,2.997622,11.829984,1.315852,252,303
3.944594,2.997709,11.830739,1.316821,253,304
3.944728,2.998223,11.823643,1.315677,253,305
3.943342,2.996981,11.820605,1.316178,254,306
3.944237,2.997749,11.820605,1.31503,255,307
3.941688,2.999007,11.812447,1.315072,256,308
3.941956,2.998405,11.819445,1.314475,257,309
3.940749,2.996744,11.816418,1.315134,258,310
3.941822,2.996095,11.811656,1.31474,258,311
3.941599,2.998484,11.817998,1.314274,259,312
3.942985,2.99767,11.819271,1.315569,260,313
3.943119,2.997179,11.820097,1.31559,261,314
3.942247,2.997392,11.815062,1.315482,262,315
3.941375,2.997606,11.810026,1.315374,263,316
3.942001,2.998073,11.81818,1.314828,263,317
3.940839,2.998208,11.817874,1.314638,264,318
3.940123,2.998777,11.815,1.314858,265,319
3.940212,2.997867,11.809613,1.314543,266,320
3.940526,2.997448,11.807946,1.315042,267,321
3.93914,2.998635,11.816615,1.314188,268,322
3.940168,2.996839,11.813777,1.31372,268,323
3.941464,2.99676,11.8192,1.314305,269,324
3.940615,2.998508,11.81991,1.315003,270,325
3.940526,2.99854,11.82229,1.314504,271,326
3.940436,2.998571,11.824669,1.314006,272,327
3.941464,2.998049,11.81206,1.314227,273,328
3.942269,2.998405,11.820462,1.314499,273,329
3.938469,2.998405,11.809261,1.314696,274,330
3.938737,2.997575,11.812422,1.314725,275,331
3.940034,2.997717,11.809213,1.313432,276,332
3.936189,2.997448,11.804381,1.314326,277,333
3.938827,2.996159,11.803369,1.314431,278,334
3.940123,2.998152,11.816682,1.314448,278,335
3.94066,2.99854,11.810919,1.314836,279,336
3.940146,2.99795,11.810536,1.314675,280,337
3.939631,2.997361,11.810153,1.314514,281,338
3.939721,2.997488,11.81514,1.313684,282,339
3.939274,2.997859,11.808789,1.313644,283,340
3.939944,2.998738,11.804665,1.314075,283,341
3.938156,2.997092,11.799322,1.313668,284,342
3.937619,2.998334,11.799006,1.313857,285,343
3.93677,2.997266,11.801305,1.313407,286,344
3.938156,2.998002,11.803832,1.314132,287,345
3.937306,2.99888,11.808037,1.313934,288,346
3.938558,2.998904,11.809916,1.313779,288,347
3.938603,2.998212,11.80857,1.313235,289,348
3.938648,2.997519,11.807225,1.312691,290,349
3.938737,2.998825,11.807614,1.313734,291,350
3.937172,2.9982,11.81129,1.314566,292,351
3.938827,2.997891,11.800966,1.312854,293,352
3.93592,2.998445,11.802024,1.31256,293,353
3.936099,2.997242,11.79116,1.313222,294,354
3.937038,2.998113,11.796368,1.313479,295,355
3.935339,2.995977,11.795006,1.313159,296,356
3.935205,2.997685,11.797931,1.313863,297,357
3.937753,2.998429,11.803971,1.312862,298,358
3.937642,2.997559,11.802852,1.313388,298,359
3.93753,2.996689,11.801733,1.313913,298,360
3.937441,2.996428,11.795772,1.31364,300,361
3.936323,2.998049,11.799612,1.312593,301,362
3.936412,2.998208,11.799273,1.312686,302,363
3.935116,2.997053,11.806753,1.313243,303,364
3.935429,2.997812,11.792812,1.313515,303,365
3.934892,2.999481,11.792062,1.312599,304,366
3.934937,2.996989,11.792719,1.31252,305,367
3.932612,2.998239,11.798541,1.313244,306,368
3.936859,2.99816,11.794618,1.312786,307,369
3.936658,2.998081,11.799596,1.313028,308,370
3.936457,2.998002,11.804574,1.31327,308,371
3.936278,2.998176,11.798585,1.312449,309,372
3.936368,2.998927,11.803213,1.313886,310,373
3.936054,2.999157,11.792881,1.312629,311,374
3.932835,2.99835,11.793223,1.312581,312,375
3.934669,2.99714,11.78758,1.312632,313,376
3.932612,2.99884,11.792049,1.312279,313,377
3.933461,2.99672,11.786582,1.311895,314,378
3.933193,2.997084,11.784046,1.312556,315,379
3.934713,2.998128,11.793717,1.312129,316,380
3.935071,2.999528,11.791162,1.311782,317,381
3.934848,2.998472,11.792635,1.311706,318,382
3.934624,2.997416,11.794108,1.311629,318,383
3.93364,2.996325,11.786782,1.311391,319,384
3.934087,2.999252,11.795689,1.312521,320,385
3.933908,2.996871,11.791978,1.311547,321,386
3.932746,2.998682,11.785585,1.312759,322,387
3.932567,2.996507,11.782446,1.311306,323,388
3.932209,2.999141,11.794243,1.311763,323,389
3.93212,2.996001,11.784847,1.311555,324,390
3.932388,2.997337,11.787845,1.312029,325,391
3.934713,2.997116,11.790021,1.312083,326,392
3.932925,2.998231,11.791553,1.312724,327,393
3.934244,2.998394,11.790926,1.312466,328,394
3.935563,2.998556,11.790298,1.312207,328,395
3.934177,2.998358,11.791647,1.311959,329,396
3.933193,2.996491,11.792388,1.311905,330,397
3.931986,2.9971,11.781572,1.31158,331,398
3.930063,2.997385,11.783488,1.310851,332,399
3.931047,2.998706,11.783789,1.311631,333,400
3.930242,2.997322,11.785161,1.311155,333,401
3.92975,2.998999,11.785937,1.312047,334,402
3.931896,2.999007,11.787616,1.311623,335,403
3.933148,2.998034,11.7953,1.312068,336,404
3.932612,2.99795,11.793528,1.311966,337,405
3.932075,2.997867,11.791756,1.311864,338,406
3.93212,2.998144,11.789893,1.311524,338,407
3.931583,2.996104,11.783484,1.31164,339,408
3.932567,2.998745,11.785394,1.311328,340,409
3.930019,2.997812,11.778564,1.311007,341,410
3.930734,2.999101,11.775702,1.310346,342,411
3.93051,2.998682,11.779998,1.310979,343,412
3.930287,2.99748,11.781029,1.311382,343,413
3.931136,2.997646,11.779827,1.312357,344,414
3.931449,2.997772,11.785524,1.31048,345,415
3.93051,2.995826,11.783538,1.311798,346,416
3.931069,2.996602,11.787463,1.311812,347,417
3.931628,2.997377,11.791388,1.311826,348,418
3.932657,2.996475,11.787532,1.310847,348,419
3.93051,2.998374,11.785796,1.310902,349,420
3.929214,2.998461,11.779641,1.31079,350,421
3.930063,2.999394,11.780977,1.311276,351,422
3.929661,2.996428,11.773012,1.3107,352,423
3.93127,2.997788,11.774752,1.310308,353,424
3.928946,2.99975,11.781214,1.310824,353,425
3.930019,2.998342,11.788265,1.31139,354,426
3.931002,2.997622,11.775661,1.311154,355,427
3.930801,2.998077,11.778804,1.31094,356,428
3.9306,2.998532,11.781947,1.310727,357,429
3.930242,2.997456,11.789108,1.31151,358,430
3.9306,2.997598,11.786848,1.310172,358,431
3.928856,2.998682,11.771071,1.310712,359,432
3.92823,2.998643,11.778255,1.309849,360,433
3.927515,2.996886,11.773761,1.310229,361,434
3.928722,2.997472,11.775076,1.310305,362,435
3.926039,2.997203,11.778934,1.310055,363,436
3.927872,2.996104,11.777079,1.31119,363,437
3.928454,2.997314,11.777815,1.310965,364,438
3.928432,2.997555,11.774792,1.310408,365,439
3.928409,2.997796,11.77177,1.30985,366,440
3.92908,2.997638,11.780577,1.310005,367,441
3.928722,2.99797,11.775537,1.310035,368,442
3.928364,2.99903,11.772359,1.310362,368,443
3.926934,2.998445,11.776104,1.310117,369,444
3.92747,2.9985,11.774712,1.310167,370,445
3.927872,2.997685,11.772585,1.309524,371,446
3.927157,2.997361,11.766541,1.309697,372,447
3.926308,2.998144,11.777122,1.310495,373,448
3.928499,2.997195,11.774033,1.309961,373,449
3.928946,2.997057,11.77567,1.310232,374,450
3.929393,2.996918,11.777307,1.310504,375,451
3.928141,2.999022,11.774218,1.309877,376,452
3.928632,2.997258,11.774076,1.310227,377,453
3.929124,2.999441,11.769586,1.310749,378,454
3.92443,2.997282,11.762797,1.30895,378,455
3.92595,2.999228,11.769454,1.308814,379,456
3.926039,2.997986,11.775538,1.308837,380,457
3.925145,2.996807,11.769845,1.309033,381,458
3.925637,3.000138,11.769561,1.3094,382,459
3.92671,2.998635,11.771945,1.309424,383,460
3.927716,2.997674,11.7703,1.309404,384,461
3.928722,2.996712,11.768655,1.309385,384,462
3.927247,2.997235,11.773963,1.310368,385,463
3.927157,2.997219,11.767997,1.309659,386,464
3.92595,2.996538,11.764187,1.309356,387,465
3.925369,2.999734,11.773379,1.309069,388,466
3.924251,2.99748,11.75756,1.309408,388,467
3.925279,2.99691,11.768285,1.309433,389,468
3.923714,2.998295,11.769933,1.308616,390,469
3.92586,2.996792,11.759814,1.309836,391,470
3.925235,2.996459,11.764464,1.309232,392,471
3.925928,2.998049,11.76475,1.309531,392,472
3.92662,2.999639,11.765037,1.30983,393,473
3.926218,2.999537,11.766891,1.309862,394,474
3.926755,2.997931,11.772262,1.308804,395,475
3.926173,2.99748,11.763526,1.309878,396,476
3.923714,2.996507,11.755024,1.308057,397,477
3.923491,2.997772,11.761662,1.308811,398,478
3.923536,2.998263,11.755624,1.3082,398,479
3.924296,2.998738,11.771768,1.308293,399,480
3.92282,2.998564,11.76652,1.309009,400,481
3.924027,2.999615,11.765203,1.309679,401,482
3.926039,2.999157,11.76235,1.308149,402,483
3.925011,2.998738,11.767294,1.308754,402,484
3.923983,2.998318,11.772238,1.309359,403,485
3.924609,2.996301,11.766569,1.309024,404,486
3.925503,2.998564,11.76336,1.30831,405,487
3.923804,2.999987,11.763687,1.308726,406,488
3.921747,2.999315,11.762988,1.30868,407,489
3.923133,2.997353,11.755075,1.308557,408,490
3.921524,2.99604,11.76481,1.308969,408,491
3.921434,2.997274,11.751173,1.308279,409,492
3.922507,2.996428,11.76488,1.309102,410,493
3.924072,2.996981,11.754944,1.309306,411,494
3.923446,2.997432,11.75734,1.308851,412,495
3.92282,2.997883,11.759735,1.308396,413,496
3.924206,2.997329,11.764884,1.307937,413,497
3.924206,2.999821,11.765668,1.308028,414,498
3.922731,2.998176,11.750441,1.307958,415,499
3.921658,2.996728,11.756458,1.307667,416,500
3.921032,2.997219,11.760232,1.308386,417,501
3.920808,2.996728,11.756847,1.307525,418,502
3.920987,2.996032,11.752886,1.307447,418,503
3.922507,2.995993,11.75938,1.307991,419,504
3.922507,2.995668,11.749021,1.308021,420,505
3.921792,2.997175,11.754635,1.307866,421,506
3.921077,2.998682,11.760249,1.307711,422,507
3.921971,2.998397,11.759865,1.307765,423,508
3.922597,2.997527,11.769016,1.308218,423,509
3.921568,2.998113,11.755112,1.307297,424,510
3.921121,2.997812,11.750698,1.307616,425,511
3.920585,2.996104,11.756309,1.308833,426,512
3.919914,2.996807,11.757908,1.308203,427,513
3.920093,2.99638,11.750784,1.307738,428,514
3.920853,2.997614,11.752687,1.308882,428,515
3.922149,2.998318,11.758551,1.30844,429,516
3.922194,2.998456,11.760406,1.308003,430,517
3.922239,2.998595,11.76226,1.307566,431,518
3.922149,2.997678,11.756689,1.307864,432,519
3.92045,2.996182,11.749908,1.307756,433,520
3.920987,2.999172,11.755165,1.307647,433,521
3.919601,2.999283,11.746212,1.307426,434,522
3.91978,2.997219,11.746998,1.307632,435,523
3.919109,2.997559,11.739345,1.307234,436,524
3.918707,2.99907,11.748723,1.307085,437,525
3.919199,2.998611,11.755083,1.307245,438,526
3.921345,2.996871,11.755888,1.308049,438,527
3.921099,2.997666,11.752176,1.307908,439,528
3.920853,2.998461,11.748463,1.307768,440,529
3.919869,2.998255,11.763518,1.307493,441,530
3.919288,2.995858,11.754249,1.308186,442,531
3.920003,2.997693,11.746216,1.307075,443,532
3.918438,2.997986,11.738311,1.307223,443,533
3.916695,2.996768,11.735841,1.307543,444,534
3.917678,2.997939,11.738727,1.307039,445,535
3.916561,2.996641,11.74602,1.307169,446,536
3.916874,2.998128,11.752957,1.307017,447,537
3.91893,2.996024,11.746513,1.307639,448,538
3.918796,2.997163,11.7513,1.307238,448,539
3.918662,2.998302,11.756088,1.306836,448,540
3.919243,2.998801,11.748735,1.307053,450,541
3.91893,2.997796,11.749855,1.307414,451,542
3.919467,2.997567,11.747316,1.306635,452,543
3.917231,2.997685,11.743806,1.306723,453,544
3.916561,2.997013,11.738106,1.307583,453,545
3.915845,2.996712,11.739956,1.306975,454,546
3.915622,2.998334,11.743126,1.305874,455,547
3.91513,2.998389,11.735591,1.306864,456,548
3.917857,2.997828,11.743711,1.306396,457,549
3.919333,2.999552,11.751804,1.307629,458,550
3.919154,2.99869,11.752205,1.307673,458,551
3.918975,2.997828,11.752606,1.307717,459,552
3.918483,2.999441,11.749513,1.3069,460,553
3.9175,2.999457,11.752412,1.306665,461,554
3.916605,2.99816,11.732602,1.306777,462,555
3.917008,2.999125,11.74014,1.306597,463,556
3.916292,2.997685,11.736119,1.306119,463,557
3.915979,2.996064,11.736271,1.306826,464,558
3.916471,2.996356,11.735941,1.30609,465,559
3.916918,2.996198,11.751028,1.305944,466,560
3.919065,2.998073,11.74084,1.306296,467,561
3.918081,2.998662,11.744708,1.30643,468,562
3.917097,2.999252,11.748576,1.306563,468,563
3.916471,2.996657,11.752002,1.30677,469,564
3.916561,2.997947,11.737922,1.306507,470,565
3.917902,2.997448,11.735611,1.306852,471,566
3.914057,2.998326,11.731089,1.305709,472,567
3.915264,2.996404,11.732165,1.305827,473,568
3.914951,2.998065,11.737203,1.305783,473,569
3.914549,2.996459,11.743292,1.306104,474,570
3.915845,2.996689,11.739769,1.305713,475,571
3.917768,2.9971,11.74707,1.306455,476,572
3.91674,2.998425,11.745538,1.30607,477,573
3.915711,2.99975,11.744005,1.305684,478,574
